,2011-11-30,2012-02-29,2012-08-31,2012-11-30,2013-02-28,2013-05-31
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-16231.000,,,
CommunicationsInformationTechnologyAndOccupancy,2578.000,1759.000,2071.000,4813.000,1998.000,2094.000
CostsAndExpensesRelatedParty,15000.000,12500.000,0.000,0.000,0.000,0.000
DebtInstrumentConvertibleInterestExpense,0.000,0.000,0.000,0.000,0.000,
EarningsPerShareBasicAndDiluted,,,,,0.000,
EarningsPerShareDiluted,0.000,0.000,0.000,0.000,,
FinancialServicesCosts,101.000,126.000,6.000,102.000,67.000,82.000
ForeignCurrencyTransactionGainLossBeforeTax,0.000,0.000,0.000,0.000,0.000,0.000
GainsLossesOnRestructuringOfDebt,,,0.000,0.000,0.000,0.000
GeneralAndAdministrativeExpense,9485.000,2359.000,2607.000,386.000,1206.000,4815.000
GeneralContractorCosts,3000.000,3000.000,3000.000,3000.000,3000.000,3000.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,-770.000,,,
IncreaseDecreaseInDueToRelatedParties,,,0.000,,,
IncreaseDecreaseInPrepaidExpense,,,-100.000,,,
InterestExpenseOtherShortTermBorrowings,249.000,250.000,-252.000,134.000,247.000,639.000
InterestPaid,,,0.000,,,
IssuanceOfStockAndWarrantsForServicesOrClaims,,,0.000,,,
LaborAndRelatedExpense,3000.000,3000.000,3000.000,0.000,0.000,0.000
MarketingAndAdvertisingExpense,1817.000,1560.000,1431.000,1212.000,0.000,1892.000
NetCashProvidedByUsedInFinancingActivities,,,0.000,,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,0.000,,,
NetCashProvidedByUsedInOperatingActivities,,,-16231.000,,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-16231.000,,,
NetIncomeLoss,-374060.000,-41015.000,-15937.000,-21068.000,-10416.000,-5596.000
OperatingExpenses,374060.000,41015.000,15936.000,21068.000,10416.000,5597.000
OtherCostOfServices,0.000,0.000,0.000,0.000,0.000,0.000
OtherGeneralAndAdministrativeExpense,0.000,0.000,0.000,0.000,0.000,0.000
OtherGeneralExpense,0.000,0.000,0.000,0.000,0.000,0.000
ProceedsFromConvertibleDebt,,,0.000,,,
ProceedsFromIssuanceOfCommonStock,,,0.000,,,
ProceedsFromNotesPayable,,,0.000,,,
ProceedsFromOtherDebt,,,0.000,,,
ProfessionalFees,4532.000,3078.000,3255.000,3300.000,3172.000,4125.000
RepaymentsOfNotesPayable,,,0.000,,,
Revenues,0.000,0.000,0.000,0.000,0.000,
SalesRevenueNet,0.000,0.000,0.000,0.000,0.000,
StockIssued1,,,0.000,,,
TravelAndEntertainmentExpense,2580.000,459.000,142.000,1645.000,0.000,801.000
WeightedAverageNumberOfDilutedSharesOutstanding,96565422.000,96594455.000,96636122.000,96636122.000,96636132.000,-193272254.000
