,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30
AccountsPayableCurrent,,9374.000,10495.000,12829.000,18232.000,13438.000,10487.000,19434.000,10480.000,14732.000
AccountsReceivableNetCurrent,15387.000,18268.000,17120.000,12674.000,21930.000,28830.000,0.000,,,
AccruedLiabilitiesCurrent,,,1637.000,,,,8604.000,9660.000,10147.000,10147.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,,-13271.000,,,
AdditionalPaidInCapitalCommonStock,,,2476773.000,2492494.000,2995473.000,3420614.000,5194726.000,5993073.000,6579009.000,24057402.000
Assets,1834515.000,1829633.000,451626.000,100237.000,134961.000,365966.000,135763.000,105333.000,147733.000,202492.000
AssetsCurrent,23544.000,18891.000,367913.000,17404.000,67948.000,63053.000,64922.000,45160.000,92515.000,149254.000
CashAndCashEquivalentsAtCarryingValue,8157.000,623.000,793.000,4237.000,46018.000,63053.000,14922.000,17061.000,2891.000,3630.000
CashAndCashEquivalentsFairValueDisclosure,,,,,46018.000,,,,,
CommonStockSharesIssued,,,,,76174556.000,285604200.000,,,,
ConvertibleNotesPayableCurrent,,,,,,,136373.000,143500.000,143500.000,135500.000
DebtCurrent,15000.000,15000.000,,,77660.000,,,,,
DebtInstrumentUnamortizedDiscount,,,,,-109840.000,,,64108.000,62388.000,
DeferredTaxAssetsNet,,,,,,,0.000,,,
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,,1140000.000,,,
DeferredTaxAssetsValuationAllowance,,,,,,,1140000.000,,,
DerivativeLiabilitiesCurrent,,,,,,,19807.000,0.000,0.000,91580.000
DividendsPayableAmount,,-36275.000,-46764.000,,,,,,,
DividendsPayableCurrentAndNoncurrent,,,,-46764.000,,,0.000,,,
DueFromJointVenturesCurrent,,,,,,,,28099.000,89624.000,145624.000
DueFromRelatedPartiesCurrent,,,350000.000,,,,,,,
DueToRelatedPartiesCurrent,,,,,,115373.000,82908.000,113033.000,116539.000,198914.000
DueToRelatedPartiesNoncurrent,,,,,,,0.000,,,
EmbeddedDerivativeFairValueOfEmbeddedDerivativeLiability,,,,,,,344209.000,,,
FiniteLivedIntangibleAssetsAccumulatedAmortization,,,,,1500.000,15000.000,,,,
FiniteLivedIntangibleAssetsGross,,,,,15000.000,15000.000,,,,
FiniteLivedIntangibleAssetsNet,,,,,13500.000,0.000,,,,
IntangibleAssetsNetExcludingGoodwill,15000.000,15000.000,14000.000,13750.000,13500.000,0.000,0.000,,,
Liabilities,270426.000,291617.000,119293.000,153961.000,256048.000,661065.000,581528.000,779726.000,759515.000,833022.000
LiabilitiesAndStockholdersEquity,,1829633.000,451626.000,100238.000,134961.000,365966.000,135763.000,105333.000,147733.000,202492.000
LiabilitiesCurrent,25088.000,34634.000,24845.000,47120.000,108675.000,661065.000,581528.000,,,
LiabilitiesNoncurrent,245338.000,256983.000,,,,,,,,
LongTermDebtCurrent,,,12713.000,32971.000,83465.000,123297.000,,,,
LongTermDebtNoncurrent,,,94448.000,106841.000,147373.000,0.000,,,,
LongTermInvestments,1725000.000,1725000.000,,,,,,,,
LongTermNotesPayable,181007.000,181007.000,,,,,,,,
MinorityInterestInJointVentures,,,,,,,,,,0.400
NotesPayableCurrent,,,,,,,244950.000,376950.000,357950.000,262500.000
NotesPayableRelatedPartiesClassifiedCurrent,,,,,,281372.000,,,,
NotesPayableRelatedPartiesNoncurrent,64331.000,75976.000,,,,,,,,
OperatingLossCarryforwards,,,,,,,3250000.000,,,
OtherAccruedLiabilitiesCurrent,,,,,,,78399.000,117149.000,120899.000,119649.000
OtherAssetsCurrent,,,,493.000,,,0.000,,,
OtherLiabilitiesCurrent,9387.000,9653.000,,,,120795.000,,,,
OtherLoansPayableCurrent,,,,,,5805.000,,,,
OtherShortTermBorrowings,,,,,187500.000,,,,,
PreferredStockParOrStatedValuePerShare,,,,,,,0.001,,,
PreferredStockSharesAuthorized,,,,,,,500000000.000,,,
PreferredStockSharesIssued,,,,,,,0.000,,,
PreferredStockSharesOutstanding,,,,,,,0.000,,,
PrepaidExpenseCurrent,,,,,,,50000.000,0.000,0.000,
PropertyPlantAndEquipmentGross,,,,,,,84112.000,,,
PropertyPlantAndEquipmentNet,70971.000,70742.000,69713.000,69083.000,53513.000,302913.000,70841.000,60173.000,55218.000,53238.000
RetainedEarningsAccumulatedDeficit,,45526.000,-2118132.000,-2519988.000,-3129177.000,-4006317.000,-5680069.000,-6724738.000,-7312239.000,-24696530.000
ShortTermBorrowings,,,,,,520042.000,,,,
StockholdersEquity,,1538016.000,332333.000,-53723.000,-121087.000,-295099.000,-445765.000,-674393.000,-611782.000,-630530.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,,1538016.000,332333.000,-53723.000,-121087.000,-295099.000,-445765.000,-674393.000,-611782.000,-630530.000
TaxesPayableCurrent,701.000,607.000,,1320.000,6978.000,6790.000,,,,
TreasuryStockValue,,0.000,,,,,,,,
