,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,13632000.000,,,,16897000.000,,,,17677000.000,,
AdjustmentsToAdditionalPaidInCapitalTaxEffectFromShareBasedCompensation,1713000.000,,,,3081000.000,,,,3019000.000,,
AdjustmentsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivities,25202000.000,,,,35865000.000,,,,13073000.000,,
AmortizationOfFinancingCosts,1596000.000,,,,1054000.000,,,,1026000.000,,
AmortizationOfIntangibleAssets,19724000.000,,,,17387000.000,,,,16581000.000,,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,317000.000,,,,289000.000,,,,196000.000,,
AvailableForSaleSecuritiesChangeInNetUnrealizedHoldingGainLoss,,,,,,,,,15700000.000,,
BusinessCombinationAcquisitionRelatedCosts,3437000.000,5877000.000,5446000.000,864000.000,3463000.000,4246000.000,2285000.000,9365000.000,17900000.000,8414000.000,6073000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,72465000.000,,,,145436000.000,,,,-221359000.000,,
ComprehensiveIncomeNetOfTax,151438000.000,119169000.000,-118000.000,180191000.000,240066000.000,-9272000.000,185459000.000,103985000.000,77594000.000,105314000.000,182311000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,1250000.000,3007000.000,4317000.000,3494000.000,1914000.000,2141000.000,3025000.000,3081000.000,1739000.000,4538000.000,3729000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,152688000.000,122176000.000,4199000.000,183685000.000,241980000.000,-7131000.000,188484000.000,107066000.000,79333000.000,109852000.000,186040000.000
DebtInstrumentInterestRateDuringPeriod,,,,,0.010,,,,,,
DeferredIncomeTaxExpenseBenefit,-2632000.000,,,,-4988000.000,,,,-8609000.000,,
DepreciationAndAmortization,33131000.000,32837000.000,33095000.000,33189000.000,31983000.000,32108000.000,32864000.000,33547000.000,32166000.000,33068000.000,34391000.000
EarningsPerShareBasic,1.760,1.650,1.810,1.750,2.040,1.970,1.800,1.780,1.860,2.110,1.940
