,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31
AccountsPayableCurrent,4153000.000,5263000.000,5733000.000,3840000.000,4268000.000,2588000.000,3027000.000,2923000.000,3601000.000,2606000.000,6139000.000,4356000.000,4738000.000,3478000.000,7902000.000,5656000.000
AccountsReceivableNetCurrent,9693000.000,10872000.000,13038000.000,11059000.000,12271000.000,5405000.000,15040000.000,10070000.000,14102000.000,10592000.000,17088000.000,10226000.000,12649000.000,8473000.000,11891000.000,6761000.000
AccruedIncomeTaxesCurrent,,,,,,,290000.000,,,,525000.000,,,,531000.000,
AccruedLiabilitiesCurrent,8999000.000,11002000.000,12394000.000,15970000.000,11086000.000,12406000.000,13053000.000,10966000.000,11083000.000,12035000.000,12535000.000,10217000.000,8559000.000,10236000.000,10223000.000,9573000.000
AccruedLiabilitiesCurrentAndNoncurrent,,,,,,,,,,,600000.000,300000.000,100000.000,600000.000,,
AccruedMarketingCostsCurrent,,,,,,,,,,,645000.000,,,,327000.000,
AccruedProfessionalFeesCurrent,,,,,,,66000.000,,,,229000.000,,,,130000.000,
AccruedSalesCommissionCurrent,,,,,,,2341000.000,,,,2008000.000,,,,1204000.000,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,,3946000.000,,,,5167000.000,,,,6487000.000,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,37000.000,-111000.000,-197000.000,-170000.000,-317000.000,-228000.000,-298000.000,-291000.000,-478000.000,-582000.000,-553000.000,-501000.000,-520000.000,-582000.000,-688000.000,-655000.000
AdditionalPaidInCapital,,,,,,,262887000.000,277061000.000,279167000.000,280443000.000,282168000.000,284195000.000,286152000.000,287315000.000,289023000.000,290465000.000
AdditionalPaidInCapitalCommonStock,250939000.000,252484000.000,254576000.000,256747000.000,259197000.000,260994000.000,,,,,,,,,,
AllowanceForDoubtfulAccountsReceivable,,,,,183000.000,52000.000,,,,,,,,,,
AllowanceForDoubtfulAccountsReceivableCurrent,,,134000.000,,,,14000.000,43000.000,43000.000,,28000.000,63000.000,90000.000,140000.000,140000.000,252000.000
Assets,76300000.000,69850000.000,66843000.000,62281000.000,58189000.000,55319000.000,54189000.000,60873000.000,60350000.000,59076000.000,62437000.000,50908000.000,46321000.000,44561000.000,42730000.000,31753000.000
AssetsCurrent,74909000.000,64523000.000,60843000.000,56155000.000,51703000.000,48011000.000,47631000.000,54535000.000,54239000.000,53089000.000,56254000.000,44735000.000,40401000.000,38839000.000,37256000.000,29424000.000
BusinessAcquisitionPurchasePriceAllocationAssetsAcquired,,484000.000,269000.000,,,,,,,,,,,,,
CashAndCashEquivalentsAtCarryingValue,53552000.000,41669000.000,35259000.000,36555000.000,30430000.000,31097000.000,22855000.000,35620000.000,31954000.000,34654000.000,30938000.000,25664000.000,19413000.000,22395000.000,14881000.000,11599000.000
ClassOfWarrantOrRightExercisePriceOfWarrantsOrRights,,,,,2.050,2.050,,,,,,,,,,
ClassOfWarrantOrRightNumberOfSecuritiesCalledByWarrantsOrRights,,,,,468293.000,,,,,,,,,,,
ClassOfWarrantOrRightOutstanding,,,,,2723957.000,2723957.000,,,,,,,,,,
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,150000000.000,150000000.000,150000000.000,150000000.000,150000000.000,150000000.000,150000000.000,150000000.000,150000000.000,150000000.000,150000000.000,150000000.000,150000000.000,150000000.000,150000000.000,150000000.000
CommonStockSharesIssued,17492440.000,17554502.000,17674552.000,17718423.000,17953665.000,18082274.000,18463968.000,22080340.000,22446186.000,22616702.000,22939949.000,23197510.000,23558978.000,23816817.000,24100160.000,24309956.000
CommonStockSharesOutstanding,17492440.000,17554502.000,17674552.000,17718423.000,17953665.000,18082274.000,18463968.000,22080340.000,22446186.000,22616702.000,22939949.000,23197510.000,23558978.000,23816817.000,24100160.000,24309956.000
CommonStockValue,9000.000,9000.000,9000.000,9000.000,9000.000,9000.000,9000.000,11000.000,11000.000,11000.000,11000.000,11000.000,12000.000,12000.000,12000.000,12000.000
CostMethodInvestments,,,,,,,,,,,1300000.000,1300000.000,1300000.000,1300000.000,1300000.000,
