,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,309400000.000,285900000.000,312800000.000,292000000.000,319600000.000,340300000.000,350200000.000,335000000.000,350700000.000,331600000.000,327000000.000,302200000.000,323500000.000,279600000.000,295400000.000,322300000.000,331900000.000,242400000.000,353900000.000
AccountsPayableRelatedPartiesCurrent,20800000.000,20600000.000,18100000.000,18200000.000,19800000.000,20800000.000,19000000.000,18600000.000,18100000.000,18400000.000,16600000.000,14300000.000,13200000.000,15800000.000,16800000.000,16400000.000,17900000.000,16500000.000,15500000.000
AccountsReceivableNet,363600000.000,,,,,,,,,,,,,,,,,,
AccountsReceivableNetCurrent,,329200000.000,369200000.000,345600000.000,359800000.000,359300000.000,363100000.000,377100000.000,371200000.000,357700000.000,315300000.000,343200000.000,351400000.000,324100000.000,347700000.000,360000000.000,339400000.000,375300000.000,398200000.000
AccruedSalariesCurrent,37600000.000,47100000.000,30300000.000,,,,,,,,,,,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,381300000.000,,,,401700000.000,,,,404900000.000,,,,404400000.000,,,,416300000.000,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-43300000.000,-60000000.000,-64100000.000,-72800000.000,-64500000.000,-56000000.000,-51800000.000,-49200000.000,-71900000.000,-101100000.000,-145400000.000,-129000000.000,-144700000.000,-153900000.000,-127800000.000,-133000000.000,-129000000.000,-179400000.000,-166600000.000
AdditionalPaidInCapital,180000000.000,142200000.000,142200000.000,142200000.000,142200000.000,,,,,,,,,,,,,,
AdditionalPaidInCapitalCommonStock,165200000.000,163800000.000,166000000.000,165500000.000,170500000.000,320600000.000,320600000.000,321900000.000,322300000.000,324100000.000,319200000.000,320300000.000,319800000.000,320300000.000,317700000.000,318100000.000,319000000.000,319600000.000,316500000.000
AllowanceForDoubtfulAccountsReceivableCurrent,,10900000.000,,,,10200000.000,,,,10900000.000,,,,8300000.000,,,,10300000.000,
Assets,1091200000.000,1064400000.000,1085700000.000,1090000000.000,1151700000.000,1161300000.000,1127900000.000,1142300000.000,1137400000.000,1120800000.000,1062500000.000,1091900000.000,1111200000.000,1095900000.000,1116400000.000,1267600000.000,1296500000.000,1287100000.000,1334700000.000
AssetsCurrent,871800000.000,831800000.000,856300000.000,855500000.000,918400000.000,921600000.000,886100000.000,896400000.000,888200000.000,867000000.000,818900000.000,843000000.000,859600000.000,818900000.000,835100000.000,814300000.000,848100000.000,810000000.000,864500000.000
BusinessAcquisitionCostOfAcquiredEntityTransactionCosts,,,,,,,,,,900000.000,,,,,,5700000.000,6100000.000,6600000.000,
BusinessCombinationContingentConsiderationLiability,,,,,,,,,,2100000.000,,,,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedIntangibleAssetsOtherThanGoodwill,,,,,,,,,,4100000.000,,,,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedNet,,,,,,,,,,9000000.000,,,,,,,,,
BusinessCombinationSeparatelyRecognizedTransactionsLiabilitiesRecognized,,,,,,,,,,1500000.000,,,,,,,,,
CapitalLeaseObligations,,21400000.000,,,,30500000.000,,,,31500000.000,,,,53100000.000,,,,26700000.000,
CapitalLeaseObligationsCurrent,,2200000.000,,,,4600000.000,,,,5400000.000,,,,6000000.000,,,,7500000.000,
CapitalLeaseObligationsNoncurrent,,4400000.000,,,,6700000.000,,,,6900000.000,,,,15000000.000,,,,19200000.000,
CapitalLeasedAssetsGross,,10600000.000,,,,14700000.000,,,,18800000.000,,,,30600000.000,,,,37500000.000,
CapitalLeasesBalanceSheetAssetsByMajorClassNet,,7600000.000,,,,11000000.000,,,,11600000.000,,,,23200000.000,,,,29400000.000,
CapitalLeasesFutureMinimumPaymentsDue,,7400000.000,,,,12100000.000,,,,13000000.000,,,,21600000.000,,,,27600000.000,
CapitalLeasesFutureMinimumPaymentsDueCurrent,,2700000.000,,,,5200000.000,,,,5900000.000,,,,6400000.000,,,,8000000.000,
CapitalLeasesFutureMinimumPaymentsDueInFiveYears,,0.000,,,,400000.000,,,,400000.000,,,,2000000.000,,,,2200000.000,
CapitalLeasesFutureMinimumPaymentsDueInFourYears,,0.000,,,,500000.000,,,,1200000.000,,,,2900000.000,,,,4600000.000,
CapitalLeasesFutureMinimumPaymentsDueInThreeYears,,2100000.000,,,,1500000.000,,,,2000000.000,,,,4100000.000,,,,5600000.000,
CapitalLeasesFutureMinimumPaymentsDueInTwoYears,,2600000.000,,,,4500000.000,,,,3500000.000,,,,5100000.000,,,,7200000.000,
CapitalLeasesFutureMinimumPaymentsDueThereafter,,0.000,,,,0.000,,,,0.000,,,,1100000.000,,,,0.000,
CapitalLeasesFutureMinimumPaymentsInterestIncludedInPayments,,800000.000,,,,800000.000,,,,700000.000,,,,600000.000,,,,900000.000,
CapitalLeasesFutureMinimumPaymentsPresentValueOfNetMinimumPayments,,6600000.000,,,,11300000.000,,,,12300000.000,,,,21000000.000,,,,26700000.000,
CapitalLeasesLesseeBalanceSheetAssetsByMajorClassAccumulatedDeprecation,,3000000.000,,,,3700000.000,,,,7200000.000,,,,7400000.000,,,,8100000.000,
Cash,,,,,,,,,,111400000.000,,,,155100000.000,,,,43200000.000,
CashAndCashEquivalentsAtCarryingValue,145000000.000,151300000.000,131100000.000,162700000.000,184700000.000,175700000.000,107300000.000,98600000.000,97900000.000,111400000.000,91500000.000,99100000.000,114600000.000,155100000.000,138500000.000,51500000.000,84800000.000,43200000.000,65300000.000
CashCashEquivalentsAndShortTermInvestments,,,,,,175700000.000,,,,,,,,,,,,,
CommonStockParOrStatedValuePerShare,,0.000,,,,,,,,,,,,,,,,,
CommonStockSharesOutstanding,,0.000,,,,,,,,,,,,,,,,,
CommonStockValueOutstanding,0.000,0.000,,,,,,,,,,,,,,,,,
DebtAndCapitalLeaseObligations,,142200000.000,,,,69500000.000,,,,31500000.000,,,,53100000.000,,,,211200000.000,
DebtWeightedAverageInterestRate,,0.050,,,,0.028,,,,,,,,,,0.029,,,
DeferredGainOnSaleOfProperty,,,,9900000.000,9900000.000,,,,,,,,,,,,,,
DeferredIncomeTaxLiabilities,,24400000.000,,,,23200000.000,,,,22100000.000,,,,22300000.000,,,,31600000.000,
DeferredIncomeTaxLiabilitiesNet,,,,,,,,,,,,,,,,,,11400000.000,
DeferredRevenueCurrent,12500000.000,11300000.000,15800000.000,11600000.000,11500000.000,7400000.000,,,,,,,,,,,,,
DeferredTaxAssetsGross,,98000000.000,,,,83100000.000,,,,80500000.000,,,,83600000.000,,,,93400000.000,
DeferredTaxAssetsLiabilitiesNet,,26500000.000,,,,28200000.000,,,,31500000.000,,,,32700000.000,,,,32500000.000,
DeferredTaxAssetsNet,,50900000.000,,,,51400000.000,,,,53600000.000,,,,55000000.000,,,,64100000.000,
DeferredTaxAssetsNetCurrent,4700000.000,10500000.000,14400000.000,16100000.000,18500000.000,18000000.000,15700000.000,14400000.000,17300000.000,20800000.000,23700000.000,20100000.000,16100000.000,,,,,,
DeferredTaxAssetsNetNoncurrent,10000000.000,16000000.000,15900000.000,21900000.000,14800000.000,10200000.000,9600000.000,8300000.000,6700000.000,11400000.000,13300000.000,13300000.000,15300000.000,32700000.000,28700000.000,26400000.000,25800000.000,43900000.000,38700000.000
DeferredTaxAssetsOperatingLossCarryforwards,,44300000.000,,,,34900000.000,,,,25300000.000,,,,27100000.000,,,,31600000.000,
DeferredTaxAssetsOperatingLossCarryforwardsForeign,,,,,,,,,,14900000.000,,,,,,,,,
DeferredTaxAssetsOther,,600000.000,,,,1000000.000,,,,2200000.000,,,,2500000.000,,,,2200000.000,
DeferredTaxAssetsTaxCreditCarryforwards,,,,,,,,,,,,,,27100000.000,,,,31600000.000,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsEmployeeBenefits,,8200000.000,,,,9600000.000,,,,8400000.000,,,,5700000.000,,,,5200000.000,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsPensions,,14300000.000,,,,4900000.000,,,,6900000.000,,,,6400000.000,,,,8200000.000,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAccruedLiabilities,,30600000.000,,,,32700000.000,,,,15900000.000,,,,17400000.000,,,,23200000.000,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsSelfInsurance,,,,,,,,,,9300000.000,,,,8700000.000,,,,9300000.000,
