,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30
AccountsNotesAndLoansReceivableNetCurrent,1490744000.000,1565889000.000,1531046000.000,1461011000.000,1605469000.000,1605696000.000,1606297000.000,1490028000.000,1624954000.000,1759176000.000,1759517000.000,1664819000.000,1828309000.000,1909268000.000,1976056000.000,1872365000.000,1978233000.000,2008445000.000,1963158000.000,1822419000.000,1981651000.000,2031094000.000,2032548000.000,1938562000.000,2084871000.000,2169970000.000
AccountsPayableCurrent,1369542000.000,1492041000.000,1587326000.000,1440762000.000,1559874000.000,1599695000.000,1754253000.000,1681900000.000,1800726000.000,2064878000.000,2213190000.000,2269671000.000,2335327000.000,2489570000.000,2549193000.000,2554759000.000,,,,,,,,,,
AccountsPayableTradeCurrent,,,,,,,,,,,,,,,,,2608491000.000,2743444000.000,2851022000.000,2821526000.000,2961318000.000,3075769000.000,3099438000.000,3081111000.000,3230985000.000,3302969000.000
AccruedIncomeTaxesCurrent,74661000.000,33520000.000,44812000.000,35267000.000,86266000.000,32789000.000,26682000.000,4354000.000,68375000.000,10865000.000,19176000.000,9237000.000,76682000.000,22639000.000,24481000.000,,26479000.000,1069000.000,6643000.000,,46137000.000,28451000.000,32594000.000,,65270000.000,28300000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,748258000.000,759800000.000,730459000.000,,742810000.000,792216000.000,762495000.000,,773375000.000,789961000.000,814710000.000,,833310000.000,860433000.000,863644000.000,,874989000.000,896278000.000,899927000.000,,935496000.000,958215000.000,962480000.000,,981901000.000,1005031000.000
AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPensionAndOtherPostretirementPlansNetOfTax,,,,,,,,,620798000.000,,,,,,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,,,,107238000.000,,,,131084000.000,122864000.000,,,-37619000.000,,,,-186998000.000,,,,-394984000.000,,,,-403941000.000,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-270029000.000,-258480000.000,-325392000.000,-482038000.000,-453519000.000,-458444000.000,-420845000.000,-501492000.000,-497934000.000,-600223000.000,-581652000.000,-397655000.000,-393762000.000,-351415000.000,-446854000.000,-720211000.000,-827682000.000,-809501000.000,-914586000.000,-930618000.000,-862519000.000,-882165000.000,-865510000.000,-1013021000.000,-950269000.000,-921389000.000
AdditionalPaidInCapital,,,,,,,,,,,,14935000.000,17278000.000,21817000.000,26365000.000,26414000.000,29579000.000,34309000.000,39206000.000,41353000.000,45044000.000,50095000.000,55001000.000,56605000.000,57664000.000,61609000.000
AllowanceForDoubtfulAccountsReceivableCurrent,18949000.000,24157000.000,27940000.000,16916000.000,20163000.000,26152000.000,30395000.000,19180000.000,22476000.000,26257000.000,30676000.000,14423000.000,15474000.000,18955000.000,19486000.000,11836000.000,14164000.000,15947000.000,16251000.000,10693000.000,12699000.000,12567000.000,14064000.000,15557000.000,17023000.000,16824000.000
