,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2016-06-30,2016-09-30,2016-12-31
AmortizationOfFinancingCosts,37000.000,,,,37000.000,,,,8000.000,,,,15000.000,,,,127000.000,,61000.000,,
AmortizationOfIntangibleAssets,245000.000,241000.000,235000.000,234000.000,233000.000,232000.000,233000.000,235000.000,234000.000,229000.000,170000.000,110000.000,109000.000,110000.000,109000.000,109000.000,109000.000,111000.000,113000.000,109000.000,92000.000
BusinessCombinationAcquisitionRelatedCosts,325000.000,267000.000,187000.000,288000.000,518000.000,206000.000,320000.000,44000.000,99000.000,53000.000,-53000.000,35000.000,,,,,,,,,
BusinessCombinationContingentConsiderationArrangementsChangeInAmountOfContingentConsiderationLiability,,,,,-194000.000,,,,,,,,,,,,,,,,
BusinessCombinationContingentConsiderationArrangementsChangeInAmountOfContingentConsiderationLiability1,,,,,,,,,-764000.000,,,,,,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,-1761000.000,,,,-660000.000,,,,-375000.000,,,,969000.000,,,,-3005000.000,,-759000.000,,
ComprehensiveIncomeNetOfTax,,,,,-2877000.000,257000.000,3513000.000,-14176000.000,-2031000.000,-3623000.000,383000.000,-226000.000,-1103000.000,-1859000.000,188000.000,4155000.000,-3415000.000,-1955000.000,-5782000.000,3580000.000,-4634000.000
CostOfGoodsSold,12517000.000,18321000.000,34954000.000,20260000.000,15547000.000,22228000.000,32116000.000,18257000.000,13319000.000,13069000.000,24964000.000,15379000.000,11684000.000,15736000.000,22273000.000,12686000.000,10096000.000,29912000.000,10892000.000,14339000.000,17766000.000
DeferredIncomeTaxExpenseBenefit,-5000.000,,,,-1000.000,,,,16000.000,,,,-37000.000,,,,,,,,
DeferredIncomeTaxesAndTaxCredits,,,,,,,,,,,,,,,,,-36000.000,,226000.000,,
DepreciationDepletionAndAmortization,801000.000,,,,779000.000,,,,686000.000,,,,501000.000,,,,486000.000,,625000.000,,
EarningsPerShareBasic,,-0.010,0.020,,,-0.010,0.050,,,,-0.010,,-0.020,-0.010,0.020,0.080,-0.050,-0.020,-0.070,0.060,-0.050
EarningsPerShareBasicAndDiluted,-0.060,,,,-0.030,,,,-0.030,-0.070,,,,,,,,,,,
EarningsPerShareDiluted,,-0.010,0.020,,,-0.010,0.050,,,,-0.010,,-0.020,-0.010,0.020,0.080,-0.050,-0.020,-0.070,0.060,-0.050
EffectOfExchangeRateOnCashAndCashEquivalents,367000.000,,,,-186000.000,,,,12000.000,,,,15000.000,,,,60000.000,,-44000.000,,
EntityWideRevenueMajorCustomerPercentage,,,,,0.260,,,,,,,,,,,,,,,,
FairValueAdjustmentOfWarrants,,,,,,,,,17000.000,317000.000,-324000.000,64000.000,19000.000,-74000.000,-1000.000,-542000.000,46000.000,,46000.000,-49000.000,-170000.000
FairValueAssumptionsExpectedVolatilityRate,,,,,0.951,,,,0.792,,,,0.669,,,,,,,,
FairValueAssumptionsRiskFreeInterestRate,,,,,0.006,,,,0.007,,,,0.006,,,,,,,,
ForeignCurrencyTransactionGainLossBeforeTax,15000.000,183000.000,-536000.000,-222000.000,256000.000,-250000.000,5000.000,604000.000,-24000.000,-392000.000,-292000.000,-162000.000,-35000.000,-382000.000,-83000.000,-284000.000,61000.000,-154000.000,534000.000,286000.000,450000.000
GainLossOnDispositionOfAssets,-4000.000,,,,,,,,,,,,,,,,-6000.000,,23000.000,,
GainLossOnDispositionOfAssets1,,,,,,,,,,,,,,,,,,,,8177000.000,-7000.000
GeneralAndAdministrativeExpense,3341000.000,3260000.000,2832000.000,2978000.000,2956000.000,2820000.000,3042000.000,3123000.000,3233000.000,3015000.000,2655000.000,2746000.000,3151000.000,2722000.000,2337000.000,2592000.000,2894000.000,2638000.000,2468000.000,2079000.000,1911000.000
GrossProfit,3947000.000,7436000.000,11241000.000,8894000.000,6275000.000,8987000.000,12903000.000,6351000.000,5365000.000,4770000.000,7925000.000,4838000.000,5063000.000,6731000.000,8178000.000,3872000.000,2878000.000,9006000.000,-104000.000,528000.000,1295000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,,,,,,,,,715000.000,,-1262000.000,-901000.000,1900000.000,-2169000.000,-3992000.000,-520000.000,-4532000.000,4538000.000,-2682000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-4045000.000,-137000.000,1509000.000,-200000.000,-1450000.000,-97000.000,4226000.000,-11843000.000,-2206000.000,-4435000.000,,,,,,,,,,,
IncomeTaxExpenseBenefit,-562000.000,343000.000,-32000.000,-1008000.000,267000.000,353000.000,1099000.000,317000.000,-141000.000,110000.000,1281000.000,-1644000.000,-17000.000,21000.000,542000.000,-7725000.000,-27000.000,1091000.000,261000.000,458000.000,779000.000
IncomeTaxesPaid,871000.000,,,,885000.000,,,,631000.000,,,,240000.000,,,,179000.000,,149000.000,,
IncreaseDecreaseInAccountsPayable,-2321000.000,,,,-745000.000,,,,-379000.000,,,,-96000.000,,,,157000.000,,-114000.000,,
IncreaseDecreaseInAccountsReceivable,-9767000.000,,,,-3078000.000,,,,-4915000.000,,,,-629000.000,,,,-1797000.000,,-5437000.000,,
IncreaseDecreaseInAccruedLiabilities,-7580000.000,,,,-1118000.000,,,,-1292000.000,,,,-262000.000,,,,272000.000,,-1828000.000,,
IncreaseDecreaseInIncomeTaxes,-1447000.000,,,,-705000.000,,,,-380000.000,,,,-227000.000,,,,651000.000,,-106000.000,,
IncreaseDecreaseInInterestPayableNet,,,,,,,,,,,,,10000.000,,,,,,,,
IncreaseDecreaseInInventories,704000.000,,,,-4066000.000,,,,1503000.000,,,,493000.000,,,,2129000.000,,-3164000.000,,
IncreaseDecreaseInOtherOperatingAssets,25000.000,,,,31000.000,,,,31000.000,,,,-162000.000,,,,-51000.000,,-1000.000,,
IncreaseDecreaseInOtherReceivables,187000.000,,,,421000.000,,,,661000.000,,,,-134000.000,,,,116000.000,,-95000.000,,
