,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31
AccountsPayableCurrent,7027000.000,5427000.000,9745000.000,10181000.000,7076000.000,2703000.000,6304000.000,9040000.000,9065000.000,3013000.000,1582000.000,3247000.000
AccountsReceivableNetCurrent,9705000.000,13239000.000,12926000.000,20217000.000,12837000.000,9102000.000,5670000.000,11574000.000,9589000.000,8113000.000,2789000.000,7810000.000
AccruedIncomeTaxesCurrent,,,444000.000,596000.000,1868000.000,1545000.000,648000.000,409000.000,-759000.000,382000.000,544000.000,679000.000
AccruedIncomeTaxesNoncurrent,,,376000.000,524000.000,670000.000,1170000.000,935000.000,1109000.000,1299000.000,956000.000,1114000.000,773000.000
AccruedLiabilitiesAndOtherLiabilities,5427000.000,7435000.000,9228000.000,9224000.000,10836000.000,12525000.000,10673000.000,8393000.000,7964000.000,13429000.000,12064000.000,13168000.000
AccruedLiabilitiesCurrent,5427000.000,7435000.000,9228000.000,9224000.000,10836000.000,,,,,,,
AccruedProfessionalFeesCurrent,931000.000,959000.000,1531000.000,1144000.000,1030000.000,864000.000,811000.000,1049000.000,1745000.000,873000.000,972000.000,1463000.000
AccruedRentCurrent,,,579000.000,828000.000,1011000.000,1242000.000,1539000.000,,,,,
AccruedRoyaltiesCurrentAndNoncurrent,241000.000,352000.000,,,,,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,2837000.000,3268000.000,3821000.000,4354000.000,5131000.000,5886000.000,7050000.000,8130000.000,8967000.000,10274000.000,11720000.000,13129000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,1000.000,3000.000,3000.000,-1000.000,3000.000,-1000.000,1000.000,,,,
AdditionalPaidInCapital,168520000.000,169488000.000,172461000.000,175192000.000,178985000.000,181011000.000,,,,,,
AdditionalPaidInCapitalCommonStock,,,,,,,183840000.000,187027000.000,191165000.000,192166000.000,195351000.000,197508000.000
AllowanceForDoubtfulAccountsReceivableCurrent,3000.000,2000.000,0.000,0.000,0.000,,,,,,46000.000,
Assets,147929000.000,153334000.000,170859000.000,182276000.000,191983000.000,193465000.000,179419000.000,176341000.000,175708000.000,160123000.000,114842000.000,102108000.000
AssetsCurrent,143353000.000,147013000.000,157499000.000,164566000.000,169535000.000,164652000.000,163484000.000,160670000.000,159888000.000,106453000.000,94051000.000,83419000.000
AssetsNoncurrent,,,11801000.000,,,,13533000.000,,,,11634000.000,
AvailableForSaleDebtSecuritiesAmortizedCostBasis,,,,105051000.000,105053000.000,105079000.000,,,,,,
AvailableForSaleSecurities,,,,,,,,105108000.000,92116000.000,42716000.000,32714000.000,32713000.000
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,,,,,,,,,,1000.000,1000.000,
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,,,,,,,,,,1000.000,,0.000
AvailableForSaleSecuritiesAmortizedCost,,,,,,,105086000.000,105107000.000,92116000.000,42716000.000,32713000.000,32713000.000
AvailableForSaleSecuritiesCurrent,,,,,,,105085000.000,105108000.000,92116000.000,42716000.000,32714000.000,32713000.000
AvailableForSaleSecuritiesDebtSecuritiesCurrent,,,,105054000.000,105052000.000,105082000.000,,,,,,
AvailableforsaleSecuritiesGrossUnrealizedGain,,,,3000.000,,,,,,,,
CapitalLeaseObligations,,1100000.000,,,,,,,,,,
CapitalLeaseObligationsCurrent,0.000,,,,,,,,,,,
CapitalizedComputerSoftwareGross,673000.000,727000.000,,,,,,,,,,
Cash,,,32644000.000,19234000.000,24019000.000,26967000.000,,,,,,
CashAndCashEquivalentsAtCarryingValue,112578000.000,97735000.000,109606000.000,106270000.000,103191000.000,110180000.000,124691000.000,107604000.000,108385000.000,46780000.000,46184000.000,37276000.000
CashAndCashEquivalentsFairValueDisclosure,,57918000.000,76962000.000,,,,,,,,,
CashCashEquivalentsAndShortTermInvestments,,,,124288000.000,129071000.000,132049000.000,,,,,,
CashEquivalentsAtCarryingValue,,,,87036000.000,79172000.000,83213000.000,90230000.000,87359000.000,77117000.000,33716000.000,23715000.000,25715000.000
CertificatesOfDepositAtCarryingValue,,,170000.000,,,,170000.000,,,,,
