,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30
AcquisitionCosts,,,6718000.000,,3109000.000,1117000.000,-3830000.000,,537000.000,1763000.000,0.000,,0.000,0.000,0.000,,478000.000,3522000.000
AdjustmentForAmortization,19852000.000,,,,20406000.000,,,,19915000.000,,,,19802000.000,,,,16666000.000,
AllocatedShareBasedCompensationExpense,,5300000.000,5300000.000,,,5400000.000,4100000.000,,4500000.000,4700000.000,5000000.000,,6000000.000,5000000.000,5000000.000,,5000000.000,7000000.000
AmortizationOfDebtDiscountPremium,5873000.000,5989000.000,6107000.000,6226000.000,,,,,,,,,,,,,,
AmortizationOfFinancingCosts,,,,,1500000.000,1500000.000,1300000.000,,1000000.000,1000000.000,900000.000,,1000000.000,1000000.000,1000000.000,,1000000.000,1000000.000
AmortizationOfIntangibleAssets,,10000000.000,10000000.000,,11000000.000,11000000.000,11000000.000,10100000.000,10000000.000,9000000.000,9000000.000,4900000.000,8000000.000,8000000.000,8000000.000,7000000.000,8000000.000,8000000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,2.400,2700000.000,,1800000.000,2300000.000,2100000.000,-4100000.000,1500000.000,800000.000,300000.000,-1900000.000,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,-43496000.000,,,,41915000.000,,,,55605000.000,,,,-3398000.000,,,,168694000.000,
CashProvidedByUsedInInvestingActivitiesDiscontinuedOperations,-373000.000,,,,0.000,,,,,,,,-296000.000,,,,0.000,
CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations,449000.000,,,,0.000,,,,,,,,5912000.000,,,,0.000,
CommonStockDividendsPerShareCashPaid,0.033,0.040,,,0.070,0.070,0.140,0.140,0.140,0.140,0.140,0.200,0.200,0.200,0.200,0.220,0.220,0.220
CommonStockDividendsPerShareDeclared,,,,,,,0.140,,,,,,,,,,,
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,25925000.000,-981000.000,,,56161000.000,17003000.000,63354000.000,58226000.000,54330000.000,52145000.000,-66305000.000,-83323000.000,63997000.000,22015000.000,65170000.000,-6939000.000,77539000.000,35012000.000
CostOfGoodsAndServicesSold,1190611000.000,1219513000.000,1198299000.000,1197402000.000,1224968000.000,1168681000.000,1130053000.000,1153281000.000,1154179000.000,,,,,,,,,
CostOfGoodsSold,,,,,,,,,,1191447000.000,1211183000.000,,1212584000.000,1256354000.000,1256595000.000,,1310379000.000,1379386000.000
Depreciation,11962000.000,,,,12055000.000,,,,13807000.000,,,,13934000.000,,,,14697000.000,
