,2011-12-31,2012-12-31,2013-12-31,2014-12-31
AmortizationOfFinancingCosts,3721000.000,3993000.000,5251000.000,4450000.000
AmortizationOfIntangibleAssets,,1704000.000,1653000.000,4652000.000
AssetImpairmentCharges,,,728000.000,
BusinessAcquisitionProFormaEarningsPerShareBasic,,-0.450,,0.760
BusinessAcquisitionProFormaEarningsPerShareDiluted,,-0.470,,0.720
BusinessAcquisitionsProFormaNetIncomeLoss,,,,203508000.000
BusinessAcquisitionsProFormaRevenue,,,,1191950000.000
BusinessCombinationProFormaInformationEarningsOrLossOfAcquireeSinceAcquisitionDateActual,,-1502000.000,,-2120000.000
BusinessCombinationProFormaInformationRevenueOfAcquireeSinceAcquisitionDateActual,,28463000.000,,167085000.000
BusinessCombinationStepAcquisitionEquityInterestInAcquireeRemeasurementGain,,,,143471000.000
CashAcquiredFromAcquisition,30600000.000,183000.000,0.000,28375000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-9828000.000,8061000.000,2484000.000,360055000.000
CashDivestedFromDeconsolidation,,,,15634000.000
CashFlowHedgeGainLossToBeReclassifiedWithinTwelveMonths,-20727000.000,,,
ComprehensiveIncomeNetOfTax,31137000.000,-43576000.000,28331000.000,372794000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,31660000.000,-46480000.000,27313000.000,369463000.000
CostOfOtherPropertyOperatingExpense,53808000.000,56842000.000,60618000.000,67058000.000
CostsAndExpenses,749089000.000,777020000.000,811240000.000,971285000.000
CurrentIncomeTaxExpenseBenefit,1763000.000,1228000.000,1138000.000,
DeferredIncomeTaxExpenseBenefit,-793000.000,-217000.000,-581000.000,
DefinedContributionPlanCostRecognized,390000.000,422000.000,358000.000,389000.000
DepreciationAndAmortization,112062000.000,103464000.000,101943000.000,119688000.000
DiscontinuedOperationGainLossOnDisposalOfDiscontinuedOperationNetOfTax,101287000.000,0.000,0.000,156768000.000
DiscontinuedOperationTaxEffectOfDiscontinuedOperation,379000.000,0.000,889000.000,833000.000
DisposalGroupIncludingDiscontinuedOperationDepreciationAndAmortization,,,4075000.000,1275000.000
DisposalGroupIncludingDiscontinuedOperationInterestExpense,,0.000,,1326000.000
DisposalGroupIncludingDiscontinuedOperationInterestIncome,,,0.000,2000.000
DisposalGroupIncludingDiscontinuedOperationOperatingExpense,9456000.000,0.000,34278000.000,12760000.000
DisposalGroupIncludingDiscontinuedOperationOperatingIncomeLoss,287000.000,0.000,3686000.000,5007000.000
DisposalGroupIncludingDiscontinuedOperationRevenue,9743000.000,0.000,37964000.000,17767000.000
EarningsPerShareBasic,,-0.400,,1.370
EarningsPerShareBasicAndDiluted,-0.130,,-0.060,
EarningsPerShareDiluted,,-0.400,,1.300
EffectOfExchangeRateOnCashAndCashEquivalents,-1128000.000,30000.000,-23000.000,-21000.000
FiniteLivedIntangibleAssetsAmortizationExpense,2414000.000,,,
FiniteLivedIntangibleAssetsFutureAmortizationExpense,30635000.000,,,
FinitelivedIntangibleAssetsAcquired1,,,,40220000.000
FoodAndBeverageCostOfSales,192028000.000,199573000.000,225213000.000,277962000.000
FoodAndBeverageRevenue,267194000.000,273857000.000,294969000.000,385623000.000
ForeignCurrencyTransactionGainLossBeforeTax,-2000.000,-1075000.000,44000.000,-116000.000
ForeignCurrencyTransactionGainLossUnrealized,49000.000,-1610000.000,43000.000,-84000.000
FutureAmortizationExpenseAfterYearFive,25629000.000,,,
FutureAmortizationExpenseYearFive,735000.000,,,
FutureAmortizationExpenseYearFour,735000.000,,,
FutureAmortizationExpenseYearOne,1427000.000,,,
FutureAmortizationExpenseYearThree,902000.000,,,
FutureAmortizationExpenseYearTwo,1207000.000,,,
GainLossOnDispositionOfAssets1,,,,156768000.000
GainsLossesOnExtinguishmentOfDebt,-1237000.000,0.000,0.000,-2619000.000
GeneralAndAdministrativeExpense,,,25807000.000,26898000.000
GoodwillWrittenOffRelatedToSaleOfBusinessUnit,,0.000,2231000.000,0.000
ImpairmentOfLongLivedAssetsHeldForUse,,25089000.000,,
IncomeLossFromContinuingOperations,-106311000.000,-54771000.000,7804000.000,185713000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-105454000.000,-56715000.000,7273000.000,182872000.000
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,-106424000.000,-57726000.000,6716000.000,181672000.000
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,-0.700,,-0.080,
IncomeLossFromContinuingOperationsPerBasicShare,,-0.400,,0.690
IncomeLossFromContinuingOperationsPerDilutedShare,,-0.400,,0.650
IncomeLossFromDiscontinuedOperationsNetOfTax,101572000.000,-535000.000,3171000.000,159378000.000
IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToReportingEntity,101105000.000,-535000.000,3171000.000,158770000.000
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicAndDilutedShare,0.570,,0.020,
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicShare,,0.000,,0.680
IncomeLossFromDiscontinuedOperationsNetOfTaxPerDilutedShare,,0.000,,0.650
IncomeLossFromEquityMethodInvestments,-9215000.000,-13485000.000,2987000.000,5237000.000
IncomeTaxExpenseBenefit,970000.000,1011000.000,557000.000,1200000.000
IncomeTaxesPaidNet,3200000.000,77000.000,-234000.000,21836000.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,1140000.000,-4982000.000,7515000.000,2364000.000
IncreaseDecreaseInAccountsReceivable,2965000.000,1787000.000,2360000.000,-7747000.000
IncreaseDecreaseInDepositOtherAssets,1050000.000,0.000,0.000,
IncreaseDecreaseInOtherOperatingAssets,3239000.000,1646000.000,-375000.000,2469000.000
IncreaseDecreaseInRestrictedCash,9918000.000,21412000.000,15136000.000,-14785000.000
IncreaseDecreaseInSecurityDeposits,1270000.000,0.000,0.000,
IncrementalCommonSharesAttributableToShareBasedPaymentArrangements,,,,1290000.000
IncrementalCommonSharesAttributableToWrittenPutOptions,,,,8740000.000
IndefinitelivedIntangibleAssetsAcquired,,,,98513000.000
InterestCostsCapitalized,1083000.000,1534000.000,1021000.000,861000.000
InterestExpense,86447000.000,75489000.000,84276000.000,82119000.000
InterestPaidNet,68599000.000,73443000.000,86303000.000,71915000.000
InvestmentIncomeInterest,173000.000,217000.000,59000.000,269000.000
LeaseAndRentalExpense,4865000.000,4580000.000,4818000.000,4873000.000
ManagementFeesRevenue,400000.000,400000.000,400000.000,668000.000
MinorityInterestInNetIncomeLossOperatingPartnerships,-29000.000,-184000.000,,
NetCashProvidedByUsedInFinancingActivities,-22888000.000,369515000.000,-78207000.000,268125000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-22888000.000,369515000.000,-78207000.000,268125000.000
NetCashProvidedByUsedInInvestingActivities,-61553000.000,-440067000.000,-43462000.000,-74621000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-61553000.000,-440067000.000,-43462000.000,-74621000.000
NetCashProvidedByUsedInOperatingActivities,75741000.000,78583000.000,124176000.000,166572000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,75741000.000,78583000.000,124176000.000,166572000.000
NetIncomeLoss,-5206000.000,-55306000.000,10975000.000,344483000.000
NetIncomeLossAttributableToNoncontrollingInterest,383000.000,-2771000.000,-1126000.000,-4654000.000
NetIncomeLossAvailableToCommonStockholdersBasic,-23688000.000,-79472000.000,-13191000.000,320399000.000
NoncashOrPartNoncashAcquisitionDebtAssumed1,,,,589507000.000
NoncashOrPartNoncashAcquisitionValueOfAssetsAcquired1,89273000.000,0.000,0.000,
NoncashProjectAbandonmentCosts,,4204000.000,,
NoncontrollingInterestInNetIncomeLossOperatingPartnershipsRedeemable,,,38000.000,1221000.000
OccupancyCosts,114087000.000,124896000.000,144464000.000,168256000.000
OccupancyRevenue,410315000.000,446760000.000,506348000.000,582969000.000
OperatingIncomeLoss,14749000.000,31297000.000,88773000.000,117797000.000
OperatingLeasesIncomeStatementLeaseRevenue,5422000.000,4778000.000,5161000.000,5406000.000
OperatingLeasesRentExpenseContingentRentals,,,,105000.000
OtherComprehensiveIncomeDerivativesQualifyingAsHedgesNetOfTaxPeriodIncreaseDecrease,45423000.000,,,
OtherComprehensiveIncomeDerivativesQualifyingAsHedgesNetOfTaxPortionAttributableToNoncontrollingInterest,-211000.000,,,
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease,-8911000.000,,,
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationGainLossArisingDuringPeriodNetOfTax,,,-412000.000,-200000.000
OtherComprehensiveIncomeLossDerivativesQualifyingAsHedgesNetOfTax,,11056000.000,17838000.000,9718000.000
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,,725000.000,-412000.000,18695000.000
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationReclassificationAdjustmentFromAOCIRealizedUponSaleOrLiquidationNetOfTax,,,0.000,-18895000.000
OtherComprehensiveIncomeLossNetOfTax,,11781000.000,17426000.000,28413000.000
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIOnDerivativesNetOfTax,,,-18014000.000,-10059000.000
OtherComprehensiveIncomeUnrealizedGainLossOnDerivativesArisingDuringPeriodNetOfTax,,,-176000.000,-341000.000
OtherDirectCostsOfHotels,207664000.000,211981000.000,220523000.000,270219000.000
OtherHotelOperatingRevenue,80907000.000,82922000.000,93535000.000,115084000.000
OtherNonoperatingIncomeExpense,5767000.000,1820000.000,-314000.000,952000.000
OwnedPropertyManagementCosts,24719000.000,24984000.000,27126000.000,36331000.000
PaymentsForCapitalImprovements,49799000.000,61100000.000,69414000.000,74253000.000
PaymentsForRepurchaseOfRedeemablePreferredStock,86127000.000,0.000,0.000,199518000.000
PaymentsOfDividendsMinorityInterest,1277000.000,1280000.000,16000.000,14000.000
PaymentsOfDividendsPreferredStockAndPreferenceStock,,96665000.000,24166000.000,13747000.000
PaymentsOfFinancingCosts,12545000.000,4829000.000,2130000.000,9373000.000
PaymentsOfStockIssuanceCosts,761000.000,5538000.000,0.000,18518000.000
PaymentsToAcquireBusinessesAndInterestInAffiliates,19522000.000,4156000.000,0.000,0.000
PaymentsToAcquireEquityMethodInvestments,93813000.000,0.000,0.000,0.000
PaymentsToAcquireNotesReceivable,,9457000.000,0.000,0.000
PaymentsToAcquireRealEstate,,350333000.000,0.000,446418000.000
PreferredStockDividendsAndOtherAdjustments,,,,24084000.000
