,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,5535000000.000,5308000000.000,5293000000.000,5525000000.000,5545000000.000,5161000000.000,5499000000.000,4642000000.000,4378000000.000,4316000000.000,4533000000.000,5345000000.000,5372000000.000,5303000000.000,5184000000.000,5299000000.000,5199000000.000,4499000000.000,4875000000.000,4890000000.000,4779000000.000,4562000000.000,4884000000.000,5318000000.000,4897000000.000
AccountsReceivableNetCurrent,,,,,,,,,,,,,,,,3802000000.000,4061000000.000,3294000000.000,3352000000.000,2634000000.000,3101000000.000,2796000000.000,3019000000.000,2611000000.000,3035000000.000
AccruedAdvertisingCurrent,2893000000.000,2738000000.000,2681000000.000,2863000000.000,2925000000.000,2641000000.000,2716000000.000,2484000000.000,2347000000.000,2104000000.000,2191000000.000,2318000000.000,2274000000.000,1938000000.000,1920000000.000,2047000000.000,1872000000.000,1483000000.000,1563000000.000,1634000000.000,1630000000.000,1489000000.000,1624000000.000,1745000000.000,1679000000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,9709000000.000,10049000000.000,10061000000.000,10119000000.000,10574000000.000,10565000000.000,10839000000.000,6846000000.000,6874000000.000,6930000000.000,7268000000.000,7367000000.000,7535000000.000,7581000000.000,7319000000.000,7085000000.000,6822000000.000,6156000000.000,6224000000.000,6192000000.000,6494000000.000,6526000000.000,6703000000.000,6458000000.000,6698000000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-2744000000.000,-2004000000.000,-4864000000.000,-6637000000.000,-5242000000.000,-6684000000.000,-6559000000.000,-2633000000.000,-3354000000.000,-4182000000.000,-3318000000.000,-2889000000.000,-3116000000.000,-2760000000.000,-4584000000.000,-7318000000.000,-9208000000.000,-8692000000.000,-9609000000.000,-9986000000.000,-9381000000.000,-9768000000.000,-9699000000.000,-11122000000.000,-10564000000.000
AdditionalPaidInCapital,31182000000.000,31240000000.000,31279000000.000,31318000000.000,31246000000.000,31300000000.000,31381000000.000,31548000000.000,31426000000.000,31472000000.000,31505000000.000,31396000000.000,31342000000.000,31583000000.000,31612000000.000,31651000000.000,31645000000.000,31690000000.000,,,,,,,
AdditionalPaidInCapitalCommonStock,,,,,,,,,,,,,,,,,,,31727000000.000,31760000000.000,31714000000.000,31771000000.000,31805000000.000,31847000000.000,31826000000.000
AllowanceForDoubtfulAccountsReceivableCurrent,241000000.000,169000000.000,151000000.000,143000000.000,160000000.000,136000000.000,136000000.000,118000000.000,102000000.000,98000000.000,92000000.000,86000000.000,74000000.000,77000000.000,73000000.000,66000000.000,63000000.000,59000000.000,61000000.000,54000000.000,57000000.000,58000000.000,64000000.000,58000000.000,48000000.000
AllowanceForDoubtfulOtherReceivablesCurrent,,,,,,,,,,,,,,,,91000000.000,93000000.000,93000000.000,91000000.000,109000000.000,111000000.000,104000000.000,103000000.000,93000000.000,96000000.000
Assets,98269000000.000,99027000000.000,95832000000.000,93837000000.000,96647000000.000,97114000000.000,97779000000.000,75478000000.000,73298000000.000,71823000000.000,74859000000.000,72557000000.000,72960000000.000,72680000000.000,69967000000.000,66815000000.000,64206000000.000,65118000000.000,66390000000.000,62843000000.000,63975000000.000,63271000000.000,63265000000.000,61538000000.000,62076000000.000
AssetsCurrent,17529000000.000,17496000000.000,17329000000.000,16202000000.000,17693000000.000,19831000000.000,19517000000.000,15622000000.000,14295000000.000,13738000000.000,15463000000.000,13216000000.000,13702000000.000,13100000000.000,12846000000.000,11750000000.000,11864000000.000,11888000000.000,12174000000.000,8958000000.000,9009000000.000,8979000000.000,8855000000.000,8480000000.000,8415000000.000
AssetsNoncurrent,,,,77635000000.000,,,,59856000000.000,,,,59341000000.000,,,,,,,,,,,,,
BuildingsAndImprovementsGross,5084000000.000,5171000000.000,4968000000.000,,,,,,,,,,,,,,,,,,,,,,
