,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,3206000.000,2166000.000,4565000.000,4121000.000,4399000.000,2684000.000,4440000.000,3071000.000,3424000.000,3105000.000,3960000.000,3897000.000,4065000.000,5252000.000,2964000.000,5801000.000,4587000.000,5909000.000,5177000.000,4174000.000,3612000.000,5821000.000,4968000.000,5795000.000
AccountsPayableFairValueDisclosure,,,,,,,,,,,3960000.000,3897000.000,4065000.000,5252000.000,2964000.000,5801000.000,4587000.000,5909000.000,5177000.000,4174000.000,3612000.000,,,
AccountsReceivableFairValueDisclosure,,,,,,,,,,,37627000.000,36021000.000,35462000.000,40168000.000,34781000.000,33520000.000,34842000.000,36855000.000,36029000.000,31845000.000,33091000.000,,,
AccountsReceivableNetCurrent,30225000.000,30748000.000,31001000.000,30502000.000,32189000.000,33168000.000,32874000.000,36114000.000,37133000.000,34507000.000,37627000.000,36021000.000,35462000.000,40168000.000,34781000.000,33520000.000,34842000.000,36855000.000,36029000.000,31845000.000,33091000.000,36444000.000,37260000.000,33951000.000
AccruedIncomeTaxesCurrent,114000.000,7000.000,205000.000,212000.000,212000.000,168000.000,175000.000,161000.000,38000.000,100000.000,142000.000,191000.000,104000.000,169000.000,154000.000,207000.000,,,73000.000,262000.000,128000.000,179000.000,223000.000,257000.000
AccruedLiabilitiesCurrent,5257000.000,5804000.000,5542000.000,5191000.000,5233000.000,5587000.000,6627000.000,6533000.000,6815000.000,7168000.000,7888000.000,12760000.000,11783000.000,13324000.000,12704000.000,15104000.000,11920000.000,12245000.000,11301000.000,11262000.000,10687000.000,11648000.000,15658000.000,12087000.000
AccruedLiabilitiesFairValueDisclosure,,,,,,,,,,,7888000.000,12760000.000,11783000.000,13324000.000,12704000.000,15104000.000,11920000.000,12245000.000,11301000.000,11262000.000,10687000.000,305000.000,66000.000,60000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,121129000.000,123214000.000,125708000.000,128337000.000,131009000.000,133631000.000,135823000.000,138742000.000,141746000.000,143408000.000,145215000.000,148255000.000,150164000.000,153295000.000,155495000.000,157364000.000,158949000.000,161889000.000,162382000.000,160963000.000,160604000.000,152982000.000,156024000.000,158915000.000
AdditionalPaidInCapitalCommonStock,231475000.000,231640000.000,231972000.000,232310000.000,232728000.000,233034000.000,233974000.000,234923000.000,235838000.000,236594000.000,237579000.000,238717000.000,239561000.000,240026000.000,240493000.000,241058000.000,241389000.000,241577000.000,241780000.000,242000000.000,242506000.000,243468000.000,243607000.000,245046000.000
AllowanceForDoubtfulAccountsReceivable,,,,,,,8926000.000,,,,10809000.000,,,,,,,,,,,,,
AllowanceForDoubtfulAccountsReceivableCurrent,10011000.000,10244000.000,9300000.000,9141000.000,8687000.000,9020000.000,8926000.000,9443000.000,9578000.000,10437000.000,10809000.000,11116000.000,12950000.000,14398000.000,12727000.000,11919000.000,12678000.000,13815000.000,13479000.000,11113000.000,11287000.000,11423000.000,10420000.000,10263000.000
AllowanceForDoubtfulOtherReceivablesCurrent,,,,,,,,,,,,,,,,,,,,373.000,110000.000,262000.000,260000.000,105000.000
AllowanceForNotesAndLoansReceivableNoncurrent,,,100000.000,83000.000,174000.000,615000.000,702000.000,696000.000,579000.000,562000.000,548000.000,968000.000,1018000.000,1022000.000,539000.000,499000.000,476000.000,557000.000,528000.000,490000.000,607000.000,582000.000,564000.000,531000.000
Assets,565746000.000,563211000.000,561310000.000,561940000.000,559300000.000,559084000.000,559227000.000,581921000.000,573590000.000,571089000.000,575113000.000,588947000.000,588999000.000,592552000.000,583159000.000,582353000.000,585991000.000,594892000.000,597375000.000,593650000.000,592341000.000,599073000.000,590268000.000,578515000.000
AssetsCurrent,41813000.000,42281000.000,41966000.000,42135000.000,49077000.000,47578000.000,45360000.000,60732000.000,50940000.000,49839000.000,51045000.000,53176000.000,54100000.000,59409000.000,54365000.000,53683000.000,54091000.000,57215000.000,56799000.000,52852000.000,51996000.000,56087000.000,55509000.000,42942000.000
AssetsHeldForSaleCurrent,,,,,2900000.000,2900000.000,1964000.000,1700000.000,1700000.000,1700000.000,1700000.000,1700000.000,1700000.000,,,,,,,,,,,
AssetsHeldForSaleLongLived,,,,,2900000.000,2900000.000,1700000.000,,,,1700000.000,,,,,,,,,,,,,
AssetsHeldForSaleLongLivedFairValueDisclosure,,,,,,,,,,,,,,,,,,,1700000.000,,,,,
AssetsNet,,,,,,,1300000.000,,,,1600000.000,,,,1900000.000,,,,2500000.000,,,,2600000.000,
AssetsOfDisposalGroupIncludingDiscontinuedOperationCurrent,,,102000.000,56000.000,46000.000,8000.000,8000.000,9000.000,8000.000,8000.000,8000.000,,,,,,,,,,,,,
BusinessAcquisitionCostOfAcquiredEntityCashPaid,,,,,2345000.000,6495000.000,10695000.000,9427000.000,,,,,,,,,,,,,,,,
BusinessAcquisitionPercentageOfVotingInterestsAcquired,,,,,,,,,,,,,,,,,,1.000,,,,,,
BusinessAcquisitionPurchasePriceAllocationAssetsAcquiredLiabilitiesAssumedNet,,,,,,,10695000.000,,,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationGoodwillAmount,,,,,6000.000,1240000.000,2292000.000,,,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationLiabilitiesAssumed,,,,,,27000.000,27000.000,,,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationPropertyPlantAndEquipment,,,,,1329000.000,2324000.000,2524000.000,,,,,,,,,,,,,,,,,
BusinessCombinationAssetsArisingFromContingenciesAmountRecognized,,,,,,,,,,,616000.000,,,,,,,,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedAssets,,,,,,,,,,10384000.000,12820000.000,12785000.000,16740000.000,,,,,,18628000.000,,4824000.000,8755000.000,10215000.000,363000.000
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCashAndEquivalents,,,,,,,,,,,,,,,,,,,,,,,1100000.000,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedPropertyPlantAndEquipment,,,,,,,,,,1358000.000,2107000.000,5053000.000,6785000.000,,,,,,,,384000.000,604000.000,900000.000,148000.000
BusinessCombinationRecognizedIdentifiableAssetsAcquiredGoodwillAndLiabilitiesAssumedNet,,,,,,,,,,58000.000,430000.000,2335000.000,2353000.000,,,,,,,,,,,
CapitalLeaseObligations,,,,,,,800000.000,,,,800000.000,,,,800000.000,,,,800000.000,800000.000,,,800000.000,800000.000
CashAndCashEquivalentsAtCarryingValue,1370000.000,19000.000,67000.000,312000.000,299000.000,195000.000,380000.000,123000.000,73000.000,1426000.000,65000.000,278000.000,232000.000,311000.000,33000.000,182000.000,192000.000,186000.000,98000.000,84000.000,44000.000,80000.000,130000.000,83000.000
CashAndCashEquivalentsFairValueDisclosure,,,,,,,,,,,65000.000,278000.000,232000.000,311000.000,33000.000,182000.000,192000.000,186000.000,98000.000,84000.000,44000.000,,,
CashSurrenderValueOfLifeInsurance,,,,,,,,,,,,,,,,,,,,,,,1000000.000,
DebtCurrent,,,,,9120000.000,20115000.000,20108000.000,3253000.000,5118000.000,3118000.000,3121000.000,2439000.000,1541000.000,,1898000.000,593000.000,5327000.000,7662000.000,5662000.000,6108000.000,4439000.000,2681000.000,590000.000,2095000.000
DebtInstrumentCarryingAmount,,,,,273000000.000,,,,,,,,,,,,,,,,,,,
DebtInstrumentInterestRateStatedPercentage,,,,,,,,0.096,0.096,0.096,0.096,0.096,0.096,0.096,0.096,,,,,,,,,0.046
DebtInstrumentUnamortizedDiscount,,,,,,,,,,,,,,,,,,,,0.000,,,,
DeferredFinanceCostsNoncurrentNet,6125000.000,5584000.000,5489000.000,5175000.000,4687000.000,4379000.000,4002000.000,4127000.000,4442000.000,4291000.000,4130000.000,3962000.000,3800000.000,3628000.000,3166000.000,2982000.000,2826000.000,2669000.000,2512000.000,133000.000,116000.000,99000.000,82000.000,65000.000
DeferredIncomeTaxLiabilities,,,,,,,,,,,,,,,,,,,129689000.000,,,,130891000.000,
DeferredRentCredit,,,,,,,,,,,,,,,,,,,,,,,9596000.000,9656000.000
DeferredRevenueCurrent,7398000.000,8049000.000,7521000.000,8077000.000,7987000.000,8153000.000,7396000.000,10948000.000,12065000.000,9482000.000,9721000.000,13488000.000,12580000.000,12409000.000,13205000.000,13069000.000,12695000.000,12928000.000,13128000.000,11039000.000,10667000.000,10739000.000,9491000.000,9365000.000
DeferredRevenueLeasesCurrent,,,,,,,4600000.000,,,,4500000.000,,,,4400000.000,,,,4300000.000,,,,4300000.000,
DeferredRevenueNoncurrent,7759000.000,7893000.000,7962000.000,7990000.000,8040000.000,8087000.000,8140000.000,10287000.000,10160000.000,9955000.000,9965000.000,10515000.000,10552000.000,10452000.000,10576000.000,11201000.000,11851000.000,13735000.000,13930000.000,14272000.000,14903000.000,14832000.000,5252000.000,5253000.000
DeferredTaxAssetsDerivativeInstruments,,,,,,,,,,,,,,,,,,,,,,,193000.000,
DeferredTaxAssetsGross,,,,,,,67965000.000,,,,81444000.000,,,,84592000.000,,,,85191000.000,,,,84020000.000,
DeferredTaxAssetsLiabilitiesNet,,,,,,,-41345000.000,,,,-36581000.000,,,,-40956000.000,,,,,,,,,
DeferredTaxAssetsNet,,,,,,,65052000.000,,,,78576000.000,,,,81640000.000,,,,82420000.000,,,,79533000.000,
DeferredTaxAssetsNetCurrent,5665000.000,5842000.000,6403000.000,6812000.000,9797000.000,7027000.000,6248000.000,17239000.000,6248000.000,6248000.000,6876000.000,6876000.000,6876000.000,6876000.000,8153000.000,8153000.000,8153000.000,8153000.000,9813000.000,9813000.000,9813000.000,9813000.000,9411000.000,0.000
DeferredTaxAssetsNetNoncurrent,,,,,,,,,,,,,,,,,,,,,,,,1877000.000
DeferredTaxAssetsOperatingLossCarryforwardsStateAndLocal,,,,,,,,,,,,,,,,,,,,,,,4200000.000,
DeferredTaxAssetsOther,,,,,,,3014000.000,,,,3322000.000,,,,3821000.000,,,,3785000.000,,,,3394000.000,
