,2011-12-31,2012-12-31,2013-12-31
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,,6112000.000
AdvertisingExpense,,2100000.000,4700000.000
AllocatedShareBasedCompensationExpense,,0.000,
AmortizationOfIntangibleAssets,,58100000.000,44600000.000
DebtInstrumentInterestRateStatedPercentageRateRangeMaximum,,0.150,
DebtInstrumentInterestRateStatedPercentageRateRangeMinimum,,0.150,
DefinedBenefitPlanContributionsByEmployer,,200000.000,400000.000
DefinedContributionPlanEmployerMatchingContributionPercent,,0.040,0.040
Depreciation,,1700000.000,1900000.000
DepreciationDepletionAndAmortization,,60108000.000,47104000.000
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,0.350,0.340
GoodwillImpairmentLoss,,0.000,0.000
GoodwillPeriodIncreaseDecrease,,141400000.000,
ImpairmentOfIntangibleAssetsFinitelived,,,5000000.000
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,,-3577000.000,-34269000.000
IndefiniteLivedIntangibleAssetsAcquiredDuringPeriod,,13100000.000,
LineOfCreditFacilityUnusedCapacityCommitmentFeePercentage,,0.006,
OperatingIncomeLoss,,57502000.000,41806000.000
OperatingLeasesRentExpenseNet,,2200000.000,2200000.000
OtherComprehensiveIncomeLossDerivativesQualifyingAsHedgesNetOfTax,,,0.000
Revenues,,681129000.000,666847000.000
SalesRevenueNet,,681129000.000,666847000.000
SellingGeneralAndAdministrativeExpense,,21884000.000,36921000.000
UnrecognizedTaxBenefitsDecreasesResultingFromPriorPeriodTaxPositions,,,281000.000
UnrecognizedTaxBenefitsIncomeTaxPenaltiesAndInterestExpense,,,100000.000
UnrecognizedTaxBenefitsIncreasesResultingFromCurrentPeriodTaxPositions,,982000.000,245000.000
UnrecognizedTaxBenefitsIncreasesResultingFromPriorPeriodTaxPositions,,89000.000,
UnrecognizedTaxBenefitsReductionsResultingFromLapseOfApplicableStatuteOfLimitations,,365000.000,167000.000
WriteOffOfDeferredDebtIssuanceCost,,6500000.000,
