,2016-06-30,2016-09-03,2016-12-31,2017-03-31,2017-06-30
AccountsPayableAndAccruedLiabilitiesCurrent,,,,4600.000,33418.000
AccruedLiabilitiesCurrent,,,4504.000,,
AdditionalPaidInCapitalCommonStock,24700.000,,24700.000,24700.000,24700.000
Assets,29801.000,,,0.000,0.000
CashAndCashEquivalentsAtCarryingValue,27876.000,,,,
CommonStockParOrStatedValuePerShare,,,0.001,0.001,0.001
CommonStockSharesAuthorized,75000000.000,,75000000.000,75000000.000,75000000.000
CommonStockSharesIssued,6300000.000,,6300000.000,6300000.000,6300000.000
CommonStockSharesOutstanding,6300000.000,,6300000.000,6300000.000,6300000.000
CommonStockValue,6300.000,,6300.000,6300.000,6300.000
DeferredTaxAssetsOperatingLossCarryforwards,,,12072.000,,
DeferredTaxAssetsValuationAllowance,,,-12072.000,,
DueToRelatedPartiesCurrent,,,,2371.000,8634.000
DueToRelatedPartiesNoncurrent,3926.000,,,,
Liabilities,3926.000,,4504.000,6971.000,42052.000
LiabilitiesAndStockholdersEquity,29801.000,,,0.000,0.000
OperatingLossCarryforwards,,,35504.000,,
PropertyPlantAndEquipmentGross,1925.000,,,,
RetainedEarningsAccumulatedDeficit,-5125.000,,-35504.000,-37971.000,-73052.000
StockholdersEquity,,,-4504.000,-6971.000,-42052.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,25875.000,,,-6971.000,-42052.000
