,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30
AccountsPayableCurrent,194294000.000,190607000.000,201994000.000,197054000.000,197339000.000,209649000.000,185078000.000,206778000.000,203202000.000
AccountsReceivableNetCurrent,228631000.000,236154000.000,228838000.000,243053000.000,240157000.000,259778000.000,240459000.000,247172000.000,254348000.000
AccruedIncomeTaxesCurrent,311000.000,129000.000,590000.000,1185000.000,825000.000,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,467272000.000,499791000.000,531087000.000,562797000.000,592255000.000,629202000.000,666705000.000
AccumulatedOtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,,,0.000,,,,0.000,,
AccumulatedOtherComprehensiveIncomeLossCumulativeChangesInNetGainLossFromCashFlowHedgesEffectNetOfTax,,,-3702000.000,-5100000.000,-3000000.000,-1000000.000,1230000.000,300000.000,-600000.000
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,,,-352000.000,,,,-302000.000,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-77107000.000,-77072000.000,-121962000.000,-120885000.000,-119549000.000,-115046000.000,-101304000.000,-98682000.000,-98520000.000
AdditionalPaidInCapitalCommonStock,865229000.000,841134000.000,866901000.000,868176000.000,865206000.000,866692000.000,868840000.000,869540000.000,871065000.000
AllowanceForDoubtfulAccountsReceivableCurrent,879000.000,792000.000,1343000.000,1081000.000,1091000.000,1198000.000,1382000.000,1425000.000,1349000.000
AssetRetirementObligation,,,10041000.000,,,20784000.000,20695000.000,,
Assets,2247410000.000,2197836000.000,2286070000.000,2247575000.000,2252472000.000,2287784000.000,2208412000.000,2216573000.000,2209144000.000
AssetsCurrent,776323000.000,733820000.000,668084000.000,640461000.000,656193000.000,709376000.000,619700000.000,640471000.000,638209000.000
BuildingsAndImprovementsGross,,,248174000.000,249673000.000,253423000.000,254265000.000,260607000.000,264286000.000,266628000.000
CapitalizedComputerSoftwareNet,,,6400000.000,,,,6400000.000,,
Cash,,,21900000.000,,,,44900000.000,,
CashAndCashEquivalentsAtCarryingValue,236263000.000,169628000.000,96996000.000,54649000.000,59502000.000,102376000.000,49707000.000,57416000.000,61086000.000
CashEquivalentsAtCarryingValue,,,75100000.000,,,,4800000.000,,
CommonStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CommonStockSharesAuthorized,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000
CommonStockSharesIssued,121421000.000,108052000.000,,,,,,,
CommonStockSharesOutstanding,121421000.000,108052000.000,100272000.000,100470000.000,100487000.000,100483000.000,100503000.000,100885000.000,100884000.000
CommonStockValue,12000.000,12000.000,12000.000,12000.000,12000.000,12000.000,12000.000,12000.000,12000.000
ConstructionInProgressGross,,,44563000.000,58846000.000,42728000.000,49859000.000,46538000.000,59492000.000,68430000.000
DebtWeightedAverageInterestRate,,,0.070,0.070,0.070,0.071,0.070,0.071,0.071
DeferredCompensationArrangementWithIndividualRecordedLiability,,,3700000.000,,,,5900000.000,,
DeferredFinanceCostsNoncurrentNet,27534000.000,26025000.000,30956000.000,30054000.000,28940000.000,27820000.000,26677000.000,25528000.000,24380000.000
DeferredTaxAssetsGross,,,182816000.000,,,,165229000.000,,
DeferredTaxAssetsInventory,,,11875000.000,,,,7752000.000,,
DeferredTaxAssetsLiabilitiesNet,,,140881000.000,,,,180415000.000,,
DeferredTaxAssetsLiabilitiesNetCurrent,,,-20379000.000,,,,-17955000.000,,
DeferredTaxAssetsLiabilitiesNetNoncurrent,,,161260000.000,,,,198370000.000,,
DeferredTaxAssetsNet,,,177476000.000,,,,159933000.000,,
DeferredTaxAssetsNetCurrent,19473000.000,18856000.000,20379000.000,5024000.000,6928000.000,5579000.000,17955000.000,9521000.000,10068000.000
DeferredTaxAssetsOperatingLossCarryforwards,,,61262000.000,,,,61106000.000,,
DeferredTaxAssetsOther,,,10000000.000,,,,9130000.000,,
DeferredTaxAssetsStateTaxes,,,,,,,4894000.000,,
DeferredTaxAssetsTaxCreditCarryforwardsAlternativeMinimumTax,,,4877000.000,,,,4053000.000,,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefits,,,84453000.000,,,,68375000.000,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAssetRetirementObligations,,,3933000.000,,,,8025000.000,,
DeferredTaxAssetsValuationAllowance,,,5340000.000,,,,5296000.000,,
DeferredTaxLiabilities,,,318357000.000,,,,340348000.000,,
DeferredTaxLiabilitiesDeferredExpenseDeferredFinancingCosts,,,,,,,-1584000.000,,
