,2014-12-31,2015-12-31,2016-12-31
AdjustmentToAdditionalPaidInCapitalIncomeTaxEffectFromShareBasedCompensationNet,,-643000.000,-662000.000
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,4199000.000,3107000.000,3047000.000
AdvertisingExpense,3200000.000,5300000.000,4000000.000
AmortizationOfDebtDiscountPremium,4400000.000,4400000.000,
AmortizationOfFinancingCostsAndDiscounts,5033000.000,21000.000,58000.000
CapitalExpendituresIncurredButNotYetPaid,911000.000,98000.000,104000.000
CapitalLeaseObligationsIncurred,,,559000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,38159000.000,-35142000.000,
ComprehensiveIncomeNetOfTax,-21002000.000,-17718000.000,-6771000.000
ConcentrationRiskPercentage1,,0.210,0.190
ConversionOfStockAmountConverted1,-32724000.000,,
CurrentFederalTaxExpenseBenefit,26000.000,31000.000,25000.000
CurrentForeignTaxExpenseBenefit,-30000.000,84000.000,13000.000
CurrentIncomeTaxExpenseBenefit,-4000.000,115000.000,38000.000
DebtInstrumentIncreaseAccruedInterest,900000.000,900000.000,
DeferredFederalIncomeTaxExpenseBenefit,0.000,0.000,0.000
DeferredForeignIncomeTaxExpenseBenefit,-3000.000,-1000.000,0.000
DeferredIncomeTaxExpenseBenefit,-3000.000,-1000.000,0.000
DefinedContributionPlanEmployerDiscretionaryContributionAmount,,0.000,0.000
Depreciation,,,3800000.000
DepreciationAmortizationAndAccretionNet,1674000.000,2542000.000,
DepreciationDepletionAndAmortization,1600000.000,2500000.000,3846000.000
EarningsPerShareBasicAndDiluted,-1.640,-0.620,-0.240
EffectOfExchangeRateOnCashAndCashEquivalents,23000.000,-586000.000,111000.000
EffectiveIncomeTaxRateContinuingOperations,0.001,-0.007,-0.006
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,0.340,0.340,0.340
EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,-0.325,-0.349,-0.411
EffectiveIncomeTaxRateReconciliationNondeductibleExpenseShareBasedCompensationCost,-0.009,-0.012,0.077
EffectiveIncomeTaxRateReconciliationOtherAdjustments,-0.005,0.014,-0.012
ExcessTaxBenefitFromShareBasedCompensationOperatingActivities,2200000.000,3100000.000,12700000.000
FairValueAdjustmentOfWarrants,-1574000.000,0.000,0.000
FairValueAssumptionsExpectedDividendRate,0.000,0.000,
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetTransfersNet,,0.000,0.000
ForeignCurrencyTransactionGainLossBeforeTax,-41000.000,-36000.000,0.000
GainLossOnDispositionOfAssets1,-111000.000,-20000.000,-24000.000
GeneralAndAdministrativeExpense,14312000.000,15558000.000,15205000.000
GrossProfit,19874000.000,25229000.000,33288000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,-21371000.000,-17222000.000,-6906000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,-6858000.000
