,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31
AccountsPayableCurrent,120621.000,53027.000,105219.000,159063.000,16781.000,15268.000,29251.000,76968.000,2723.000,3840.000,1056.000,28820.000,3198.000,4930.000,8712.000,10083.000,12236.000
AccruedLiabilitiesCurrent,29946.000,29418.000,58963.000,39213.000,40463.000,45407.000,68839.000,37663.000,36963.000,39687.000,63860.000,39613.000,29803.000,29803.000,47803.000,65789.000,42917.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-54437.000,-70185.000,-88412.000,-92663.000,-97795.000,-94672.000,-105043.000,-125222.000,-120766.000,-122511.000,0.000,,,,0.000,,-55021.000
AdditionalPaidInCapital,23632785.000,23632785.000,23694775.000,23779285.000,23866687.000,23952456.000,23977767.000,24445096.000,24739920.000,24742062.000,24743631.000,24743631.000,24743631.000,24743631.000,24743631.000,24743631.000,24743631.000
AssetRetirementObligationsNoncurrent,23577.000,24138.000,24699.000,25317.000,25935.000,26553.000,27171.000,27850.000,28529.000,29208.000,19636.000,20127.000,20618.000,21109.000,21600.000,21600.000,21600.000
Assets,4108750.000,3665080.000,3177914.000,2695714.000,1561332.000,1218386.000,1120998.000,1427248.000,1158730.000,1000713.000,822190.000,899755.000,742582.000,646306.000,586953.000,612064.000,831629.000
AssetsCurrent,2503467.000,2081836.000,1626515.000,1171094.000,576846.000,243270.000,172752.000,501535.000,255550.000,378271.000,222281.000,325692.000,196089.000,118383.000,77604.000,118394.000,353625.000
Cash,2266211.000,1951935.000,,,,,,,,,,,,,,,
CashAndCashEquivalentsAtCarryingValue,2266211.000,1951935.000,1533139.000,977119.000,401048.000,148091.000,106847.000,397026.000,160243.000,304448.000,162847.000,210421.000,85068.000,33185.000,5666.000,8817.000,109757.000
CommitmentsAndContingencies,,,,,,,,,,,,,,,0.000,0.000,0.000
CommonStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CommonStockSharesAuthorized,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000
CommonStockSharesIssued,98935486.000,98935486.000,98935486.000,98935486.000,98935486.000,98935486.000,98935486.000,132268819.000,138304619.000,138304619.000,138304619.000,138304619.000,138304619.000,138304619.000,138304619.000,138304619.000,138304619.000
CommonStockSharesOutstanding,98935486.000,98935486.000,98935486.000,98935486.000,98935486.000,98935486.000,98935486.000,132268819.000,98935486.000,138304619.000,138304619.000,138304619.000,138304619.000,138304619.000,138304619.000,138304619.000,138304619.000
CommonStockValue,9894.000,9894.000,9894.000,9894.000,9894.000,9894.000,9894.000,13227.000,13830.000,13830.000,13830.000,13830.000,13830.000,13830.000,13830.000,13830.000,13830.000
ConvertiblePreferredStockNonredeemableOrRedeemableIssuerOptionValue,0.000,0.000,0.000,,,,,,,,,,,,,,
DeferredRevenueCurrent,,,,,,,,,,,,,,,429639.000,440205.000,0.000
DeferredRevenueNoncurrent,368643.000,368643.000,193593.000,264960.000,264960.000,264960.000,307460.000,389336.000,346836.000,346836.000,346836.000,429639.000,429639.000,429639.000,0.000,,321506.000
DepositsAssetsNoncurrent,240805.000,240805.000,240805.000,240805.000,240805.000,240805.000,240805.000,240805.000,240805.000,21600.000,21600.000,21600.000,21600.000,21600.000,21600.000,21600.000,21600.000
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,20022279.000,20382640.000,20820817.000,21489355.000,22565593.000,23001480.000,23335415.000,23731372.000,23889305.000,24052239.000,24366659.000,24547077.000,24671023.000,24805224.000,24946130.000,,
Liabilities,542787.000,475226.000,382474.000,488553.000,348139.000,352188.000,573795.000,825519.000,415051.000,419571.000,431388.000,689371.000,656144.000,694069.000,775622.000,992299.000,835807.000
LiabilitiesAndStockholdersEquity,4108750.000,3665080.000,3177914.000,2695714.000,1561332.000,1218386.000,1120998.000,1427248.000,1158730.000,1000713.000,822190.000,899755.000,742582.000,646306.000,586953.000,612064.000,831629.000
