,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsAndOtherReceivablesNetCurrent,,,,2420000000.000,2341000000.000,2225000000.000,2324000000.000,2425000000.000,2319000000.000,2342000000.000,2766000000.000,2911000000.000,2708000000.000,2914000000.000,2842000000.000,2803000000.000,2599000000.000,2852000000.000,1772000000.000,1731000000.000,1830000000.000,1813000000.000,1739000000.000,1691000000.000,1646000000.000
AccountsPayableAndAccruedLiabilitiesCurrent,3866000000.000,4009000000.000,4070000000.000,4411000000.000,4059000000.000,3988000000.000,4125000000.000,4409000000.000,4068000000.000,4105000000.000,4582000000.000,4866000000.000,4468000000.000,4484000000.000,4460000000.000,4343000000.000,3749000000.000,4148000000.000,3000000000.000,2666000000.000,2387000000.000,2537000000.000,2499000000.000,2612000000.000,2330000000.000
AccountsPayableTradeCurrent,,,,795000000.000,,,,766000000.000,,,,1103000000.000,,,,1264000000.000,,,,716000000.000,,,,791000000.000,
AccrualForTaxesOtherThanIncomeTaxesCurrent,,,,150000000.000,,,,152000000.000,,,,237000000.000,,,,261000000.000,,,,166000000.000,,,,143000000.000,
AccruedIncomeTaxesCurrent,,,,353000000.000,,,,451000000.000,,,,302000000.000,,,,336000000.000,,,,453000000.000,137000000.000,108000000.000,98000000.000,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,5392000000.000,5365000000.000,5368000000.000,5448000000.000,5480000000.000,5498000000.000,5677000000.000,5771000000.000,5663000000.000,5750000000.000,5806000000.000,5963000000.000,6115000000.000,6214000000.000,6060000000.000,6110000000.000,5874000000.000,6179000000.000,4626000000.000,4604000000.000,4731000000.000,4800000000.000,4931000000.000,4873000000.000,5062000000.000
AccumulatedOtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,,,,,,,,,,,,,,,,,,,3474000000.000,4472000000.000,1106000000.000,41000000.000,41000000.000,40000000.000,
AccumulatedOtherComprehensiveIncomeLossCumulativeChangesInNetGainLossFromCashFlowHedgesEffectNetOfTax,,,,2000000.000,,,,-5000000.000,31000000.000,18000000.000,16000000.000,10000000.000,,4000000.000,25000000.000,34000000.000,24000000.000,52000000.000,8000000.000,7000000.000,1000000.000,-4000000.000,-3000000.000,3000000.000,
AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPensionAndOtherPostretirementPlansNetOfTax,,,,1508000000.000,,,,1619000000.000,-1574000000.000,-1542000000.000,-1500000000.000,-1027000000.000,-1004000000.000,-976000000.000,-895000000.000,-1427000000.000,1359000000.000,1246000000.000,1017000000.000,-1064000000.000,1043000000.000,1024000000.000,1003000000.000,1161000000.000,
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,,,,-1129000000.000,,,,-1227000000.000,-1251000000.000,-1281000000.000,-1169000000.000,-991000000.000,-985000000.000,-1198000000.000,-1806000000.000,-2323000000.000,-3461000000.000,-3040000000.000,-3082000000.000,-3191000000.000,-3099000000.000,-3217000000.000,-3207000000.000,-3438000000.000,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-1875000000.000,-1772000000.000,-2049000000.000,-2591000000.000,-2449000000.000,-2737000000.000,-2549000000.000,-2810000000.000,-2757000000.000,-2765000000.000,-2600000000.000,-1976000000.000,-1946000000.000,-2145000000.000,-2654000000.000,-3650000000.000,-4709000000.000,-4146000000.000,-617000000.000,224000000.000,-3035000000.000,-4204000000.000,-4172000000.000,-4556000000.000,-4418000000.000
AdditionalPaidInCapital,,,,,,,,,5727000000.000,5762000000.000,5785000000.000,,,,,,,,,,,,,,
AdditionalPaidInCapitalCommonStock,5737000000.000,5751000000.000,5772000000.000,5783000000.000,5766000000.000,5765000000.000,5774000000.000,5769000000.000,,,,5818000000.000,5765000000.000,5785000000.000,5816000000.000,5853000000.000,5822000000.000,5860000000.000,5877000000.000,5902000000.000,5882000000.000,5900000000.000,5930000000.000,5958000000.000,5908000000.000
AllowanceForDoubtfulAccountsReceivableCurrent,,,,128000000.000,,,,127000000.000,,,,169000000.000,,,,139000000.000,,,,110000000.000,,,,127000000.000,
Assets,17413000000.000,17741000000.000,17843000000.000,19073000000.000,18784000000.000,18446000000.000,19825000000.000,20390000000.000,20318000000.000,23751000000.000,25250000000.000,25869000000.000,25261000000.000,25629000000.000,25563000000.000,25917000000.000,24861000000.000,30015000000.000,20172000000.000,20975000000.000,17350000000.000,15982000000.000,15795000000.000,15546000000.000,15659000000.000
AssetsCurrent,7761000000.000,7809000000.000,8002000000.000,8650000000.000,8117000000.000,8048000000.000,9105000000.000,9260000000.000,8814000000.000,12185000000.000,9597000000.000,10004000000.000,9388000000.000,9487000000.000,9631000000.000,10351000000.000,9734000000.000,14497000000.000,11138000000.000,11796000000.000,8017000000.000,6823000000.000,6589000000.000,6574000000.000,6633000000.000
AssetsFairValueDisclosure,,,,,,,43000000.000,,,,,,,,,,,,,,,,,,
AssetsHeldForSaleAtCarryingValue,,,,,,,,,,,,,,140000000.000,,,,,,,,,,,
AssetsNoncurrent,,4451000000.000,4415000000.000,,,,,,,,,,,,,,,,,,,,,,
AssetsOfDisposalGroupIncludingDiscontinuedOperation,,,,,,,,,,,,,,,157000000.000,,,,,,,,,,
AssetsOfDisposalGroupIncludingDiscontinuedOperationCurrent,,,,,,,,,,,,,,,157000000.000,,,,210000000.000,245000000.000,111000000.000,78000000.000,51000000.000,50000000.000,46000000.000
AvailableForSaleEquitySecuritiesAccumulatedGrossUnrealizedGainBeforeTax,,,,,,,,,,,,,,,,,,,3438000000.000,4430000000.000,1065000000.000,,1000000.000,,
AvailableForSaleEquitySecuritiesAccumulatedGrossUnrealizedLossBeforeTax,,,,,,,,,,,,,,,,,,,2000000.000,0.000,2000000.000,2000000.000,4000000.000,4000000.000,1000000.000
AvailableForSaleEquitySecuritiesAmortizedCostBasis,,,,,14000000.000,13000000.000,13000000.000,13000000.000,23000000.000,27000000.000,91000000.000,111000000.000,123000000.000,118000000.000,116000000.000,79000000.000,63000000.000,61000000.000,731000000.000,732000000.000,179000000.000,12000000.000,13000000.000,13000000.000,9000000.000
