,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30
AccretionExpense,95000.000,,,,149000.000,,,,82000.000,
AllocatedShareBasedCompensationExpense,1998000.000,2064000.000,2233000.000,3400000.000,3626000.000,4127000.000,5097000.000,6438000.000,8043000.000,6942000.000
AmortizationOfDebtDiscountPremium,37000.000,,,,37000.000,,,,40000.000,
AmortizationOfFinancingCosts,9000.000,,,,10000.000,,,,9000.000,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,3683000.000,,,,3869000.000,,,,6004000.000,
AvailableForSaleSecuritiesGrossRealizedGainLossNet,,,,,0.000,,,,0.000,0.000
CapitalExpendituresIncurredButNotYetPaid,467000.000,,,,190000.000,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,-68661000.000,,,,52507000.000,,,,4018000.000,
ComprehensiveIncomeNetOfTax,-16064000.000,-16735000.000,-19465000.000,-27645000.000,-29640000.000,-39271000.000,-51461000.000,-58379000.000,-54639000.000,-83610000.000
CostOfGoodsSold,,,,,,,,,78000.000,256000.000
CostsAndExpenses,,,,,,,,,,71054000.000
DepreciationDepletionAndAmortization,263000.000,,,,1897000.000,,,,641000.000,
EarningsPerShareBasicAndDiluted,-0.540,-0.510,-0.570,-0.810,-0.780,-0.950,-1.240,-1.420,-1.260,-1.870
GainLossOnSaleOfPropertyPlantEquipment,,,,,-13000.000,,,,,
GeneralAndAdministrativeExpense,4795000.000,5322000.000,7311000.000,10486000.000,13487000.000,20340000.000,25255000.000,,,
IncreaseDecreaseInAccountsPayable,-690000.000,,,,1540000.000,,,,3335000.000,
IncreaseDecreaseInAccountsReceivable,,,,,,,,,-17000.000,
IncreaseDecreaseInAccruedLiabilitiesAndOtherOperatingLiabilities,-209000.000,,,,845000.000,,,,-7868000.000,
IncreaseDecreaseInDeferredRevenue,,,,,,,,,-11978000.000,
IncreaseDecreaseInInventories,,,,,,,,,16022000.000,
IncreaseDecreaseInOtherDeferredLiability,,,,,-355000.000,,,,,
IncreaseDecreaseInOtherNoncurrentAssets,234000.000,,,,,,,,,
IncreaseDecreaseInOtherOperatingAssets,,,,,1443000.000,,,,,
IncreaseDecreaseInOtherReceivables,620000.000,,,,872000.000,,,,39000.000,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,-332000.000,,,,-521000.000,,,,2323000.000,
IncreaseDecreaseInPrepaidRent,-446000.000,,,,,,,,,
InterestExpense,391000.000,376000.000,494000.000,635000.000,482000.000,478000.000,442000.000,343000.000,410000.000,3901000.000
InvestmentIncomeAmortizationOfPremium,148000.000,,,,,,,,244000.000,
LineOfCreditFacilityInterestRateDuringPeriod,,,,,0.058,,,,,
NetCashProvidedByUsedInFinancingActivities,-855000.000,,,,215388000.000,,,,45845000.000,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-855000.000,,,,215388000.000,,,,45845000.000,
NetCashProvidedByUsedInInvestingActivities,-53313000.000,,,,-139184000.000,,,,38240000.000,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-53313000.000,,,,-139184000.000,,,,38240000.000,
NetCashProvidedByUsedInOperatingActivities,-14493000.000,,,,-23697000.000,,,,-80067000.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-14493000.000,,,,-23697000.000,,,,-80067000.000,
NetIncomeLoss,-16068000.000,-16737000.000,-19435000.000,-27648000.000,-29665000.000,-39257000.000,-51468000.000,-58326000.000,-54758000.000,-83616000.000
NetIncomeLossAvailableToCommonStockholdersBasic,-16068000.000,,,,,,,,,
NonoperatingIncomeExpense,27000.000,36000.000,17000.000,69000.000,84000.000,188000.000,30000.000,613000.000,249000.000,-13882000.000
OperatingExpenses,15704000.000,16397000.000,18958000.000,27082000.000,29267000.000,38967000.000,57646000.000,70556000.000,66979000.000,
OperatingIncomeLoss,-15704000.000,-16397000.000,-18958000.000,-27082000.000,-29267000.000,-38967000.000,-51056000.000,-58596000.000,-54597000.000,-65833000.000
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodNetOfTax,4000.000,2000.000,-30000.000,3000.000,25000.000,-14000.000,7000.000,-53000.000,119000.000,6000.000
PaymentsToAcquireInvestments,,,,,175883000.000,,,,45283000.000,
PaymentsToAcquirePropertyPlantAndEquipment,350000.000,,,,2921000.000,,,,1103000.000,
PaymentsToAcquireShortTermInvestments,52963000.000,,,,,,,,,
PreferredStockDividendsIncomeStatementImpact,0.000,,,,,,,,,
ProceedsFromIssuanceOfCommonStock,,,,,213711000.000,,,,44242000.000,
ProceedsFromSaleAndMaturityOfAvailableForSaleSecurities,,,,,39620000.000,,,,84626000.000,
ProceedsFromStockOptionsExercised,5000.000,,,,1395000.000,,,,572000.000,
ProceedsFromStockPlans,,,,,388000.000,,,,1143000.000,
RecognitionOfDeferredRevenue,,,,,,,6600000.000,,11800000.000,3100000.000
RepaymentsOfLinesOfCredit,100000.000,,,,106000.000,,,,112000.000,
RepaymentsOfLongTermDebt,760000.000,,,,,,,,,
ResearchAndDevelopmentExpenseExcludingAcquiredInProcessCost,10909000.000,11075000.000,11647000.000,16596000.000,15780000.000,18627000.000,32391000.000,26500000.000,16289000.000,17535000.000
ResearchAndDevelopmentInProcess,0.000,,,,,,,,,
Revenues,,,,,,,,,12382000.000,5221000.000
SalesRevenueGoodsNet,,,,,,,,,592000.000,2118000.000
SalesRevenueNet,,,,,,,,,12382000.000,5221000.000
SellingGeneralAndAdministrativeExpense,,,,,,,,,50612000.000,53263000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsForfeitedInPeriod,,,,,1000.000,,,,19000.000,
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsForfeituresWeightedAverageGrantDateFairValue,,,,,27.210,,,,21.360,
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsGrantsInPeriod,5000.000,,,,,,,,66000.000,
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsGrantsInPeriodWeightedAverageGrantDateFairValue,32.370,,,,,,,,19.290,
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedDividendRate,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedVolatilityRate,1.090,,,,,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedVolatilityRateMaximum,,,,,,,0.850,,0.830,0.868
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedVolatilityRateMinimum,,,,,,,0.830,,0.820,0.820
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsRiskFreeInterestRateMaximum,0.019,0.019,0.020,-0.038,0.018,0.019,0.019,-0.037,0.019,0.015
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsRiskFreeInterestRateMinimum,0.018,0.018,0.018,-0.038,0.013,0.015,0.017,-0.032,0.014,0.012
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresInPeriod,12000.000,,,,,,,,65000.000,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodGrantDateIntrinsicValue,29.810,,,,,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodGross,77000.000,,,,,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageGrantDateFairValue,30.440,17.220,20.500,-48.390,25.070,24.630,20.070,-49.990,14.250,12.350
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsForfeituresInPeriodWeightedAverageExercisePrice,21.460,,,,,,,,,
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageExercisePrice,36.400,,,,,,,,,
ShareBasedGoodsAndNonemployeeServicesTransactionValuationMethodExpectedDividendRate,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
ShareBasedGoodsAndNonemployeeServicesTransactionValuationMethodExpectedVolatilityRate,,1.038,,,,0.910,,,0.830,0.840
UnrealizedGainLossOnInvestments,4000.000,,,,,,,,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,29710415.000,33141384.000,34064780.000,-64079071.000,37829239.000,41490003.000,41633410.000,-80254756.000,43527864.000,44768248.000
