,2011-06-30,2011-12-31,2012-03-31,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,146499.000,194788.000,192706.000,143555.000,172901.000,151362.000,146936.000,147629.000,140876.000,127830.000,127911.000,128528.000,181833.000,79667.000,75775.000,41919.000,87488.000,116008.000,49973.000,46515.000,108087.000,208613.000
AccountsReceivableNet,,,,,,,,,,2705.000,164850.000,,,,,,,,,,,
AccountsReceivableNetCurrent,,,,,,,,,,,,,8148.000,20370.000,20250.000,,973.000,91578.000,20000.000,30800.000,0.000,52955.000
AccruedLiabilitiesCurrent,11924.000,11133.000,53.000,840.000,100.000,200.000,,1962.000,,1008.000,1033.000,6095.000,16470.000,19082.000,24182.000,3787.000,4956.000,2599.000,4607.000,0.000,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,155098.000,173559.000,182297.000,206178.000,220830.000,229999.000,-237015.000,-225397.000,-209138.000,-205604.000,-88772.000,90476.000,91400.000,92719.000,94106.000,95126.000,89919.000,29868.000,29925.000,29930.000,29961.000,29993.000
AdditionalPaidInCapital,3591355.000,5238213.000,5318983.000,5335248.000,5335248.000,5335248.000,5335398.000,5335398.000,5335398.000,5335398.000,5335398.000,5335398.000,5335398.000,5335398.000,5335398.000,5335398.000,5335398.000,5335398.000,5335398.000,5335398.000,5335398.000,5335398.000
Assets,436986.000,168714.000,229459.000,600754.000,582244.000,558310.000,525277.000,151512.000,190961.000,150512.000,255083.000,69451.000,133916.000,63880.000,66818.000,94867.000,106873.000,169645.000,62268.000,65902.000,145873.000,209137.000
AssetsCurrent,151343.000,49558.000,97211.000,206713.000,122750.000,79696.000,471155.000,54690.000,111080.000,92189.000,243464.000,59536.000,124925.000,56208.000,60533.000,89602.000,102412.000,169045.000,61725.000,65364.000,145366.000,208662.000
AssetsFairValueDisclosure,,,,,,0.000,,,,,,0.000,0.000,0.000,0.000,,,,,,,
AssetsFairValueDisclosureRecurring,,,,,,0.000,,,,,,0.000,0.000,0.000,0.000,,,,,,,
BillingsInExcessOfCost,,,,,,,,,,,,,,,,,,,26137.000,41454.000,113003.000,22818.000
BillingsInExcessOfCostCurrent,,,,,,,,,,,,,,,,,38227.000,,,,,
Cash,,25467.000,78419.000,44527.000,37867.000,38608.000,36782.000,38573.000,45077.000,51232.000,56732.000,,,,,,,,,,,
CashAndCashEquivalentsAtCarryingValue,147630.000,,,,,,36782.000,38573.000,45077.000,51232.000,56732.000,50838.000,99352.000,23727.000,32895.000,78770.000,73357.000,63897.000,33843.000,22172.000,112179.000,43692.000
CommonStockNoParValue,,,,,,,,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CommonStockSharesAuthorized,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,2000000000.000,2000000000.000,2000000000.000,2000000000.000,2000000000.000,2000000000.000,2000000000.000,2000000000.000,2000000000.000,2000000000.000,2000000000.000,2000000000.000,2000000000.000,2000000000.000,2000000000.000
CommonStockSharesIssued,224998637.000,231998637.000,241697575.000,281233150.000,297270080.000,348442652.000,,,517321256.000,536827516.000,566097865.000,531400069.000,591400069.000,668245734.000,690589074.000,704918657.000,704918657.000,729872377.000,758789703.000,783080479.000,889331125.000,927562458.000
CommonStockSharesOutstanding,224998637.000,231998637.000,241697575.000,281233150.000,297270080.000,348442652.000,,429043441.000,517321256.000,536827516.000,566097865.000,531400069.000,591400069.000,668245734.000,690589074.000,704918657.000,704918657.000,729872377.000,758789703.000,783080479.000,889331125.000,927562458.000
CommonStockValue,,,,,,,28815518.000,29175261.000,30193820.000,30465922.000,30799980.000,31014990.000,31014990.000,32025107.000,32237369.000,32359171.000,32359171.000,32481332.000,32582542.000,32640840.000,32668767.000,32689795.000
CommonStockValueOutstanding,25638369.000,26058369.000,26131369.000,27341594.000,27634692.000,28531794.000,,,,,,,,,,,,,,,,
ConstructionInProgressGross,230000.000,81975.000,103805.000,309082.000,389187.000,417476.000,,,,,,,,,,,,,,,,
ConvertibleDebtCurrent,,,,,,,,,,,,,,,,,269469.000,219082.000,239924.000,131886.000,170309.000,18033.000
ConvertibleDebtFairValueDisclosures,,,,,,,,,,,,251095.000,320773.000,156991.000,172868.000,227418.000,281469.000,219082.000,239924.000,,,
ConvertibleLongTermNotesPayable,,,,,,,,,,,,,,,,,,,,115000.000,35000.000,168362.000
ConvertibleNotesPayable,,16034.000,,,,,,,,,,,,,,,,,,,,
ConvertibleNotesPayableCurrent,,,58188.000,63465.000,251202.000,237807.000,263363.000,74964.000,186047.000,233727.000,219774.000,251095.000,320773.000,156991.000,172868.000,227418.000,12000.000,12000.000,12000.000,12000.000,12000.000,12000.000
CostsInExcessOfBillingsOnUncompletedContractsOrPrograms,,,,,,,,,,,,,,,,,,,,10126.000,13725.000,98849.000
CostsInExcessOfBillingsOnUncompletedContractsOrProgramsExpectedToBeCollectedWithinOneYear,,,,,,,,,,,,,,,,6661.000,8804.000,0.000,0.000,10126.000,13725.000,98849.000
DebtInstrumentUnamortizedDiscount,,,,,,,,,,,,76401.000,105562.000,107009.000,71132.000,64582.000,56564.000,33951.000,19110.000,11148.000,5736.000,0.000
DebtInstrumentUnamortizedDiscountPremiumNet,,,,104035.000,327161.000,337167.000,,,,,,,,,,,,,,,,
