,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdjustmentsNoncashItemsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivities,,,,,,,,,,,,,,,72947000.000,,,,86033000.000,,,,
AdjustmentsToAdditionalPaidInCapitalEquityComponentOfConvertibleDebtSubsequentAdjustments,,,,,,,,,,,,,,,,,,,11400000.000,,,,
AdjustmentsToAdditionalPaidInCapitalOther,,,,,,,,,,,11400000.000,,,,11400000.000,,,,,,,,
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,,1508000.000,,,,1946000.000,,,,1925000.000,,,,1552000.000,,,,,,,,
AdjustmentsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivities,,,,,,,,,,,74294000.000,,,,,,,,,,,,
AllocatedShareBasedCompensationExpense,,,,7600000.000,,,,,,,,,,,,,,,,,,,
AmortizationOfDebtDiscountPremium,,,,,,,,,,,,,,,,,,,-1316000.000,,,,-628000.000
AmortizationOfFinancingCostsAndDiscounts,,,1082000.000,,,,1207000.000,,,,1200000.000,,,,1464000.000,,,,,,,,
AmortizationOfIntangibleAssets,,,,900000.000,900000.000,,900000.000,2000000.000,1200000.000,1400000.000,600000.000,600000.000,1000000.000,2000000.000,4800000.000,8700000.000,7600000.000,6100000.000,5400000.000,4900000.000,4800000.000,5000000.000,6200000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,48400000.000,188600000.000,,47600000.000,6600000.000,6400000.000,42700000.000,44700000.000,44400000.000,44200000.000,-88900000.000,41300000.000,20800000.000,10100000.000,-6800000.000,1000000.000,1000000.000,1000000.000,-1800000.000,0.000
AssetImpairmentCharges,,,773000.000,,,,413000.000,,,,3249000.000,,,,4484000.000,,,,1791000.000,,,,1424000.000
AvailableForSaleSecuritiesGrossRealizedGainLossNet,,,,,,,,,,,,,,,,,,,800000.000,-1900000.000,500000.000,1300000.000,300000.000
BrokerageCommissionsRevenue,239132000.000,261496000.000,272488000.000,308030000.000,303124000.000,292367000.000,298704000.000,324832000.000,283293000.000,295415000.000,303598000.000,291666000.000,331466000.000,381182000.000,415283000.000,487810000.000,521264000.000,509771000.000,475087000.000,498588000.000,496265000.000,524287000.000,547126000.000
