,2011-06-30,2011-09-30,2012-03-31,2012-06-30
AdjustmentForAmortization,,58331.000,,
AmortizationOfDeferredCharges,,,23964.000,15628.000
AmortizationOfIntangibleAssets,,,25002.000,25002.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-89246.000,
CurrentStateAndLocalTaxExpenseBenefit,0.000,,,
Depreciation,,,5451.000,3209.000
DepreciationAndAmortization,58329.000,,30453.000,28211.000
EarningsPerShareBasicAndDiluted,0.000,0.000,-0.010,-0.010
GeneralAndAdministrativeExpense,159322.000,,129684.000,119604.000
IncomeTaxExpenseBenefit,,0.000,,0.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,-2475.000,
IncreaseDecreaseInDueToRelatedPartiesCurrent,,,49942.000,
InterestExpense,,,345.000,345.000
NetCashProvidedByUsedInFinancingActivities,,,-4500.000,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,-4500.000,
NetCashProvidedByUsedInInvestingActivities,,,-2184.000,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-2184.000,
NetCashProvidedByUsedInOperatingActivities,,,-82562.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-82562.000,
NetIncomeLoss,-217651.000,-219966.000,-184446.000,-163788.000
NonoperatingIncomeExpense,,,-54762.000,-44184.000
OperatingExpenses,58329.000,,,
OperatingIncomeLoss,-159322.000,-161635.000,-129684.000,-119604.000
OtherNonoperatingIncomeExpense,,58331.000,,
PaymentsToAcquirePropertyPlantAndEquipment,,,2184.000,
ProceedsFromShortTermDebt,,,144000.000,
RepaymentsOfShortTermDebt,,,4500.000,
SellingGeneralAndAdministrativeExpense,,161635.000,,
WeightedAverageNumberOfDilutedSharesOutstanding,,28000000.000,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,30636839.000,30341390.000
WeightedAverageNumberOfSharesOutstandingBasic,28000000.000,,,
