,2012-12-31,2013-03-31
AccountsPayable,511.000,
AccountsPayableCurrentAndNoncurrent,,1377.000
AccruedLiabilitiesCurrent,2000.000,4000.000
AdditionalPaidInCapital,17640.000,17640.000
Assets,6646.000,4315.000
AssetsCurrent,5876.000,3545.000
CashAndCashEquivalentsAtCarryingValue,668.000,872.000
CashEquivalentsAtCarryingValue,668.000,872.000
CommonStockParOrStatedValuePerShare,0.001,0.001
CommonStockSharesAuthorized,75000000.000,75000000.000
CommonStockSharesIssued,6960000.000,6960000.000
CommonStockValue,6960.000,6960.000
DepositsAssetsNoncurrent,770.000,770.000
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,-62743.000,-73649.000
DueToRelatedParties,41000.000,
DueToRelatedPartiesCurrentAndNoncurrent,,46480.000
Liabilities,44789.000,53364.000
LiabilitiesAndStockholdersEquity,6646.000,4315.000
LiabilitiesCurrent,44789.000,53364.000
LoansPayable,,2000.000
NotesPayableRelatedPartiesClassifiedCurrent,,46480.000
NotesPayableRelatedPartiesCurrent,41000.000,
OperatingLeasesFutureMinimumPaymentsDue,2996.000,1932.000
OperatingLeasesFutureMinimumPaymentsDueCurrent,1161.000,1932.000
OperatingLeasesFutureMinimumPaymentsDueInTwoYears,1935.000,
OperatingLossCarryforwards,62743.000,
OtherAccruedLiabilitiesCurrent,1278.000,1507.000
PrepaidExpenseCurrent,5208.000,2673.000
PropertyPlantAndEquipmentNet,770.000,770.000
RetainedEarningsAccumulatedDeficit,62743.000,73649.000
SecurityDeposit,769.780,
StockholdersEquity,-38143.000,-49049.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-38143.000,-49049.000
