,2016-12-31
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,1410000.000
AllocatedShareBasedCompensationExpense,1438000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,6337000.000
ComprehensiveIncomeNetOfTax,-17355000.000
CostsAndExpenses,19756000.000
DepreciationDepletionAndAmortization,118000.000
EarningsPerShareBasicAndDiluted,-2.390
EffectiveIncomeTaxRateContinuingOperations,0.000
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,0.340
EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,0.430
EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes,-0.057
EffectiveIncomeTaxRateReconciliationTaxCreditsResearch,-0.004
FairValueAdjustmentOfWarrants,-1942000.000
GeneralAndAdministrativeExpense,5739000.000
ImpairmentOfLongLivedAssetsHeldForUse,0.000
IncomeTaxExpenseBenefit,0.000
IncreaseDecreaseInAccountsPayable,-812000.000
IncreaseDecreaseInAccruedLiabilitiesAndOtherOperatingLiabilities,497000.000
IncreaseDecreaseInOtherOperatingAssets,35000.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,527000.000
InvestmentIncomeNet,96000.000
IssuanceOfStockAndWarrantsForServicesOrClaims,2780000.000
NetCashProvidedByUsedInFinancingActivities,28663000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,28663000.000
NetCashProvidedByUsedInInvestingActivities,-6477000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-6477000.000
NetCashProvidedByUsedInOperatingActivities,-15849000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-15849000.000
NetIncomeLoss,-17366000.000
NoninterestExpenseDirectorsFees,0.000
OperatingIncomeLoss,-19404000.000
OperatingLeasesRentExpenseNet,166000.000
OtherComprehensiveIncomeAvailableforsaleSecuritiesAdjustmentNetOfTaxPortionAttributableToParent,11000.000
PaymentsToAcquireMarketableSecurities,14978000.000
PaymentsToAcquirePropertyPlantAndEquipment,213000.000
ProceedsFromIssuanceInitialPublicOffering,9192000.000
ProceedsFromIssuanceOfPrivatePlacement,14034000.000
ProceedsFromSaleAndMaturityOfMarketableSecurities,8714000.000
ProceedsFromStockOptionsExercised,95000.000
ProceedsFromWarrantExercises,5342000.000
ResearchAndDevelopmentExpense,14017000.000
RevenueFromGrants,352000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedDividendRate,0.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedVolatilityRate,0.780
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsRiskFreeInterestRate,0.014
StockIssuedDuringPeriodValueIssuedForServices,28000.000
StockIssuedDuringPeriodValueStockOptionsExercised,95000.000
ValuationAllowanceDeferredTaxAssetChangeInAmount,7464000.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,7256671.000
