,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AllocatedShareBasedCompensationExpense,292216.000,418429.000,441776.000,482644.000,587514.000,458230.000,632924.000,644935.000,727547.000,771687.000,739413.000,726120.000,842847.000
CapitalExpendituresIncurredButNotYetPaid,,,,,,,,,,,,,9553.000
CashAndCashEquivalentsPeriodIncreaseDecrease,54655425.000,,,,-8632029.000,,,,-7972450.000,,,,-5451063.000
CurrentIncomeTaxExpenseBenefit,,,,,,,,,,,,,0.000
DebtIssuanceCostsIncurredDuringNoncashOrPartialNoncashTransaction,,,,,,,,,150767.000,,,,
Depreciation,34620.000,38852.000,40789.000,44447.000,44245.000,46290.000,51882.000,49067.000,47234.000,46707.000,45808.000,50791.000,54339.000
EarningsPerShareBasic,-0.300,0.420,,,,0.550,-0.380,,,-0.410,,,
EarningsPerShareBasicAndDiluted,,,-0.350,,-0.370,,-0.380,,-0.400,,-0.340,,-0.340
EarningsPerShareDiluted,-0.300,0.390,,,,0.510,-0.380,,,-0.410,,,
GeneralAndAdministrativeExpense,,,,,1904963.000,1805724.000,2132993.000,1961716.000,2056353.000,2312207.000,1983795.000,2297810.000,2092300.000
ImpairmentOfLongLivedAssetsToBeDisposedOf,0.000,,,,,,,,,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,8068479.000,-6694335.000,,,10389405.000,-7168071.000,,,,,,
IncomeTaxExpenseBenefit,,76758.000,-76758.000,,0.000,,,,,,,,
IncreaseDecreaseInAccountsPayable,652147.000,,,,299464.000,,,,1007159.000,,,,-1063049.000
IncreaseDecreaseInAccruedLiabilities,-292758.000,,,,-2637283.000,,,,-3221593.000,,,,-748402.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,-1854053.000,,,,-139169.000,,,,241555.000,,,,218560.000
IncreaseDecreaseInPrepaidRent,25476.000,,,,29047.000,,,,,,,,
IncrementalCommonSharesAttributableToCallOptionsAndWarrants,,611698.000,,,,565537.000,,,,,,,
IncrementalCommonSharesAttributableToShareBasedPaymentArrangements,,818970.000,,,,659449.000,,,,,,,
InterestIncomeExpenseNonoperatingNet,4773.000,,,,,,,,,,,,
NetCashProvidedByUsedInFinancingActivities,57256393.000,,,,75377.000,,,,1274510.000,,,,3673521.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,57256393.000,,,,75377.000,,,,1274510.000,,,,3673521.000
NetCashProvidedByUsedInInvestingActivities,-13920.000,,,,-2339.000,,,,-17270.000,,,,-62969.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-13920.000,,,,-2339.000,,,,-17270.000,,,,-62969.000
NetCashProvidedByUsedInOperatingActivities,-2587048.000,,,,-8705067.000,,,,-9229690.000,,,,-9061615.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-2587048.000,,,,-8705067.000,,,,-9229690.000,,,,-9061615.000
NetIncomeLoss,-5101850.000,7991721.000,-6617577.000,-7393860.000,-7109129.000,10389405.000,-7168071.000,-8881703.000,-7554978.000,-8071570.000,-7854693.000,-8328597.000,-7931313.000
NoncashOrPartNoncashAcquisitionPayablesAssumed1,,,,,10000.000,,,,,,,,
NonoperatingIncomeExpense,4773.000,,,,,,,,,,,,
OperatingCostsAndExpenses,5106623.000,6962788.000,6699162.000,7398238.000,7112693.000,9648608.000,7171373.000,8922901.000,7575075.000,,,,
OperatingExpenses,,,,,,,,,,8093383.000,7905256.000,,7970808.000
OperatingIncomeLoss,-5106623.000,8064216.000,-6699162.000,-7398238.000,-7112693.000,10386767.000,-7171373.000,-8887526.000,-7575075.000,-8093383.000,-7886756.000,-8358271.000,-7970808.000
