,2011-06-30,2011-09-30,2012-03-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdjustmentForAmortization,,,374729.000,337867.000,,,,509080.000,,,,514121.000,,,,596687.000,,,,620279.000
AllocatedShareBasedCompensationExpense,,,,181200.000,,,,33436.000,33436.000,288469.000,,,,,,,,,,
AllowanceForDoubtfulAccountsReceivableWriteOffs,,,,,,,,,,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
AmortizationOfDebtDiscountPremium,,,,,,,,,,,,3891.000,3891.000,,,,,,,
AmortizationOfDeferredCharges,,,,,,,,,,,,,,,,181590.000,,,,
AmortizationOfIntangibleAssets,,,,,,,,,150269.000,166775.000,,,,,,,,,,
AmortizationOfLeasedAsset,,,,228660.000,539677.000,405361.000,415384.000,362524.000,397510.000,395633.000,463488.000,335840.000,461711.000,276988.000,294916.000,450102.000,241952.000,361634.000,97635.000,474491.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,78500.000,,,,,,,,,,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,540355.000,2393657.000,,,,17439603.000,,,,7901214.000,,,,-4652900.000,,,,1413225.000
CashProvidedByUsedInFinancingActivitiesDiscontinuedOperations,,,0.000,,,,,,,,,,,,,,,,,
CashProvidedByUsedInInvestingActivitiesDiscontinuedOperations,,,0.000,,,,,,,,,,,,,,,,,
CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations,,,0.000,,,,,,,,,,,,,,,,,
ComprehensiveIncomeNetOfTax,4586216.000,6565331.000,,,,,,,,,,23738735.000,9975404.000,16243469.000,11372744.000,9256329.000,15700515.000,19726103.000,64373843.000,9662893.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,4688014.000,6750545.000,,,,,,,,,,23725480.000,10127968.000,16886572.000,9074891.000,9381983.000,14838314.000,19499435.000,63679675.000,9828380.000
ConcentrationRiskPercentage1,,,,,0.642,0.506,,,,,,,,,,,,,,0.699
CostOfGoodsSold,2881648.000,10995486.000,7966424.000,33584934.000,35009882.000,44584572.000,26166667.000,55864529.000,58049860.000,59121526.000,57717737.000,63289988.000,62208398.000,75264268.000,60081230.000,43546764.000,80901589.000,78313079.000,8832342.000,47399536.000
CostOfServices,,,,,,,,6503412.000,6685461.000,13601869.000,17451158.000,16608011.000,6708419.000,17151938.000,16577982.000,9510872.000,13416468.000,12450460.000,12037405.000,8782892.000
DebtConversionConvertedInstrumentSharesIssued1,,,,,,,,,,5930179.000,,,831577.000,599008.000,,,,,,
DebtInstrumentConvertibleBeneficialConversionFeature,,,,52118.000,,,,,,,,,,,,,,,,
DeferredCompensationArrangementWithIndividualCompensationExpense,,,,,,,,,,,,125000.000,,,,,,,,
DeferredIncomeTaxExpenseBenefit,,,,0.000,0.000,0.000,,,,,,,,,,,,,,
Depreciation,,,57624.000,307075.000,331596.000,356737.000,501143.000,534803.000,596470.000,636774.000,689084.000,802338.000,804535.000,538147.000,721507.000,1268612.000,995317.000,1142872.000,734828.000,2143810.000
DilutiveSecuritiesEffectOnBasicEarningsPerShareOther,,,,,,,,,,,,0.000,0.000,0.000,35414573.000,,,,,
DiscontinuedOperationAmountOfAdjustmentToPriorPeriodGainLossOnDisposalNetOfTax,,,,,,,,,,,,,,,,,,,,0.000
DiscontinuedOperationIncomeLossFromDiscontinuedOperationBeforeIncomeTax,,,,,,,,,,,,,,,,,,,,0.000
DiscontinuedOperationTaxEffectOfIncomeLossFromDisposalOfDiscontinuedOperation,,,,,,,,,,,,,,,,,,,,0.000
