,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31
AdjustmentsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivities,,,7772000.000,,,,9680000.000,,,,-8532000.000,,,,-2929000.000
AffordableHousingProgramAssessments,0.000,7854000.000,1436000.000,2545000.000,1529000.000,2356000.000,1745000.000,1172000.000,2374000.000,1636000.000,1236000.000,1687000.000,1749000.000,2205000.000,1203000.000
AmortizationOfFinancingCosts,,,,,,,,,620000.000,,507000.000,606000.000,535000.000,494000.000,534000.000
AvailableForSaleSecuritiesGrossRealizedGainLossNet,,,,,381000.000,,903000.000,,,,,,,,792000.000
AvailableForSaleSecuritiesGrossRealizedGains,,,,,,,,,,,,,,,52321000.000
AvailableForSaleSecuritiesGrossRealizedGainsLossesSaleProceeds,,,,,,,,,,,,,,,1560247000.000
AvailableforsaleSecuritiesGrossRealizedGainLossExcludingOtherThanTemporaryImpairments,,,,-51000.000,381000.000,,903000.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,52321000.000
ChangeInUnrealizedGainLossOnFairValueHedgingInstruments,,,,-37390000.000,-10383000.000,,-4179000.000,-14529000.000,,,,,,,
ChangeInUnrealizedGainLossOnFairValueHedgingInstruments1,,,,,,,,,-16116000.000,,-33083000.000,-22204000.000,3263000.000,-56784000.000,-43112000.000
ChangeInUnrealizedGainLossOnHedgedItemInFairValueHedge,,,,19257000.000,8313000.000,,3906000.000,16200000.000,,,,,,,
ChangeInUnrealizedGainLossOnHedgedItemInFairValueHedge1,,,,,,,,,13474000.000,,32176000.000,24346000.000,-3405000.000,58598000.000,44798000.000
CommonStockDividendsPerShareCashPaid,,,,,,,,,,,0.025,,0.025,,0.025
ComprehensiveIncomeLossNetOfFederalHomeLoanBankAssessmentsAttributableToParent,,,,,,,,,12738000.000,,57279000.000,56903000.000,22008000.000,-2681000.000,73114000.000
ComprehensiveIncomeNetOfTax,,,107409000.000,,199311000.000,,118940000.000,21733000.000,,,,,,,
CongressionallyMandatedFederalHomeLoanBankAssessments,0.000,0.000,,,,,,,,,,,,,
DepreciationAmortizationAndAccretionNet,,,6641000.000,,,,-4123000.000,,,,-5640000.000,,,,-5608000.000
DerivativeInstrumentsNotDesignatedAsHedgingInstrumentsGainLossNet,,,,112000.000,365000.000,,338000.000,1070000.000,78000.000,2401000.000,-527000.000,1701000.000,317000.000,-187000.000,-56000.000
DerivativeNetHedgeIneffectivenessGainLoss,,,,18133000.000,2070000.000,,273000.000,,,,,,,,
DividendsCommonStockCash,,,,,,,,,,,231000.000,229000.000,231000.000,213000.000,215000.000
FairValueOptionChangesInFairValueGainLoss,,,17000.000,38000.000,,,,,,,,,,,
FairValueOptionChangesInFairValueGainLoss1,,,,,-35000.000,,-422000.000,-158000.000,-300000.000,-225000.000,-90000.000,44000.000,-88000.000,-105000.000,-12000.000
FederalHomeLoanBankAssessments,0.000,7854000.000,1436000.000,2545000.000,1529000.000,2356000.000,1745000.000,1172000.000,2374000.000,1636000.000,1236000.000,1687000.000,,,
FeesAndCommissionsCorrespondentClearing,624000.000,593000.000,552000.000,202000.000,375000.000,,,,,,,,,,
GainLossOnDerivativeInstrumentsNetPretax,26166000.000,33432000.000,12006000.000,18245000.000,2435000.000,4153000.000,611000.000,-601000.000,2720000.000,2044000.000,-1434000.000,3843000.000,175000.000,1627000.000,1630000.000
GainLossOnDispositionOfAssets,,,,,,,,,,,4000.000,,,,0.000
GainLossOnFairValueHedgeIneffectivenessNet,,,,18133000.000,2070000.000,,273000.000,-1671000.000,2642000.000,-357000.000,-907000.000,2142000.000,-142000.000,1814000.000,1686000.000
GainLossOnFairValueHedgesRecognizedInEarnings,,,,-1116000.000,-3680000.000,,7500000.000,8404000.000,,,,,,,
GainLossOnSalesOfLoansNet,,73925000.000,,,0.000,,,,,,,,,,
GainsLossesOnExtinguishmentOfDebt,-2049000.000,-6399000.000,-1960000.000,-587000.000,-1493000.000,-935000.000,-299000.000,-276000.000,2307000.000,3317000.000,63000.000,-276000.000,-209000.000,-328000.000,-264000.000
HeldToMaturitySecuritiesTransferredToAvailableForSaleSecuritiesUnrealizedGainLoss,,,,,,,,,,,,,,,52277000.000
HeldtomaturitySecuritiesSoldSecurityRealizedGainLossExcludingOtherThanTemporaryImpairments,3559000.000,0.000,,0.000,0.000,,,,,,,,,,
ImpairmentOfInvestments,1939000.000,5539000.000,0.000,161000.000,0.000,9745000.000,0.000,0.000,0.000,0.000,,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-28144000.000,118815000.000,14362000.000,25449000.000,15286000.000,23567000.000,17454000.000,11720000.000,23285000.000,15914000.000,11917000.000,16437000.000,17072000.000,21640000.000,11648000.000
IncreaseDecreaseInAccruedInterestReceivableNet,,,727000.000,,,,-9298000.000,,,,-5688000.000,,,,-6654000.000
IncreaseDecreaseInDeposits,,,48662000.000,,,,-70616000.000,,,,21717000.000,,,,-33030000.000
IncreaseDecreaseInDepositsWithOtherFederalHomeLoanBanks,,,140000.000,,,,-55000.000,,,,72000.000,,,,108000.000
IncreaseDecreaseInFairValueAdjustmentsOnAssetsAndLiabilitiesCarriedAtFairValueUnderFairValueOption,,,-17000.000,,,,-422000.000,,,,-90000.000,,,,-12000.000
IncreaseDecreaseInFederalFundsSold,,,135699000.000,,,,592600000.000,,,,-589900000.000,,,,1118000000.000
IncreaseDecreaseInInterestPayableNet,,,-8206000.000,,,,-647000.000,,,,228000.000,,,,-83000.000
IncreaseDecreaseInOtherOperatingAssets,,,-4619000.000,,,,-8945000.000,,,,-2699000.000,,,,-1424000.000
IncreaseDecreaseInOtherOperatingLiabilities,,,-3742000.000,,,,-1323000.000,,,,-4468000.000,,,,4960000.000
