,2012-06-30,2012-09-30,2013-03-31,2013-06-30
AccretionExpense,,,,75000.000
AmortizationOfDebtDiscountPremium,43000.000,81000.000,71000.000,
AmortizationOfFinancingCosts,45000.000,86000.000,,79000.000
BusinessCombinationAcquisitionRelatedCosts,,,1100000.000,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,824000.000,
ComprehensiveIncomeNetOfTax,,,-288000.000,129000.000
CurrentFederalTaxExpenseBenefit,,,431000.000,832000.000
CurrentIncomeTaxExpenseBenefit,,,452000.000,890000.000
CurrentStateAndLocalTaxExpenseBenefit,,,21000.000,58000.000
DeferredFederalIncomeTaxExpenseBenefit,,,90000.000,660000.000
DeferredIncomeTaxExpenseBenefit,,,90000.000,660000.000
DeferredIncomeTaxesAndTaxCredits,,,91000.000,
DeferredTaxesBusinessCombinationValuationAllowanceAvailableToReduceIncomeTaxExpense,,21200000.000,,
DefinedContributionPlanMaximumAnnualContributionPerEmployeePercent,,,0.150,
Depreciation,,13000.000,,
DepreciationAndAmortization,,,1016000.000,1016000.000
DepreciationDepletionAndAmortization,,,1015000.000,
DiscontinuedOperationGainLossFromDisposalOfDiscontinuedOperationBeforeIncomeTax,230000.000,239000.000,11000.000,13000.000
DiscontinuedOperationGainLossOnDisposalOfDiscontinuedOperationNetOfTax,246000.000,190000.000,11000.000,13000.000
DiscontinuedOperationTaxEffectOfIncomeLossFromDisposalOfDiscontinuedOperation,-16000.000,49000.000,0.000,0.000
DisposalGroupIncludingDiscontinuedOperationInterestExpense,1000.000,-2000.000,,
DisposalGroupIncludingDiscontinuedOperationOperatingIncomeLoss,231000.000,237000.000,,
DisposalGroupIncludingDiscontinuedOperationRevenue,0.000,0.000,0.000,0.000
EarningsPerShareBasic,,,-0.010,0.010
EarningsPerShareDiluted,,,-0.010,0.010
EffectiveIncomeTaxRateContinuingOperations,,,1.470,0.746
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,,0.350,0.350
EffectiveIncomeTaxRateReconciliationEquityInEarningsLossesOfUnconsolidatedSubsidiary,,,1.020,0.369
EffectiveIncomeTaxRateReconciliationOtherAdjustments,,,0.040,-0.001
EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes,,,0.060,0.028
GainLossOnSaleOfPropertyPlantEquipment,,,-38000.000,0.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,369000.000,2064000.000
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,,,-173000.000,514000.000
IncomeLossFromContinuingOperationsPerBasicShare,,,-0.010,0.010
IncomeLossFromContinuingOperationsPerDilutedShare,,,-0.010,0.010
IncomeLossFromDiscontinuedOperationsNetOfTax,,,11000.000,13000.000
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicShare,,,0.000,0.000
IncomeLossFromDiscontinuedOperationsNetOfTaxPerDilutedShare,,,0.000,0.000
IncomeTaxExpenseBenefit,,,542000.000,1550000.000
IncomeTaxExpenseBenefitContinuingOperations,,,542000.000,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,1097000.000,
IncreaseDecreaseInAccountsReceivable,,,-1546000.000,
IncreaseDecreaseInMarketableSecuritiesRestricted,,,,39000.000
IncreaseDecreaseInOtherNoncurrentAssets,,,-8000.000,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,-551000.000,
IncrementalCommonSharesAttributableToCallOptionsAndWarrants,1406632.000,2048969.000,0.000,1944075.000
InterestExpense,,,2271000.000,2165000.000
InterestExpenseDebt,2500000.000,2500000.000,,
InterestPaid,,,2104000.000,
IssuanceOfStockAndWarrantsForServicesOrClaims,,,12000.000,
MarketableSecuritiesGainLoss,527000.000,,,-95000.000
MarketableSecuritiesGainLossExcludingOtherThanTemporaryImpairments,,,26000.000,
MarketableSecuritiesRealizedGainLoss,527000.000,411000.000,26000.000,103000.000
NetCashProvidedByUsedInFinancingActivities,,,-3233000.000,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,-3233000.000,
NetCashProvidedByUsedInInvestingActivities,,,-184000.000,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-184000.000,
NetCashProvidedByUsedInOperatingActivities,,,4241000.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,4241000.000,
NetIncomeLoss,,,-288000.000,129000.000
NetIncomeLossAttributableToNoncontrollingInterest,,,126000.000,398000.000
