,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2015-03-31,2015-06-30,2015-09-30,2017-03-31
CashAndCashEquivalentsPeriodIncreaseDecrease,,0.000,,,,,,,,,,,,,
DebtInstrumentDecreaseForgiveness,,,,,,,,,,,,,,,2027691.000
EarningsPerShareBasic,-0.008,0.000,-0.000,-0.000,-0.010,-0.000,-0.000,-0.000,-0.010,-0.000,-0.000,-0.000,0.000,0.000,
EarningsPerShareBasicAndDiluted,,,,,,,,,,,,,,,-0.000
GeneralAndAdministrativeExpense,215850.000,2660.000,17279.000,4166.000,1473.000,8207.000,6178.000,5169.000,2476.000,,-18539.000,8246.000,4321.000,12736.000,33317.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,-6280.000,,,,7192.000,,,,,,2246.000,,,-47154.000
IncreaseDecreaseInAccruedLiabilities,,,,,,,,,,,,29614.000,,,21388.000
IncreaseDecreaseInDueToOfficersAndStockholdersCurrent,,,,,,,,,,,,,,,25985.000
IncreaseDecreaseInInterestPayableNet,,30250.000,,,,30025.000,,,,,,,,,
InterestExpenseDebt,30025.000,30250.000,30250.000,30250.000,29350.000,-30025.000,-30025.000,-30250.000,210400.000,29614.000,30025.000,29614.000,30436.000,30025.000,21388.000
InterestExpenseRelatedParty,,,30250.000,30250.000,,30025.000,30025.000,30025.000,30025.000,29614.000,,29614.000,30436.000,30025.000,21388.000
NetCashProvidedByUsedInFinancingActivities,,8940.000,,,,1015.000,,,,,,6000.000,,,80471.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,8940.000,,,,1015.000,,,,,,6000.000,,,80471.000
NetCashProvidedByUsedInInvestingActivities,,0.000,,,,,,,,,,,,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,0.000,,,,,,,,,,,,,
NetCashProvidedByUsedInOperatingActivities,,-8940.000,,,,-1015.000,,,,,,-6000.000,,,-80471.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,-8940.000,,,,-1015.000,,,,,,-6000.000,,,-80471.000
NetIncomeLoss,,,,,,-38232.000,-36203.000,-35194.000,-32501.000,-29614.000,-48564.000,-37860.000,-34757.000,-42761.000,-54705.000
NonoperatingIncomeExpense,-30025.000,-30250.000,-30250.000,-30250.000,,-30025.000,-30025.000,-30250.000,,-29614.000,-30025.000,-29614.000,-30436.000,-30025.000,-21388.000
OperatingExpenses,215850.000,2660.000,17279.000,4166.000,1473.000,8207.000,6178.000,5169.000,2476.000,,18539.000,8246.000,4321.000,12736.000,33317.000
OperatingIncomeLoss,-215850.000,-2660.000,-17279.000,-4166.000,-1473.000,-8207.000,-6178.000,-5169.000,-2476.000,,-18539.000,-8246.000,-4321.000,-12736.000,-33317.000
PaymentsToAcquireBusinessesAndInterestInAffiliates,,0.000,,,,,,,,,,,,,
ProceedsFromRelatedPartyDebt,,,,,,,,,,,,,,,54486.000
ProceedsFromRepaymentsOfRelatedPartyDebt,,8940.000,,,,1015.000,,,,,,6000.000,,,
ProfitLoss,-245875.000,-32910.000,-47529.000,-34416.000,,,,,,,,,,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,,,,,,,,,,,,,22930000.000
WeightedAverageNumberOfSharesOutstandingBasic,28930000.000,22930000000.000,22930000.000,22930000.000,-22952930000.000,22930000.000,22930000.000,22930000.000,-45860000.000,22930000.000,22930000.000,22930000.000,22930000.000,22930000.000,
