,2011-09-30,2011-12-31,2012-03-31,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31
AccountsPayableCurrent,937574.000,783567.000,774924.000,563728.000,499766.000,446568.000,550512.000,761280.000,756390.000,507492.000,558114.000,462903.000,437782.000,393407.000
AccountsReceivableGross,,,,558620.000,376391.000,664330.000,622872.000,166253.000,212776.000,158297.000,172111.000,155849.000,315578.000,145158.000
AccountsReceivableNet,,,,501008.000,343387.000,633819.000,575423.000,124489.000,129891.000,76041.000,144014.000,138779.000,311371.000,143914.000
AccountsReceivableNetCurrent,512510.000,451814.000,524203.000,501008.000,343387.000,633819.000,575423.000,124489.000,129891.000,76041.000,144014.000,138779.000,311371.000,143914.000
AccruedInsuranceCurrentAndNoncurrent,,,,,,,,,,,20589.000,,,
AccruedLiabilitiesCurrent,157174.000,75091.000,106304.000,105415.000,120712.000,156643.000,219385.000,130993.000,208602.000,210789.000,309519.000,208926.000,206759.000,192209.000
AccruedProfessionalFeesCurrentAndNoncurrent,,,,24000.000,8500.000,6000.000,37500.000,6000.000,,32943.000,37500.000,0.000,0.000,
AccruedSalesCommissionCurrentAndNoncurrent,,,,0.000,3154.000,8188.000,49328.000,13311.000,14782.000,12836.000,28976.000,25000.000,5000.000,
AccruedVacationCurrent,,,,,,,,,,,,,,11277.000
AccruedVacationCurrentAndNoncurrent,,,,33256.000,81279.000,43924.000,82118.000,46119.000,93820.000,49141.000,89035.000,37851.000,56137.000,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,-404782.000,-426150.000,-443706.000,-466054.000,-487577.000,-509768.000,-160796.000,-540654.000,,,-596351.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipmentExcludingCapitalLeasedAssets,,,,,,-139087.000,,,,,,,,
AdditionalPaidInCapital,6360285.000,6664148.000,6952961.000,7881702.000,8021974.000,8072424.000,8189314.000,8256320.000,8359468.000,8595290.000,9358679.000,9952999.000,13034592.000,13537173.000
AllowanceForDoubtfulAccountsReceivable,,,,57612.000,33004.000,30511.000,47449.000,41764.000,82885.000,82256.000,28097.000,17070.000,4207.000,1244.000
AllowanceForDoubtfulAccountsReceivableCurrent,53945.000,,,,,,,,,,,,,
Assets,2264663.000,1949059.000,2162547.000,1642641.000,1319057.000,1464545.000,1357982.000,1095680.000,828176.000,828136.000,645193.000,593699.000,813390.000,722791.000
AssetsCurrent,2114057.000,1815783.000,2013525.000,1438035.000,1106770.000,1190950.000,1105652.000,864873.000,607818.000,629968.000,448195.000,409673.000,657537.000,605367.000
CapitalLeaseObligationsCurrent,,,26019.000,9880.000,2666.000,17393.000,17911.000,18273.000,18479.000,18676.000,19255.000,19660.000,20076.000,15214.000
CapitalLeaseObligationsNoncurrent,,,1124.000,0.000,0.000,44546.000,39975.000,35310.000,30432.000,25685.000,20720.000,15649.000,10471.000,10471.000
CapitalLeasedAssetsGross,,,,,,,,,,,,,,169877.000
CapitalLeasesBalanceSheetAssetsByMajorClassNet,,,,,,,,,,,,,,9828.000
CapitalLeasesFutureMinimumPaymentsDue,,,,10165.000,2666.000,70260.000,65012.000,59725.000,55823.000,48604.000,43190.000,37776.000,32363.000,26948.000
CapitalLeasesFutureMinimumPaymentsDueCurrent,,,,10165.000,2666.000,5414.000,21822.000,16535.000,12633.000,5414.000,,21656.000,21656.000,16241.000
CapitalLeasesFutureMinimumPaymentsDueInFiveYears,,,,,,4062.000,,,,,,,,
CapitalLeasesFutureMinimumPaymentsDueInFourYears,,,,,,17472.000,4062.000,4062.000,4062.000,4062.000,4062.000,,,
CapitalLeasesFutureMinimumPaymentsDueInThreeYears,,,,,,21656.000,17472.000,17472.000,17472.000,17472.000,17472.000,2539.000,1016.000,1016.000
CapitalLeasesFutureMinimumPaymentsDueInTwoYears,,,,,,21656.000,21656.000,21656.000,21656.000,21656.000,21656.000,13581.000,9691.000,9691.000
CapitalLeasesFutureMinimumPaymentsDueThereafter,,,,0.000,0.000,,0.000,,,,0.000,,,
CapitalLeasesFutureMinimumPaymentsInterestIncludedInPayments,,,,285.000,0.000,8321.000,7126.000,6142.000,6912.000,4243.000,3215.000,2467.000,1816.000,-1263.000
CapitalLeasesFutureMinimumPaymentsPresentValueOfNetMinimumPayments,,,,9880.000,2666.000,61939.000,57886.000,53583.000,48911.000,44361.000,39975.000,35309.000,30547.000,26585.000
CapitalLeasesLesseeBalanceSheetAssetsByMajorClassAccumulatedDeprecation,,,,,,,,,,,,,,-160049.000
CashAndCashEquivalentsAtCarryingValue,1496930.000,1277518.000,1302429.000,852891.000,541308.000,327383.000,128723.000,84235.000,106098.000,158405.000,192086.000,164969.000,197799.000,314622.000
CashCollateralForBorrowedSecurities,,,,,,60000.000,,,,,,,,
CashFDICInsuredAmount,,,,200000.000,180000.000,0.000,,,,,,,,
CashUninsuredAmount,,,,,,,0.000,,,,,,,
CommonStockParOrStatedValuePerShare,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.000,0.000,0.000,0.000
CommonStockSharesAuthorized,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,5000000.000,3000000000.000,3000000000.000,30000000000.000
CommonStockSharesIssued,104458636.000,106068006.000,108570636.000,36190238.000,36450238.000,36510238.000,36670238.000,37224113.000,37224113.000,44224113.000,48324113.000,75184474.000,299242718.000,2728281122.000
CommonStockSharesOutstanding,104458636.000,106068006.000,108570636.000,36190238.000,36450238.000,36510238.000,36670238.000,37224113.000,37224113.000,44224113.000,48324113.000,75184474.000,299242718.000,2728281122.000
CommonStockValue,1044586.000,1060680.000,1085706.000,361902.000,364502.000,365102.000,366702.000,372241.000,372241.000,442241.000,48.000,75.000,299.000,2728.000
ConvertibleDebtNoncurrent,439614.000,460311.000,431009.000,472404.000,493101.000,500000.000,500000.000,500000.000,,,472500.000,284250.000,175850.000,
ConvertibleLongTermNotesPayable,,,,,,,,,,,,6156.000,15595.000,23605.000
ConvertibleNotesPayableCurrent,,,,,,,,,500000.000,,,,,828448.000
CustomerDepositsCurrent,18327.000,26185.000,349413.000,76734.000,50295.000,164376.000,158349.000,378311.000,357124.000,404795.000,424684.000,443065.000,568787.000,388199.000
DebtInstrumentAnnualPrincipalPayment,,,,,,,,,,,,,,0.000
DebtInstrumentUnamortizedDiscount,110386.000,89689.000,68991.000,27596.000,6899.000,0.000,0.000,,,,,,600727.000,
DeferredCompensationCashbasedArrangementsLiabilityClassifiedNoncurrent,,,,,,14728.000,,,,,,,,
DeferredFinanceCostsCurrentNet,54045.000,52107.000,41014.000,14959.000,1933.000,0.000,0.000,,,35126.000,,,,
DeferredFinanceCostsNoncurrentNet,13025.000,1935.000,0.000,,,,,,,,45211.000,51659.000,42319.000,21334.000
DeferredRentCreditCurrent,,,,,,,2480.000,3235.000,3990.000,3990.000,0.000,,,
DeferredRentCreditNoncurrent,,,,,,,13542.000,12356.000,11170.000,10739.000,0.000,,,
DeferredRevenueCurrent,57193.000,61994.000,100761.000,107681.000,109198.000,111383.000,111708.000,114223.000,116461.000,119762.000,100928.000,79603.000,81705.000,84130.000
DeferredTaxAssetsLiabilitiesNet,,,,,,,0.000,,,,0.000,,,
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,,852000.000,,,,1250000.000,,,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost,,,,,,,0.000,,,,,,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsLossReserves,,,,,,,19000.000,,,,19000.000,,,
DeferredTaxAssetsValuationAllowance,,,,,,,-871000.000,,,,-1269000.000,,,
DepositLiabilitiesAccruedInterest,,,,44877.000,,14795.000,29753.000,44877.000,60000.000,75869.000,93419.000,114029.000,131811.000,
DepositsAssetsNoncurrent,10403.000,10403.000,10403.000,10403.000,10998.000,14451.000,14451.000,14451.000,14451.000,14451.000,9151.000,9151.000,9151.000,
DerivativeLiabilitiesCurrent,,,,,,,,,,,,990353.000,1467.000,149.000
FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisWithUnobservableInputs,,,,,,,,,,,,,,149.000
InterestPayableCurrent,,,,,,,,,,,,,,132864.000
InterestPayableCurrentAndNoncurrent,,,,,,,,,,,,,,132864.000
InventoryNet,24520.000,14646.000,11886.000,27100.000,29908.000,64203.000,267763.000,509920.000,231672.000,249145.000,41043.000,46122.000,117590.000,67310.000
Liabilities,1685564.000,1480225.000,1860395.000,1402308.000,1340956.000,1521389.000,1676140.000,2014577.000,2061607.000,1921186.000,2100063.000,2789083.000,2136459.000,1999373.000
LiabilitiesAndStockholdersEquity,2264663.000,1949059.000,2162547.000,1642641.000,1319057.000,1464545.000,1357982.000,1095680.000,828176.000,828136.000,645193.000,593699.000,813390.000,722791.000
LiabilitiesCurrent,1214686.000,989609.000,1398831.000,900663.000,819862.000,935313.000,1095381.000,1440343.000,1994072.000,1859496.000,2054703.000,2743530.000,2086970.000,1942476.000
LineOfCredit,,,,33799.000,33361.000,32959.000,31981.000,31050.000,30145.000,28426.000,28082.000,26763.000,26452.000,25661.000
LoansPayable,,,,32667.000,31857.000,31067.000,30297.000,29546.000,28814.000,28099.000,27403.000,26465.000,26027.000,
LongTermDebt,,,,538870.000,558319.000,564026.000,562278.000,560596.000,558959.000,619258.000,666843.000,568924.000,809412.000,915594.000
LongTermDebtCurrent,,,,,,526801.000,,,,,,76980.000,770394.000,869168.000
LongTermDebtNoncurrent,470878.000,490616.000,461564.000,501645.000,521094.000,586076.000,580759.000,574234.000,67535.000,61690.000,45360.000,45553.000,49489.000,56897.000
LongTermNotesPayable,,,,,,,,,,,,,,22821.000
MarketableSecuritiesRestrictedCurrent,,,,,,,60000.000,,,,0.000,,,
NotesPayableCurrent,44418.000,42772.000,41410.000,37225.000,37225.000,37225.000,35036.000,34028.000,33026.000,81260.000,642203.000,76980.000,53706.000,40720.000
NotesPayableToBankNoncurrent,31264.000,30305.000,29431.000,29241.000,27993.000,26802.000,27242.000,26568.000,25933.000,25266.000,24640.000,23748.000,23423.000,
OperatingLeasesFutureMinimumPaymentsDue,,,,,,,1304220.000,,,,768544.000,,,
OperatingLeasesFutureMinimumPaymentsDueCurrent,,,,,,,359752.000,,,,216793.000,,,
OperatingLeasesFutureMinimumPaymentsDueInFourYears,,,,,,,196869.000,,,,,,,
OperatingLeasesFutureMinimumPaymentsDueInThreeYears,,,,,,,281477.000,,,,196869.000,,,
OperatingLeasesFutureMinimumPaymentsDueInTwoYears,,,,,,,321517.000,,,,210279.000,,,
OperatingLeasesFutureMinimumPaymentsDueThereafter,,,,,,,144605.000,,,,144605.000,,,
OtherAccruedLiabilitiesCurrent,,,,,,,,,,,,,,48768.000
OtherAccruedLiabilitiesCurrentAndNoncurrent,,,,3282.000,27779.000,5608.000,20686.000,20686.000,40000.000,40000.000,40000.000,32046.000,13811.000,
OtherInventory,,,,,,,236000.000,384000.000,214000.000,163000.000,0.000,,0.000,0.000
PreferredStockParOrStatedValuePerShare,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.000
PreferredStockSharesAuthorized,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,20000000.000
PreferredStockSharesIssued,,,,,,,,,,,,0.000,0.000,
PreferredStockSharesOutstanding,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
PreferredStockValue,0.000,0.000,0.000,0.000,0.000,,,,,,0.000,0.000,0.000,
PrepaidExpenseAndOtherAssetsCurrent,26052.000,19698.000,133993.000,42077.000,99775.000,75049.000,43209.000,55656.000,49395.000,50797.000,50588.000,39328.000,26275.000,75018.000
PropertyPlantAndEquipmentGross,,,,598985.000,627439.000,,,,,,683290.000,683290.000,,
PropertyPlantAndEquipmentGrossExcludingCapitalLeasedAssets,,,,,,202261.000,,,,,,,,
PropertyPlantAndEquipmentNet,127178.000,120938.000,138619.000,194203.000,201289.000,259144.000,237879.000,216356.000,205907.000,183717.000,142636.000,123216.000,104383.000,86939.000
PropertyPlantAndEquipmentNetExcludingCapitalLeasedAssets,,,,,,63174.000,,,,,,,,
RestrictedCashAndCashEquivalents,,,,,90459.000,90496.000,,30573.000,30611.000,20454.000,,20475.000,4502.000,4502.000
RestrictedCashAndCashEquivalentsAtCarryingValue,,,,,,,30534.000,,,,20464.000,,,4503.000
RestrictedCashAndInvestments,,,,,,30496.000,,,,,,,,
RestrictedCashAndInvestmentsCurrent,,,,,,,90534.000,90573.000,90762.000,60454.000,20464.000,20475.000,4502.000,
RetainedEarningsAccumulatedDeficit,-6825772.000,-7255994.000,-7736515.000,-8003271.000,-8408375.000,-8494370.000,-8874174.000,-9547458.000,-9965140.000,-10130581.000,-10813597.000,-12148458.000,-14357960.000,-14816483.000
SaleLeasebackTransactionDeferredGainNet,,,,,,1725.000,,,,,,,,
SecurityDeposit,,,,,,,,,,,,,,9151.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestOutstandingNumber,,,,,,333334.000,,,,,,,,
StockholdersEquity,579099.000,468834.000,302152.000,240333.000,-21899.000,-56844.000,-318158.000,-918897.000,-1233431.000,-1093050.000,-1454870.000,-2195384.000,-1323069.000,-1276582.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,579099.000,468834.000,302152.000,240333.000,-21899.000,-56844.000,-318158.000,-918897.000,-1233431.000,-1093050.000,-1454870.000,-2195384.000,-1323069.000,-1276582.000
