,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,2889000.000,765000.000,3434000.000,1704000.000,1652000.000,1208000.000,1886000.000,1846000.000,886000.000,430000.000,276000.000
AccruedLiabilitiesCurrent,2483000.000,3478000.000,2320000.000,2943000.000,4005000.000,4954000.000,4291000.000,5971000.000,5458000.000,2389000.000,2143000.000
AccruedProfessionalFeesCurrent,710000.000,497000.000,397000.000,572000.000,597000.000,699000.000,614000.000,468000.000,734000.000,871000.000,1105000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,58000.000,,,,165000.000,,,,130000.000,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,,,-2000.000,8000.000,-55000.000,-5000.000,6000.000,3000.000,-1000.000,
AdditionalPaidInCapital,181732000.000,189830000.000,190485000.000,,,,,,,,
AdditionalPaidInCapitalCommonStock,,,,191298000.000,192289000.000,193194000.000,194253000.000,195245000.000,195891000.000,196233000.000,196604000.000
Assets,106983000.000,107744000.000,96650000.000,87410000.000,77607000.000,67974000.000,57710000.000,46857000.000,36721000.000,29761000.000,25831000.000
AssetsCurrent,106724000.000,107511000.000,96332000.000,86756000.000,76865000.000,67170000.000,56987000.000,46186000.000,36334000.000,29543000.000,25631000.000
AssetsFairValueDisclosure,,,,78312000.000,68341000.000,58295000.000,,,,,
AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,,,,1000.000,8000.000,0.000,0.000,6000.000,3000.000,0.000,
AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,,,,3000.000,0.000,55000.000,5000.000,,,1000.000,
AvailableForSaleDebtSecuritiesAmortizedCostBasis,,,,24112000.000,39927000.000,39989000.000,39952000.000,31765000.000,16085000.000,4176000.000,
AvailableForSaleSecuritiesDebtSecurities,,,,24110000.000,39935000.000,39934000.000,39947000.000,31771000.000,16088000.000,4175000.000,
CashAndCashEquivalentsAtCarryingValue,105464000.000,105256000.000,94162000.000,59084000.000,33168000.000,24023000.000,14303000.000,12156000.000,18630000.000,23223000.000,24400000.000
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,200000000.000,200000000.000,173018331.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000
CommonStockSharesIssued,21841742.000,22382340.000,22396540.000,22486944.000,22581545.000,22597144.000,22634825.000,22634825.000,22641651.000,22641651.000,22641651.000
