,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableAndAccruedLiabilitiesCurrent,51556907.000,64431194.000,62993900.000,72850272.000,62292672.000,76370016.000,96917401.000,121664750.000,168161000.000,160503000.000,172568000.000,145788000.000,119004000.000,120858000.000,149063000.000,96360000.000,78992000.000,55130000.000,55930000.000,61328000.000,71111000.000
AccountsPayableTradeCurrent,,2528046.000,267213.000,10049131.000,407591.000,286111.000,3829146.000,3287897.000,17207000.000,27127000.000,7269000.000,5493000.000,15326000.000,5812000.000,3123000.000,1085000.000,484000.000,880000.000,985000.000,1140000.000,2708000.000
AccountsReceivableNetCurrent,30419410.000,24346613.000,29520522.000,38600436.000,43842227.000,42461451.000,62937148.000,57484768.000,66835000.000,80644000.000,72292000.000,54574000.000,39273000.000,46755000.000,33286000.000,25322000.000,23391000.000,27536000.000,22167000.000,14479000.000,22085000.000
AccruedLiabilitiesCurrent,,2361200.000,2510000.000,2824300.000,4047200.000,3828200.000,4947900.000,5440000.000,4574000.000,3833000.000,6339000.000,3569000.000,4249000.000,3432000.000,8248000.000,4731000.000,4336000.000,4116000.000,3313000.000,2895000.000,2802000.000
AccruedReclamationCostsCurrent,,400000.000,400000.000,400000.000,400000.000,400000.000,186587.000,167704.000,166000.000,162000.000,162000.000,162000.000,162000.000,162000.000,162000.000,162000.000,162000.000,98000.000,0.000,0.000,
AccruedRoyaltiesCurrent,7963125.000,8485093.000,9733852.000,12552655.000,11503132.000,13655400.000,27292365.000,36240879.000,29230000.000,38289000.000,45951000.000,40659000.000,30215000.000,38566000.000,31446000.000,27613000.000,23905000.000,25638000.000,23197000.000,23773000.000,24788000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,224228.000,405824.000,611272.000,890093.000,1245821.000,1664596.000,2237696.000,,,,,,,,,,,,,,
AdditionalPaidInCapitalCommonStock,516083147.000,516878387.000,518321950.000,519425356.000,520895119.000,523361035.000,525637560.000,527752211.000,530088000.000,537135000.000,588794000.000,591511000.000,795618000.000,799534000.000,802866000.000,806386000.000,809161000.000,811497000.000,813351000.000,814990000.000,816380000.000
AssetRetirementObligation,,,,7333584.000,,,,11050032.000,,,,21626000.000,,,,25688000.000,,,,30833000.000,
AssetRetirementObligationCurrent,,,,,,,,,,,,162000.000,,,,,,,,,
Assets,725076029.000,810050486.000,925537805.000,1002489807.000,1048750286.000,1195092636.000,1299771823.000,1545935121.000,1620144000.000,1647115000.000,2066231000.000,2006089000.000,2114750000.000,2092886000.000,1943681000.000,1273367000.000,1420847000.000,1298166000.000,1224397000.000,1134478000.000,1135165000.000
