,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31
AccountsPayableCurrent,,3934.000,2509.000,5791.000,14.000,42.000,,263.000,0.000,0.000
AccountsPayableInterestBearingInterestRate,,,,,0.080,,0.800,,0.080,0.080
AccountsPayableRelatedPartiesCurrent,,24312.000,33880.000,34381.000,48408.000,50371.000,51213.000,56418.000,62819.000,65458.000
AccruedLiabilitiesCurrent,,2928.000,3111.000,3294.000,3477.000,3660.000,3843.000,4026.000,4209.000,4392.000
AdditionalPaidInCapital,,85.000,85.000,85.000,220.000,220.000,85.000,85.000,85.000,85.000
Assets,,0.000,26.000,4.000,0.000,0.000,,54.000,12.000,
AssetsCurrent,,0.000,,4.000,0.000,0.000,,54.000,12.000,
BankOverdrafts,,,,,,,,0.000,0.000,30.000
Cash,,0.000,26.000,4.000,0.000,0.000,,54.000,12.000,
CashAndCashEquivalentsAtCarryingValue,0.000,0.000,26.000,4.000,,,,54.000,12.000,
CommonStockNoParValue,,,,0.000,,,,0.000,0.000,0.000
CommonStockParOrStatedValuePerShare,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CommonStockShareSubscribedButUnissuedSubscriptionsReceivable,,135.000,-135.000,-135.000,-220.000,-220.000,-85.000,-85.000,-85.000,-85.000
CommonStockSharesAuthorized,,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000
CommonStockSharesIssued,,1500000.000,1500000.000,1500000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000
CommonStockSharesOutstanding,,1500000.000,1000000.000,1500000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000
CommonStockValue,,150.000,150.000,150.000,100.000,100.000,100.000,100.000,100.000,100.000
DeferredTaxAssetsGross,,,,0.000,-20750.000,,-16500.000,-23700.000,-25900.000,-26870.000
DeferredTaxAssetsNetCurrent,,,,-16000.000,,,,,,
DeferredTaxAssetsOperatingLossCarryforwardsStateAndLocal,,,,,61049.000,,,,,
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,,,,52712.000,61149.000,63323.000,64310.000,69903.000,76266.000,79130.000
DueToRelatedPartiesCurrent,,,,,48408.000,,51213.000,56418.000,62819.000,65458.000
Liabilities,,40324.000,48650.000,52616.000,61049.000,63223.000,64210.000,69857.000,76178.000,79030.000
LiabilitiesAndStockholdersEquity,,0.000,26.000,4.000,0.000,0.000,,54.000,12.000,0.000
LiabilitiesCurrent,,40324.000,,52616.000,61049.000,63223.000,64210.000,69857.000,76178.000,79030.000
NotesPayableRelatedPartiesCurrent,,9150.000,9150.000,9150.000,9150.000,9150.000,9150.000,9150.000,9150.000,9150.000
OperatingLossCarryforwards,,,,,,,,69900.000,76200.000,76200.000
PreferredStockParOrStatedValuePerShare,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesAuthorized,,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000
PreferredStockSharesIssued,,0.000,0.000,,,0.000,,0.000,0.000,0.000
PreferredStockSharesOutstanding,,0.000,0.000,0.000,,0.000,,0.000,0.000,0.000
PreferredStockValue,,0.000,0.000,,,,,0.000,0.000,0.000
RetainedEarningsAccumulatedDeficit,,-40424.000,-48724.000,-52712.000,-61149.000,-63323.000,-64310.000,-69903.000,-76266.000,-79130.000
StockholdersEquity,,-40324.000,-48624.000,-52612.000,-61049.000,-63223.000,-64210.000,-69803.000,-76166.000,-79030.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,,-40324.000,-48624.000,-52612.000,-61049.000,-63223.000,,-69803.000,-76166.000,-79030.000
ValuationAllowanceAmount,,,,-34.000,20750.000,,16500.000,23700.000,25900.000,26870.000
ValuationAllowancesAndReservesBalance,,,,16000.000,,,,,,
