,2015-12-31,2016-12-31
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,1885000.000,3795000.000
AdjustmentsToAdditionalPaidInCapitalTaxEffectFromShareBasedCompensation,1536000.000,
AdvertisingExpense,83600000.000,101200000.000
AmortizationOfDeferredCharges,100000.000,
AmortizationOfFinancingCosts,122000.000,122000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,49795.000,275194.000
CashAndCashEquivalentsPeriodIncreaseDecrease,128465000.000,68403000.000
ComprehensiveIncomeNetOfTax,89357000.000,130533000.000
CostOfGoodsSold,608616000.000,634095000.000
CurrentFederalTaxExpenseBenefit,60837000.000,57605000.000
CurrentForeignTaxExpenseBenefit,,41000.000
CurrentIncomeTaxExpenseBenefit,68001000.000,64579000.000
CurrentStateAndLocalTaxExpenseBenefit,7164000.000,6933000.000
DeferredCompensationArrangementWithIndividualCompensationExpense,19000.000,
DeferredCompensationArrangementWithIndividualSharesIssued,96667.000,
DeferredFederalIncomeTaxExpenseBenefit,-9855000.000,9391000.000
DeferredForeignIncomeTaxExpenseBenefit,,-47000.000
DeferredIncomeTaxExpenseBenefit,-12071000.000,11988000.000
DeferredIncomeTaxesAndTaxCredits,-12071000.000,11988000.000
DeferredStateAndLocalIncomeTaxExpenseBenefit,-2216000.000,2644000.000
DefinedContributionPlanCostRecognized,1000000.000,1000000.000
DefinedContributionPlanEmployerMatchingContributionPercentOfMatch,0.040,0.040
DepreciationDepletionAndAmortization,8200000.000,9200000.000
EarningsPerShareBasic,0.460,0.660
EarningsPerShareDiluted,0.450,0.650
EffectOfExchangeRateOnCashAndCashEquivalents,-25000.000,-157000.000
EffectiveIncomeTaxRateContinuingOperations,0.385,0.370
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,0.350,0.350
EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,0.005,0.005
EffectiveIncomeTaxRateReconciliationDeductionsQualifiedProductionActivities,0.013,0.014
EffectiveIncomeTaxRateReconciliationNondeductibleExpense,0.020,0.007
EffectiveIncomeTaxRateReconciliationOtherAdjustments,-0.010,-0.016
EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes,0.025,0.033
EffectiveIncomeTaxRateReconciliationTaxContingencies,0.008,0.005
ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,1536000.000,0.000
ExcessTaxBenefitFromShareBasedCompensationOperatingActivities,1536000.000,0.000
GainLossOnSaleOfPropertyPlantEquipment,-89000.000,-49000.000
GainsLossesOnExtinguishmentOfDebt,0.000,
GrossProfit,418831000.000,515683000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,147427000.000,211419000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesForeign,-2109000.000,-4611000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,145318000.000,206808000.000
IncomeTaxExaminationPenaltiesExpense,,400000.000
IncomeTaxExpenseBenefit,55930000.000,76567000.000
IncomeTaxesPaid,54900000.000,54500000.000
IncreaseDecreaseInAccountsPayable,-1733000.000,4563000.000
IncreaseDecreaseInAccountsReceivable,1487000.000,35509000.000
IncreaseDecreaseInDeferredCompensation,19000.000,0.000
IncreaseDecreaseInInventories,-5140000.000,-12493000.000
IncreaseDecreaseInOtherOperatingLiabilities,17873000.000,23596000.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,1189000.000,2109000.000
IncreaseDecreaseInRestrictedCash,0.000,308000.000
IncrementalCommonSharesAttributableToShareBasedPaymentArrangements,2113653.000,2985662.000
InterestCostsCapitalized,,400000.000
InterestExpense,15091000.000,14619000.000
InterestExpenseDebt,,15000000.000
InterestPaid,15000000.000,15000000.000
InvestmentIncomeInterest,294000.000,505000.000
LeaseAndRentalExpense,5600000.000,5300000.000
LineOfCreditFacilityCommitmentFeePercentage,0.005,0.005
LitigationSettlementAmount,32000000.000,
LossContingencyLossInPeriod,32000000.000,32000000.000
NetCashProvidedByUsedInFinancingActivities,-173000.000,-2045000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-173000.000,-2045000.000
NetCashProvidedByUsedInInvestingActivities,-9556000.000,-56638000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-9556000.000,-56638000.000
NetCashProvidedByUsedInOperatingActivities,138219000.000,127243000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,138219000.000,127243000.000
NetIncomeLoss,89388000.000,130241000.000
OperatingIncomeLoss,160115000.000,220922000.000
OtherComprehensiveIncomeLossBeforeTax,-31000.000,292000.000
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentBeforeTax,-31000.000,292000.000
OtherComprehensiveIncomeLossNetOfTax,-31000.000,292000.000
OtherComprehensiveIncomeLossTaxPortionAttributableToParent1,0.000,0.000
PaymentsForLegalSettlements,,32000000.000
PaymentsForProceedsFromProductiveAssets,,-15000.000
PaymentsOfDebtIssuanceCosts,0.000,
PaymentsToAcquireProductiveAssets,9556000.000,56345000.000
