,2013-01-31,2013-04-30,2013-07-31,2013-10-31,2014-01-31,2014-04-30,2014-07-31,2014-10-31,2015-01-31,2015-04-30,2015-07-31,2015-10-31,2016-01-31,2016-04-30,2016-07-31,2016-10-31,2017-01-31,2017-04-30
AccountsPayableAndAccruedLiabilitiesCurrent,,,,,,,5199.000,9302.000,8300.000,2000.000,12223.000,23775.000,6001.000,15504.000,60169.000,31863.000,14291.000,17380.000
AccountsPayableCurrent,,5269.000,300.000,,,6475.000,,,,,,,,,,,,
AdditionalPaidInCapitalCommonStock,27300.000,27300.000,27300.000,27300.000,27300.000,42067.000,949757.000,6140879.000,11202391.000,14145391.000,14145391.000,14145391.000,14145391.000,8954269.000,8954269.000,8954269.000,8954269.000,8954269.000
Assets,21461.000,12518.000,3566.000,1685.000,,31221.000,918288.000,873542.000,5850584.000,8759409.000,8726386.000,8698543.000,8657703.000,8622565.000,8382920.000,8318402.000,8253995.000,8241201.000
AssetsCurrent,21461.000,12518.000,3566.000,1685.000,,31221.000,918288.000,873542.000,801584.000,767409.000,734386.000,706543.000,665703.000,630565.000,390920.000,326402.000,231995.000,219201.000
AssetsFairValueDisclosureRecurring,,,,,,,,,,,,,,,390660.000,,,
Cash,,,,,,,,,,,734386.000,,,,390660.000,326402.000,231995.000,187851.000
CashAndCashEquivalentsAtCarryingValue,21461.000,12518.000,3566.000,,,31221.000,915853.000,860400.000,800504.000,765683.000,,706543.000,515703.000,415005.000,,,,
CashAndCashEquivalentsFairValueDisclosure,,,,,,,,,,,,,,,390660.000,,,
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000
CommonStockSharesIssued,11700000.000,11700000.000,11700000.000,11700000.000,11700000.000,46933000.000,49333332.000,49333332.000,52042286.000,52042286.000,52042286.000,52042286.000,52042286.000,52042286.000,52042286.000,52042286.000,52042286.000,52042286.000
CommonStockSharesOutstanding,11700000.000,11700000.000,11700000.000,11700000.000,11700000.000,46933000.000,49333332.000,49333332.000,52042286.000,52042286.000,52042286.000,52042286.000,52042286.000,52042286.000,52042286.000,52042286.000,52042286.000,52042286.000
CommonStockValue,11700.000,11700.000,,,,46933.000,49333.000,49333.000,52042.000,52042.000,52042.000,52042.000,52042.000,52042.000,52042.000,52042.000,52042.000,52042.000
