,2011-09-30,2011-12-31,2012-03-31,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30
AccountsPayableCurrent,71408000.000,62275000.000,102970000.000,84744000.000,60153000.000,44731000.000,72212000.000,44802000.000,38033000.000,56199000.000,32907000.000,27636000.000,27364000.000,32697000.000,34809000.000
AccruedBonusesCurrent,,,,,1882000.000,,,,3210000.000,,,,1376000.000,,
AccruedBonusesCurrentAndNoncurrent,,,,,,,,,,,,,700000.000,,
AccruedLiabilitiesAndOtherLiabilities,,,,,5425000.000,,,,2359000.000,,,,921000.000,,
AccruedLiabilitiesCurrent,26617000.000,20549000.000,14147000.000,23680000.000,90100000.000,64599000.000,96154000.000,54422000.000,88625000.000,79219000.000,94748000.000,61370000.000,15196000.000,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,248313000.000,270656000.000,288083000.000,334172000.000,346824000.000,389912000.000,428735000.000,454534000.000,494036000.000,539766000.000,592901000.000,643863000.000
AcquisitionCostsCumulative,,,,,135723000.000,,,,133197000.000,,,,,,
AdditionalPaidInCapital,419354000.000,420412000.000,422065000.000,492603000.000,493804000.000,499180000.000,508340000.000,509806000.000,510062000.000,531066000.000,532638000.000,560004000.000,557111000.000,557072000.000,557536000.000
AssetRetirementObligation,,,,65246000.000,176076000.000,166399000.000,156813000.000,166055000.000,170429000.000,164664000.000,171364000.000,156226000.000,106482000.000,94194000.000,59737000.000
AssetRetirementObligationCurrent,,,,-8051000.000,36255000.000,35368000.000,-30459000.000,35945000.000,48895000.000,49114000.000,49823000.000,48395000.000,40547000.000,29835000.000,18338000.000
AssetRetirementObligationsNoncurrent,,,,57195000.000,139821000.000,131031000.000,126354000.000,130110000.000,121534000.000,115550000.000,121541000.000,107831000.000,65935000.000,64359000.000,41399000.000
Assets,970103000.000,924991000.000,1404755000.000,1266837000.000,1442472000.000,1502251000.000,1546472000.000,1508089000.000,1524842000.000,1532613000.000,1555725000.000,1342607000.000,734576000.000,576753000.000,458769000.000
AssetsCurrent,203742000.000,133525000.000,550549000.000,120078000.000,126361000.000,151694000.000,193335000.000,133549000.000,160231000.000,186603000.000,233751000.000,221726000.000,164754000.000,137589000.000,127807000.000
BusinessAcquisitionCostOfAcquiredEntityLiabilitiesIncurred,,,,17263000.000,,,,,,,,,,,
CapitalizedCostsAccumulatedDepreciationDepletionAmortizationAndValuationAllowanceForRelatingToOilAndGasProducingActivities,,,,,265607000.000,,,,382795000.000,,,,531073000.000,,
CapitalizedCostsMineralInterestsInProvedProperties,,,,,349433000.000,,,,368661000.000,,,,10784000.000,,
CapitalizedCostsMineralInterestsInUnprovedProperties,,,,,915801000.000,,,,1084668000.000,,,,989758000.000,,
CapitalizedCostsOfUnprovedPropertiesExcludedFromAmortizationCumulative,235074000.000,258334000.000,284523000.000,359578000.000,349433000.000,343273000.000,384003000.000,388617000.000,368660000.000,370815000.000,375694000.000,390504000.000,10784000.000,11466000.000,0.000
CapitalizedCostsOilAndGasProducingActivitiesGross,,,,,1265234000.000,,,,1453329000.000,,,,1000542000.000,,
CapitalizedCostsOilAndGasProducingActivitiesNet,,,,,999627000.000,,,,1070534000.000,,,,469469000.000,,
CashAndCashEquivalentsAtCarryingValue,185030000.000,106036000.000,18186000.000,75722000.000,59185000.000,80781000.000,130790000.000,60357000.000,34742000.000,55490000.000,83209000.000,97745000.000,81850000.000,66498000.000,48514000.000
CommitmentsAndContingencies,,0.000,,,,,,,,,,,,,
CommonStockParOrStatedValuePerShare,,,,,,,,,0.001,,,,0.001,,
CommonStockSharesAuthorized,,,,,,,,,125000000.000,,,,125000000.000,,
CommonStockSharesIssued,,,,,,,47137000.000,47119000.000,46981000.000,50395000.000,50479000.000,53016000.000,52900000.000,52834000.000,52828000.000
CommonStockSharesOutstanding,37650000.000,37663.000,37956000.000,46658000.000,46691.000,47200000.000,47137000.000,47119000.000,46981000.000,50395000.000,50479000.000,53016000.000,52900000.000,52834000.000,52828000.000
CommonStockValue,38000.000,38000.000,38000.000,47000.000,47000.000,47000.000,47000.000,47000.000,47000.000,50000.000,50000.000,53000.000,53000.000,53000.000,53000.000
DebtCurrent,14850000.000,12350000.000,14850000.000,12500000.000,15713000.000,0.000,115163000.000,115163000.000,,2140000.000,2131000.000,776151000.000,432181000.000,433141000.000,434112000.000
DebtInstrumentCarryingAmount,,,,845692000.000,874192000.000,876206000.000,878277000.000,880408000.000,882600000.000,912192000.000,913169000.000,1230246000.000,1230246000.000,1230246000.000,1230246000.000
DebtInstrumentUnamortizedDiscount,,,,-20266000.000,-14686000.000,-13957000.000,13220000.000,12476000.000,11722000.000,,,,,,
DebtInstrumentUnamortizedDiscountPremiumNet,,,,,,,,,,18223000.000,16916000.000,22895000.000,7819000.000,6859000.000,5888000.000
DeferredFinanceCostsCurrentNet,,,,,,,,,22134000.000,,,,9186000.000,,
DeferredFinanceCostsNoncurrentNet,,,,,30599000.000,,,,,,,,,,
DeferredIncomeTaxLiabilities,,,,,502052000.000,,,,544712000.000,,,,208947000.000,,
DeferredRevenue,,,,,,61857000.000,,,,,57811000.000,33931000.000,14157000.000,,
DeferredRevenueCurrent,,,,,,,,40691000.000,20965000.000,2152000.000,57811000.000,33931000.000,14157000.000,594000.000,40000.000
DeferredTaxAssetsGross,,,,,452945000.000,,,,528252000.000,,,,498231000.000,,
DeferredTaxAssetsInventory,,,,,8089000.000,,,,2185000.000,,,,769000.000,,
DeferredTaxAssetsNet,,,,,368254000.000,,,,425081000.000,,,,162980000.000,,
DeferredTaxAssetsPropertyPlantAndEquipment,,,,,19596000.000,,,,14086000.000,,,,19633000.000,,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefits,,,,,2268000.000,,,,2401000.000,,,,1861000.000,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAssetRetirementObligations,,,,,87787000.000,,,,84941000.000,,,,53140000.000,,
DeferredTaxAssetsUnrealizedLossesOnTradingSecurities,,,,,0.000,,,,,,,,,,
DeferredTaxAssetsValuationAllowance,,,,,84691000.000,,,,103171000.000,,,,335251000.000,,
DeferredTaxLiabilities,,,,,133798000.000,,,,119631000.000,,,,45967000.000,,
DeferredTaxLiabilitiesFinancingArrangements,,,,,630000.000,,,,471000.000,,,,,,
DeferredTaxLiabilitiesNoncurrent,117839000.000,115759000.000,106745000.000,111806000.000,141887000.000,154354000.000,125146000.000,127658000.000,146213000.000,173847000.000,183501000.000,151177000.000,56670000.000,39118000.000,34480000.000
DeferredTaxLiabilitiesOther,,,,,0.000,,,,,,,,,,
DeferredTaxLiabilitiesPropertyPlantAndEquipment,,,,,478719000.000,,,,526274000.000,,,,192847000.000,,
DeferredTaxLiabilitiesUnrealizedGainsOnTradingSecurities,,,,,0.000,,,,,,,,,,
DerivativeAssetFairValueNet,,,,104000.000,,,,,,,,,,,
DerivativeFinancialInstrumentsLiabilitiesFairValueDisclosure,,,,-14721000.000,7402000.000,-5822000.000,-7099000.000,,,,,,,,
DerivativeLiabilities,,,,,,,,-6244000.000,9245000.000,8166000.000,6156000.000,169000.000,,,
DerivativeLiabilityNotionalAmount,,,,,,,,,9245000.000,,,,,,
DividendsPayableCurrent,,,,,1617000.000,,,,1774000.000,,,,,,
DueFromRelatedPartiesCurrent,,,,,0.000,0.000,,,,,,,,,
DueFromRelatedPartiesNoncurrent,,,,,0.000,0.000,,,,,,,,,
DueToRelatedPartiesCurrent,,,,,0.000,0.000,,,,,,,,,
DueToRelatedPartiesNoncurrent,,,,,0.000,0.000,,,,,,,,,
EmbeddedDerivativeFairValueOfEmbeddedDerivativeLiability,,,,-14825000.000,7402000.000,,,6244000.000,9245000.000,7586000.000,6156000.000,,,,
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognized,,,,10300000.000,7700000.000,11500000.000,9600000.000,8000000.000,5000000.000,10100000.000,9500000.000,7700000.000,2100000.000,3400000.000,2900000.000
EnergyRelatedInventoryPetroleum,,,,,5127000.000,,,,5117000.000,,,,9927000.000,,
EquityMethodInvestmentOwnershipPercentage,,,,,,,,0.440,,,,,,,
EquityMethodInvestments,,,,,0.000,0.000,,,,,,,,,
ExplorationCostsCumulative,,,,,188481000.000,,,,202562000.000,,,,10784000.000,,
FairValueMeasurementWithUnobservableInputsReconciliationsRecurringBasisLiabilityValue,,,,-14822000.000,7402000.000,5822000.000,-7099000.000,-6244000.000,9245000.000,8166000.000,6156000.000,,,,
FurnitureAndFixturesGross,,,,8744000.000,8863000.000,8996000.000,8733000.000,8733000.000,8734000.000,8733000.000,8733000.000,8733000.000,8733000.000,8733000.000,8733000.000
Goodwill,211886000.000,211886000.000,211886000.000,258973000.000,262764000.000,259238000.000,259238000.000,259238000.000,259238000.000,259238000.000,259238000.000,,,,
IncomeTaxExaminationLiabilityRefundAdjustmentFromSettlementWithTaxingAuthority,,,,,,,,,,,,,21500000.000,,
InterestAndDividendsPayableCurrent,,,,,,,,,,,,40732000.000,,,
InterestPayableCurrent,,,,,25932000.000,,,,29512000.000,,,,,,
Liabilities,728278000.000,727209000.000,1241037000.000,1117994000.000,1299338000.000,1368243000.000,1417644000.000,1418137000.000,1462751000.000,1494841000.000,1553510000.000,1633897000.000,1493236000.000,1446113000.000,1415292000.000
LiabilitiesAndStockholdersEquity,970103000.000,924991000.000,1404755000.000,1266837000.000,1442472000.000,1502251000.000,1546472000.000,1508089000.000,1524842000.000,1532613000.000,1555725000.000,1342607000.000,734576000.000,576753000.000,458769000.000
LiabilitiesCurrent,112875000.000,95174000.000,131967000.000,120924000.000,165966000.000,195679000.000,304362000.000,274245000.000,221790000.000,260543000.000,313430000.000,939820000.000,529445000.000,501599000.000,498289000.000
LiabilitiesSubjectToCompromise,,,,,,,,,,,,,841044000.000,840900000.000,840992000.000
LiabilitiesSubjectToCompromiseDebtAndAccruedInterest,,,,,,,,,,,,,790246000.000,790246000.000,790246000.000
LongTermDebt,,,936090000.000,,,,,,870878000.000,,,,432181000.000,,
LongTermDebtCurrent,,,,-12500000.000,-15713000.000,0.000,-115163000.000,115163000.000,,2140000.000,2131000.000,776151000.000,432181000.000,433141000.000,434112000.000
LongTermDebtFairValue,,,,,,,,,868406000.000,,,,446139000.000,,
LongTermDebtMaturitiesRepaymentsOfPrincipalAfterYearFive,,,,,554000000.000,,,,,,,,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInNextTwelveMonths,,,,,15713000.000,,,,115163000.000,,,,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFive,,,,,0.000,,,,554000000.000,,,,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFour,,,,,205029000.000,,,,,,,,554000000.000,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearThree,,,,,0.000,,,,213437000.000,,,,457500000.000,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearTwo,,,,,99450000.000,,,,,,,,220316000.000,,
LongTermDebtNoncurrent,454286000.000,455028000.000,456090000.000,812926000.000,843793000.000,862249000.000,749894000.000,752769000.000,870878000.000,891829000.000,894122000.000,431200000.000,,,
NoncurrentAssets,,,,,,,,,1364611000.000,,,,469581000.000,,
OilAndGasPropertyFullCostMethodGross,,,,1075938000.000,,1311897000.000,1380273000.000,1416997000.000,1453329000.000,1473777000.000,1478082000.000,1503592000.000,1000542000.000,927903000.000,864911000.000
OperatingLeasesFutureMinimumPaymentsDueCurrent,,,,,1665000.000,,,,1723000.000,,,,1018000.000,,
OperatingLeasesFutureMinimumPaymentsDueInFiveYears,,,,,255000.000,,,,,,,,,,
OperatingLeasesFutureMinimumPaymentsDueInFourYears,,,,,1250000.000,,,,255000.000,,,,,,
OperatingLeasesFutureMinimumPaymentsDueInThreeYears,,,,,1474000.000,,,,1516000.000,,,,255000.000,,
OperatingLeasesFutureMinimumPaymentsDueInTwoYears,,,,,1457000.000,,,,1743000.000,,,,785000.000,,
OperatingLeasesFutureMinimumPaymentsDueThereafter,,,,,0.000,,,,,,,,,,
OtherAccruedLiabilitiesCurrent,,,,,,,,,,,,,15196000.000,5332000.000,10990000.000
OtherAssetsCurrent,12210000.000,18840000.000,25335000.000,28047000.000,1606000.000,,,,2753000.000,,,,4258000.000,,
OtherAssetsMiscellaneousNoncurrent,,,,,2017000.000,,,,,,,,,,
OtherAssetsNoncurrent,27326000.000,30384000.000,48347000.000,51417000.000,49906000.000,58509000.000,39065000.000,36396000.000,33222000.000,32997000.000,30455000.000,13059000.000,72000.000,73000.000,71000.000
OtherLiabilities,,,,,147692000.000,,,136798000.000,131370000.000,127789000.000,132457000.000,111700000.000,66077000.000,64496000.000,41531000.000
OtherLiabilitiesNoncurrent,43278000.000,61248000.000,66235000.000,72338000.000,147692000.000,155961000.000,134075000.000,136798000.000,131370000.000,127789000.000,132457000.000,111700000.000,66077000.000,64496000.000,41531000.000
PreferredStockValue,,0.000,,,0.000,,,,,,,,,,
PrepaidExpenseAndOtherAssetsCurrent,,,,,20995000.000,40562000.000,33933000.000,48696000.000,60318000.000,82896000.000,103550000.000,90100000.000,47397000.000,36821000.000,26425000.000
PrepaidInsurance,,,,,3330000.000,,,,3707000.000,,,,5899000.000,,
PropertyPlantAndEquipmentGross,,,,1084682000.000,1274097000.000,1320893000.000,1389006000.000,1425730000.000,1462063000.000,1482510000.000,1486815000.000,1512325000.000,1009275000.000,936636000.000,873644000.000
PropertyPlantAndEquipmentNet,527149000.000,549196000.000,593973000.000,836369000.000,1003441000.000,1032810000.000,1054834000.000,1078906000.000,1072151000.000,1053775000.000,1032281000.000,1018289000.000,469509000.000,343735000.000,229781000.000
ReceivablesNetCurrent,6502000.000,8649000.000,13594000.000,16131000.000,46003000.000,30173000.000,28612000.000,24496000.000,65171000.000,48217000.000,46992000.000,33881000.000,35507000.000,34270000.000,52868000.000
RestrictedCashAndCashEquivalents,0.000,0.000,493434000.000,178000.000,178000.000,178000.000,,,,,,,,,
RestrictedCashAndCashEquivalentsNoncurrent,,,,,,,,,,,,89533000.000,100241000.000,95356000.000,101110000.000
RetainedEarningsAccumulatedDeficit,-220683000.000,-265784000.000,-301501000.000,-386923000.000,-393833000.000,-408335000.000,-422675000.000,-463017000.000,-491134000.000,-536460000.000,-573589000.000,-868241000.000,-1332718000.000,-1443379000.000,-1531006000.000
SecuredDebt,,,,,115163000.000,,,,,,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsNonvestedWeightedAverageGrantDateFairValue,,,,10.390,,,,,,,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableNumber,,,,,,,187000.000,187000.000,,119000.000,119000.000,114000.000,,20000.000,20000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableWeightedAverageExercisePrice,,,,,,,6.710,6.720,,7.560,7.560,7.530,,5.830,5.830
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingIntrinsicValue,,,,,,,4000.000,98000.000,,,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingNumber,,,,,,,187000.000,187000.000,,119000.000,119000.000,114000.000,,20000.000,20000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingWeightedAverageExercisePrice,,,,,,,6.710,6.720,,7.560,7.560,7.530,,5.830,5.830
ShareBasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeNumberOfExercisableOptions,,,,,188000.000,,,,120.000,,,,107.000,,
ShareBasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeNumberOfOutstandingOptions,,,,,188000.000,,,,120.000,,,,107.000,,
SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsExercisableIntrinsicValue1,,,,,,,4000.000,98000.000,,,,,,,
SharebasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeExercisableOptionsWeightedAverageExercisePrice1,,,,,6.720,,,,7.550,,,,7.760,,
SharebasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeOutstandingOptionsWeightedAverageExercisePriceBeginningBalance1,,,,,,,,,7.550,,,,7.760,,
StandardizedMeasureOfDiscountedFutureNetCashFlowsRelatingToProvedOilAndGasReserves,,,,,498978000.000,,,,535682000.000,,,,523735000.000,,
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,198122000.000,154079000.000,120015000.000,105140000.000,99431000.000,90305000.000,85125000.000,46249000.000,18388000.000,-5931000.000,-41488000.000,-308771000.000,-776141000.000,-886841000.000,-974004000.000
TemporaryEquityCarryingAmount,43703000.000,43703000.000,43703000.000,,,,,,,,,,,,
TemporaryEquityCarryingAmountAttributableToParent,,,,,43703000.000,43703000.000,43703000.000,43703000.000,43703000.000,43703000.000,43703000.000,17481000.000,17481000.000,17481000.000,17481000.000
TemporaryEquityRedemptionValue,37000000.000,37000000.000,37000000.000,,,,,,,,,,,,
TreasuryStockShares,72000.000,72.000,72000.000,72000.000,72.000,72000.000,72000.000,72000.000,72000.000,72000.000,72000.000,72000.000,72000.000,72000.000,72000.000
TreasuryStockValue,587000.000,587000.000,587000.000,587000.000,587000.000,587000.000,587000.000,587000.000,587000.000,587000.000,587000.000,587000.000,587000.000,587000.000,587000.000
UnrecognizedTaxBenefits,,,,,,,,,6820000.000,,,,,,
