,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,480.000,0.000,0.000,0.000,650.000,0.000,0.000,0.000,425.000,0.000,0.000,1550.000,4100.000,0.000,0.000,4201.000,0.000,0.000,0.000,0.000,15.000,15.000
AdditionalPaidInCapital,,82828.000,82828.000,82828.000,82828.000,82828.000,82828.000,82828.000,82828.000,82828.000,82828.000,82828.000,82828.000,82828.000,82828.000,82828.000,82828.000,82828.000,82828.000,82828.000,82828.000,82828.000
AdditionalPaidInCapitalCommonStock,82828.000,,,,,,,,,,,,,,,,,,,,,
Assets,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6250.000,4375.000,625.000,0.000,0.000,0.000,0.000,0.000,0.000
AssetsCurrent,,,,,,,,,,,,,,6250.000,4375.000,625.000,0.000,0.000,0.000,0.000,0.000,0.000
Cash,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,
CashAndCashEquivalentsAtCarryingValue,0.000,0.000,,,,,,,,,,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000
CommonStockSharesIssued,1249816.000,1249816.000,1249816.000,1249816.000,1249816.000,1249816.000,1249816.000,1249816.000,1249816.000,1249816.000,1249816.000,1249816.000,1249816.000,1249816.000,1249816.000,1249816.000,1249816.000,1249816.000,1249816.000,1249816.000,1249816.000,1249816.000
CommonStockSharesOutstanding,1249816.000,1249816.000,1249816.000,1249816.000,1249816.000,1249816.000,1249816.000,1249816.000,1249816.000,1249816.000,1249816.000,1249816.000,1249816.000,1249816.000,1249816.000,1249816.000,1249816.000,1249816.000,1249816.000,1249816.000,1249816.000,1249816.000
CommonStockValue,1250.000,1250.000,1250.000,1250.000,1250.000,1250.000,1250.000,1250.000,1250.000,1250.000,1250.000,1250.000,1250.000,1250.000,1250.000,1250.000,1250.000,1250.000,1250.000,1250.000,1250.000,1250.000
DeferredTaxAssetsNet,,,,,,,,0.000,,,,0.000,,,,,,,0.000,,,
DeferredTaxAssetsOperatingLossCarryforwards,,,,164200.000,,,,175120.000,,,,185892.000,,,,,,,215170.000,,,
DeferredTaxAssetsOther,,,,7979.000,,,,17849.000,,,,29871.000,,,,,,,62671.000,,,
DeferredTaxAssetsOtherTaxCarryforwards,,,,2713.000,,,,6068.000,,,,10156.000,,,,,,,21308.000,,,
DeferredTaxAssetsValuationAllowance,,,,,,,,58541.000,,,,-65609.000,,,,,,,94466.000,,,
DeferredTaxAssetsValuationAllowanceNoncurrent,,,,,,,,,,,,,,,,,,,83897.000,,,
