,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,369340.000,,,,1190340.000,,,,3569.000,,,,,,,,,,,
AllocatedShareBasedCompensationExpense,,,,,,,,,,,,13963.000,,,,,,30000.000,,,
AmortizationOfDebtDiscountPremium,,,,,,,,,,400765.000,,,,26252.000,,,,15562.000,,,
AmortizationOfFinancingCostsAndDiscounts,,,,,,,,,,,,,,,,,,,48626.000,91951.000,
AmortizationOfIntangibleAssets,,,,,,,,,,,,,,,,,,12163.000,,12298.000,
AssetRetirementObligationAccretionExpense,,13026.000,12914.000,19849.000,12923.000,14557.000,14342.000,14138.000,19831.000,14674.000,8549.000,,,2385.000,2400.000,13328.000,9461.000,22296.000,0.000,0.000,21502.000
AssetRetirementObligationForeignCurrencyTranslation,,,,,,-32744.000,,,,-50619.000,,,,,,,,,,,
AssetRetirementObligationLiabilitiesIncurred,,,,,,,,,,,,,,87411.000,,,,,,,
AssetRetirementObligationLiabilitiesSettled,,,,,,,,,,,,,,-183797.000,,,,,,,
BusinessCombinationAcquisitionRelatedCosts,,,-4189836.000,-593.000,,0.000,0.000,0.000,0.000,,,,,,,,,,,,
BusinessCombinationContingentConsiderationArrangementsChangeInAmountOfContingentConsiderationLiability,,43424.000,,,,,,,,,,,,,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,-5876.000,,,,-2634.000,,,,-62961.000,,,,-559241.000,,,,199657.000,,,
CashAndCashEquivalentsPeriodIncreaseDecreaseExcludingExchangeRateEffect,,,,,,,,,,,,,,-559241.000,,,,,,,
CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations,,,,,,,,,,,,,,,,,,-2967.000,,,
ComprehensiveIncomeNetOfTax,,-1038444.000,-5530226.000,-1034188.000,-1483412.000,-1856704.000,-646746.000,-1733819.000,-8229533.000,-704373.000,-905531.000,292427.000,-1055340.000,-8911076.000,-1871002.000,,,,,,
CostOfServices,,,,,,,,,,,,,,,1123545.000,1071639.000,,,591474.000,700560.000,
Depreciation,,,,,,,,,,,,,,,,,,178145.000,,179865.000,
DepreciationDepletionAndAmortization,29309.000,420785.000,381799.000,326282.000,-83324.000,184986.000,167695.000,70132.000,-132846.000,158162.000,49850.000,,,56284.000,,250984.000,,,,,
DerivativeGainLossOnDerivativeNet,,,,,,,,-632317.000,,213168.000,,,,,,,,,,,
