,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30
AccountsPayableCurrentAndNoncurrent,588000.000,785000.000,,,,,,,,,,,,,,,
AccountsPayableTradeCurrent,554000.000,415000.000,,,65000.000,11000.000,244000.000,21000.000,175000.000,561000.000,838000.000,830000.000,257000.000,390000.000,329000.000,133000.000,60000.000
AccountsReceivableNetCurrent,1775000.000,1706000.000,147000.000,,75000.000,239000.000,203000.000,284000.000,387000.000,447000.000,334000.000,301000.000,279000.000,268000.000,138000.000,99000.000,117000.000
AccountsReceivableRelatedPartiesCurrent,14000.000,135000.000,,48000.000,63000.000,23000.000,,18000.000,,,,,,,,,
AccruedLiabilitiesCurrent,1458000.000,1938000.000,539000.000,352000.000,115000.000,153000.000,260000.000,283000.000,454000.000,2083000.000,1583000.000,1242000.000,811000.000,816000.000,659000.000,308000.000,192000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,675000.000,109000.000,121000.000,186000.000,358000.000,458000.000,540000.000,653000.000,781000.000,862000.000,967000.000,1089000.000,1304000.000,1528000.000,1718000.000
AccumulatedOtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,,,,,,,,7400000.000,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,5497000.000,6252000.000,10003000.000,11649000.000,5752000.000,4315000.000,13286000.000,7047000.000,3588000.000,9454000.000,8820000.000,4361000.000,6278000.000,-1463000.000,,-2470000.000,-3032000.000
AdditionalPaidInCapital,456801000.000,455959000.000,456055000.000,455931000.000,453244000.000,453391000.000,453300000.000,451385000.000,450347000.000,450359000.000,450394000.000,450128000.000,449653000.000,449706000.000,449762000.000,449669000.000,449703000.000
AllowanceForDoubtfulAccountsReceivable,,,,,,,65000.000,,,,,,,,,,
AllowanceForDoubtfulAccountsReceivableCurrent,,,,,,,65000.000,83000.000,21000.000,21000.000,0.000,,,,,,
AssetRetirementObligation,,,,,,7000.000,4000.000,5000.000,2000.000,2000.000,2000.000,2000.000,2000.000,2000.000,2000.000,,
