,2011-06-30
CashAndCashEquivalentsPeriodIncreaseDecrease,6208.000
EarningsPerShareBasicAndDiluted,0.000
GeneralAndAdministrativeExpense,8892.000
IncomeTaxesPaid,0.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,1082.000
IncreaseDecreaseInPrepaidExpense,1500.000
InterestPaid,0.000
NetCashProvidedByUsedInFinancingActivities,15518.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,15518.000
NetCashProvidedByUsedInOperatingActivities,-9310.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-9310.000
NetIncomeLoss,-8892.000
OperatingExpenses,8892.000
ProceedsFromIssuanceOfCommonStock,0.000
ProceedsFromRelatedPartyDebt,15518.000
Revenues,0.000
SalesRevenueNet,0.000
