,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,1555000.000,1471000.000,1690000.000,1502000.000,1735000.000,1365000.000,1892000.000,1762000.000,2171000.000,1613000.000,2228000.000,1959000.000,2397000.000,2121000.000,2243000.000,2065000.000,2671000.000,2050000.000,4568000.000,2596000.000,2718000.000,2395000.000,2455000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,18324000.000,,,,20510000.000,,,,22056000.000,,,,21738000.000,,,,22388000.000,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,110000.000,249000.000,81000.000,167000.000,308000.000,407000.000,244000.000,-223000.000,-841000.000,-960000.000,-722000.000,-458000.000,-417000.000,-69000.000,321000.000,-268000.000,112000.000,-327000.000,122000.000,491000.000,445000.000,-456000.000,-397000.000
AdditionalPaidInCapital,,,,,,,,,,,,,,,,,,13965000.000,13965000.000,13965000.000,13965000.000,13965000.000,13965000.000
AdditionalPaidInCapitalCommonStock,21689000.000,21689000.000,21689000.000,21689000.000,19119000.000,13081000.000,13054000.000,13049000.000,13050000.000,13050000.000,13050000.000,13050000.000,13050000.000,13672000.000,13672000.000,13672000.000,13672000.000,,,,,,
AdvancesFromFederalHomeLoanBanks,,,17683000.000,7158000.000,6858000.000,6558000.000,6258000.000,5958000.000,5658000.000,5358000.000,5058000.000,4758000.000,4458000.000,4158000.000,3858000.000,3558000.000,3258000.000,2958000.000,12658000.000,9358000.000,9058000.000,13758000.000,8458000.000
Assets,810355000.000,780384000.000,768447000.000,725615000.000,708217000.000,719015000.000,707744000.000,699238000.000,690817000.000,684711000.000,696501000.000,682816000.000,669449000.000,651084000.000,660130000.000,642774000.000,633758000.000,625898000.000,636459000.000,632311000.000,633867000.000,634335000.000,647594000.000
AvailableForSaleSecurities,17666000.000,32434000.000,43497000.000,46187000.000,48559000.000,49615000.000,54129000.000,62215000.000,71194000.000,79126000.000,81147000.000,85831000.000,97063000.000,100069000.000,100133000.000,107741000.000,102383000.000,101642000.000,84710000.000,76626000.000,74561000.000,70011000.000,72010000.000
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,,,,,,,,,,,,,,,,415000.000,572000.000,305000.000,507000.000,855000.000,812000.000,256000.000,295000.000
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,,,,,,,,,,,,,,,,822000.000,403000.000,801000.000,323000.000,112000.000,139000.000,947000.000,897000.000
AvailableForSaleSecuritiesAmortizedCost,,,,45934000.000,48093000.000,48999000.000,53758000.000,62554000.000,72468000.000,80580000.000,82241000.000,86526000.000,97695000.000,100174000.000,99647000.000,108148000.000,102214000.000,102138000.000,84526000.000,75883000.000,73888000.000,70702000.000,72612000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPosition12MonthsOrLongerAccumulatedLoss,,,,,,,,,,,,,,,,,209000.000,,,,,,
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionAccumulatedLoss,,,,,,,,,,,,,,,,,403000.000,,,,,,
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionFairValue,,,,17330000.000,3934000.000,10422000.000,20356000.000,37325000.000,54826000.000,59167000.000,56145000.000,57336000.000,64740000.000,53366000.000,31923000.000,61802000.000,47429000.000,73074000.000,37146000.000,16696000.000,18371000.000,49926000.000,51571000.000
