,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsAndNotesReceivableNet,,,,,,,,,,,,,999.000,999.000,1349.000,,,,,,,,,
AccountsPayableAndAccruedLiabilities,,,19944.000,25504.000,,,,,,,,,,,,,,,,,,,,
AccountsPayableAndAccruedLiabilitiesCurrent,6945.000,17550.000,,,51204.000,38088.000,41289.000,52983.000,64354.000,120469.000,,,,,,,,,,,,,,
AccountsPayableAndOtherAccruedLiabilities,,,,,,,,,,,,,-183968.000,-183968.000,-242693.000,,,,,,,,,
AccountsPayableCurrent,,,,,,,,,,,172600.000,211608.000,331207.000,270588.000,330099.000,324168.000,207215.000,181892.000,140803.000,288498.000,209759.000,243654.000,395849.000,401186.000
AccountsPayableRelatedParties,,,284052.000,345015.000,,,,,,,,,,,,,,,,,,,,
AccountsPayableRelatedPartiesCurrent,162411.000,223455.000,,,379856.000,453397.000,511662.000,570448.000,627766.000,614805.000,,,,,348955.000,76027.000,16027.000,16027.000,3560.000,3560.000,3560.000,3560.000,3560.000,15562.000
AccountsReceivableRelatedPartiesCurrent,,,,,,,,,,,,,999.000,,,,,,,,,,,
AccruedEmployeeBenefitsCurrent,,,,,,,,502000.000,555250.000,555250.000,,,,,,,,,,,,,,
AccruedLiabilitiesAndOtherLiabilities,,,,,,,,,,,,,7515.000,7515.000,,,,,,,,,,
AccruedLiabilitiesCurrent,,,,,,,,,,,229512.000,251652.000,301570.000,315296.000,457440.000,522386.000,588193.000,847846.000,527287.000,643722.000,690587.000,747596.000,699567.000,692901.000
AccruedProfessionalFeesCurrent,,,,,342250.000,395500.000,448750.000,,,,,,,,,,,,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,,,,,,,,,,,,,,,5148.000,3237.000,6385.000,7426.000,8707.000
