,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31
AccountsPayableCurrent,326420000.000,404960000.000,413345000.000,282613000.000,362692000.000,338812000.000,352052000.000,411776000.000,407683000.000,495488000.000,434979000.000,513397000.000,418468000.000,589283000.000,612801000.000,608678000.000,596466000.000,,
AccountsPayableRelatedPartiesCurrent,127798000.000,114309000.000,121828000.000,190063000.000,116683000.000,117662000.000,177432000.000,154492000.000,172306000.000,172259000.000,235692000.000,282540000.000,262103000.000,265744000.000,207783000.000,226964000.000,211149000.000,4111000.000,
AccountsReceivableGross,,,,,10954000.000,9299000.000,8062000.000,18489000.000,43499000.000,9729000.000,5131000.000,5188000.000,6078000.000,9209000.000,9804000.000,11194000.000,11713000.000,16791000.000,342000.000
AccountsReceivableNet,,,,,96300000.000,36002000.000,21661000.000,25385000.000,48485000.000,11829000.000,7020000.000,8862000.000,11065000.000,10634000.000,17819000.000,69743000.000,14403000.000,,342000.000
AccountsReceivableNetCurrent,51373000.000,38362000.000,12601000.000,18577000.000,8927000.000,7656000.000,6695000.000,17154000.000,42273000.000,8577000.000,4078000.000,4388000.000,5277000.000,8481000.000,9321000.000,10686000.000,11205000.000,10187000.000,
AccountsReceivableRelatedParties,43500000.000,10594000.000,20593000.000,53056000.000,87373000.000,28346000.000,14966000.000,8231000.000,6212000.000,3252000.000,2942000.000,4474000.000,5788000.000,2153000.000,8498000.000,59183000.000,3325000.000,4291000.000,0.000
AccountsReceivableRelatedPartiesCurrent,,,,,87373000.000,28346000.000,14966000.000,8231000.000,6212000.000,3252000.000,2942000.000,4474000.000,5788000.000,2153000.000,8624000.000,59057000.000,3198000.000,667000.000,
AccruedIncomeTaxesCurrent,,,,,153000.000,124000.000,68000.000,44000.000,67000.000,20000.000,173000.000,164000.000,185000.000,256000.000,243000.000,209000.000,215000.000,235000.000,0.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,192110000.000,212572000.000,232650000.000,254967000.000,280014000.000,303336000.000,327886000.000,349019000.000,372334000.000,395668000.000,398227000.000,423699000.000,454980000.000,452691000.000,14908000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,12325000.000,13071000.000,10200000.000,8751000.000,9982000.000,10008000.000,10185000.000,8621000.000,4201000.000,2471000.000,729000.000,3593000.000,3016000.000,-189000.000,644000.000,163000.000,-1259000.000,41772000.000,2009000.000
AdditionalPaidInCapital,107405000.000,107698000.000,107940000.000,105059000.000,105190000.000,105475000.000,105714000.000,105959000.000,106194000.000,106405000.000,106878000.000,107028000.000,107097000.000,107249000.000,115494000.000,115563000.000,117274000.000,117636000.000,1208667000.000
AdvancesOnInventoryPurchases,50698000.000,108031000.000,63585000.000,97321000.000,97822000.000,82060000.000,79715000.000,57341000.000,57909000.000,79855000.000,44897000.000,44338000.000,58503000.000,43374000.000,73819000.000,49440000.000,53389000.000,15537000.000,
AllowanceForDoubtfulAccountsReceivable,,,,,2027000.000,1643000.000,1367000.000,1335000.000,1226000.000,1152000.000,1053000.000,800000.000,801000.000,728000.000,483000.000,508000.000,508000.000,489000.000,0.000
AllowanceForDoubtfulOtherReceivablesCurrent,,,,,,,,,,,,,,,10198000.000,,,,
AmountOfDeferredCostsRelatedToLongTermContracts,735000.000,679000.000,631000.000,549000.000,506000.000,517000.000,1062000.000,807000.000,764000.000,713000.000,668000.000,606000.000,552000.000,496000.000,458000.000,452000.000,446000.000,384000.000,
Assets,2531022000.000,2885853000.000,3054121000.000,3266825000.000,2761118000.000,2608564000.000,2650682000.000,2440598000.000,2454614000.000,2672026000.000,2700358000.000,2701512000.000,2556474000.000,2768277000.000,2565224000.000,2506409000.000,1294369000.000,1124706000.000,35761000.000
AssetsCurrent,1290497000.000,1625761000.000,1747851000.000,1996912000.000,1501822000.000,1376573000.000,1407045000.000,1184738000.000,1197670000.000,1373967000.000,1380724000.000,1336795000.000,1170395000.000,1196254000.000,970409000.000,899586000.000,682471000.000,541316000.000,2257000.000
AssetsOfDisposalGroupIncludingDiscontinuedOperation,,,,,,,,,,,,,,,,,,1042158000.000,20227000.000
AssetsOfDisposalGroupIncludingDiscontinuedOperationCurrent,,,,,,,,,,,,,,,,,,474239000.000,1609000.000
BuildingsAndImprovementsGross,,,,,186462000.000,186986000.000,214661000.000,216924000.000,221645000.000,253621000.000,274402000.000,287617000.000,280272000.000,311562000.000,279776000.000,437477000.000,223872000.000,221846000.000,21895000.000
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedAssets,,,,,,,,,,,,,,,,,,,12267701000.000
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCashAndEquivalents,,,,,,,,,,,,,,,,,,,66980000.000
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentAssetsOther,,,,,,,,,,,,,,,,,,,3162107000.000
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedEquipment,,,,,,,,,,,,,,,,,,,11791000.000
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedIntangibles,,,,,,,,,,,,,,,,,,,9026823000.000
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedLiabilities,,,,,,,,,,,,,,,,,,,2421547000.000
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedNet,,,,,,,,,,,,,,,,,,,9846154000.000
CapitalLeaseObligationsCurrent,11552000.000,18505000.000,25607000.000,,,,,,,,4321000.000,4774000.000,6443000.000,6825000.000,8508000.000,8678000.000,9942000.000,,
CapitalLeaseObligationsNoncurrent,282895000.000,281510000.000,280743000.000,314080000.000,319446000.000,324171000.000,330099000.000,337075000.000,347290000.000,354576000.000,375019000.000,376025000.000,384830000.000,388615000.000,393252000.000,397416000.000,401283000.000,,
CapitalLeasesFutureMinimumPaymentsDue,,,,,557264000.000,556561000.000,557967000.000,561133000.000,569571000.000,573086000.000,596542000.000,590896000.000,597309000.000,596612000.000,598244000.000,597835000.000,598010000.000,574203000.000,
CapitalLeasesFutureMinimumPaymentsDueCurrent,,,,,0.000,0.000,0.000,0.000,0.000,0.000,5292000.000,5755000.000,7567000.000,8320000.000,10340000.000,10665000.000,11937000.000,12155000.000,
CapitalLeasesFutureMinimumPaymentsDueInFiveYears,,,,,27863000.000,27828000.000,27898000.000,28057000.000,28479000.000,28654000.000,31057000.000,30345000.000,30108000.000,29957000.000,29944000.000,29621000.000,29323000.000,27886000.000,
CapitalLeasesFutureMinimumPaymentsDueInFourYears,,,,,27863000.000,27828000.000,27898000.000,28057000.000,28479000.000,28654000.000,195506000.000,31906000.000,33280000.000,32510000.000,31450000.000,30685000.000,30194000.000,28883000.000,
CapitalLeasesFutureMinimumPaymentsDueInThreeYears,,,,,116097000.000,122907000.000,27898000.000,28057000.000,28479000.000,28654000.000,4248000.000,172982000.000,181884000.000,188812000.000,196143000.000,33657000.000,33086000.000,31065000.000,
CapitalLeasesFutureMinimumPaymentsDueInTwoYears,,,,,0.000,0.000,102294000.000,109888000.000,118660000.000,126557000.000,4248000.000,4211000.000,5804000.000,5804000.000,5818000.000,175427000.000,182668000.000,182305000.000,
