,2015-09-30,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AcquisitionCosts,,27800000.000,1100000.000,,,
AdjustmentForAmortization,,99766000.000,,90521000.000,,95306000.000
AdjustmentsToAdditionalPaidInCapitalIncomeTaxDeficiencyFromShareBasedCompensation,,3294000.000,,,,
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,14276000.000,,,,19415000.000
AdjustmentsToAdditionalPaidInCapitalWarrantIssued,,,,,,2423000.000
AmortizationOfFinancingCostsAndDiscounts,,1929000.000,,,,1903000.000
AmortizationOfIntangibleAssets,,98493000.000,109883000.000,89042000.000,100046000.000,93646000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,2500000.000,100000.000,,
AvailableForSaleSecuritiesGrossRealizedGains,,,,,,10000.000
AvailableForSaleSecuritiesGrossRealizedLosses,,,,,,0.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,-204401000.000,,,,146125000.000
CashFlowHedgeGainLossToBeReclassifiedWithinTwelveMonths,,6500000.000,,,,1200000.000
ComprehensiveIncomeNetOfTax,-704000.000,-210400000.000,75728000.000,55728000.000,112969000.000,-31752000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,,2626000.000,-1766000.000,-2513000.000,-7474000.000,-1942000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,-213026000.000,73962000.000,53215000.000,110747000.000,-33694000.000
CostOfGoodsAndServicesSold,,1230674000.000,1285310000.000,1282295000.000,1323222000.000,1145848000.000
CumulativeEffectOnRetainedEarningsNetOfTax1,,,,,,10974000.000
Depreciation,,23871000.000,,,,21313000.000
DerivativeInstrumentsGainLossRecognizedInOtherComprehensiveIncomeEffectivePortionNet,,-15175000.000,-9263000.000,,,
EarningsPerShareBasic,-7.000,-1.060,0.440,0.250,0.460,-0.210
EarningsPerShareDiluted,,-1.060,0.440,0.250,0.460,-0.210
EffectOfExchangeRateOnCashAndCashEquivalentsContinuingOperations,,,,,,597000.000
EffectiveIncomeTaxRateContinuingOperations,,-0.251,-5.035,0.162,5.752,
ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,,2354000.000,,,,
ExcessTaxBenefitFromShareBasedCompensationOperatingActivities,,2354000.000,,,,
ForeignCurrencyTransactionGainLossBeforeTax,,-12241000.000,9801000.000,-5729000.000,22151000.000,-4740000.000
GainLossOnDispositionOfAssets1,,,,,,-292000.000
GainLossOnInterestRateCashFlowHedgeIneffectiveness,,0.000,0.000,0.000,0.000,0.000
GainLossOnSaleOfInvestments,,-1959000.000,-6389000.000,-5058000.000,-7788000.000,-4530000.000
GainLossOnSaleOfPropertyPlantEquipment,,16000.000,,,,
GoodwillAcquiredDuringPeriod,,1054284000.000,,,,
GoodwillOtherChanges,,27000.000,,,,
GrossProfit,,384032000.000,444734000.000,442850000.000,436001000.000,337257000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-704000.000,,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,,-119183000.000,13664000.000,54503000.000,75108000.000,-31030000.000
IncomeTaxExpenseBenefit,0.000,86013000.000,-68795000.000,8851000.000,-10938000.000,10001000.000
IncomeTaxReconciliationChangeInEnactedTaxRate,,,,,,1400000.000
IncomeTaxReconciliationDispositionOfAssets,,,,,,8000000.000
IncomeTaxReconciliationNondeductibleExpenseShareBasedCompensationCost,,,,,,400000.000
IncomeTaxReconciliationTaxContingencies,,,,,,-4800000.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,-535651000.000,,,,-144640000.000
IncreaseDecreaseInAccountsReceivable,,-130461000.000,,,,-292297000.000
IncreaseDecreaseInInventories,,-166177000.000,,,,3152000.000
IncreaseDecreaseInOtherOperatingCapitalNet,,-2932000.000,,,,-826000.000
IncreaseDecreaseInOtherReceivables,,-9263000.000,,,,-15739000.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,-109048000.000,,,,-3419000.000
InterestExpense,,19626000.000,19102000.000,20104000.000,20985000.000,19683000.000
InvestmentIncomeInterest,,783000.000,1185000.000,804000.000,1623000.000,1922000.000
LineOfCreditFacilityCommitmentFeePercentage,,0.018,,,,0.018
LineOfCreditFacilityUnusedCapacityCommitmentFeePercentage,,0.004,,,,0.004
NetCashProvidedByUsedInFinancingActivities,,368455000.000,,,,-119420000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,368455000.000,,,,-119420000.000
NetCashProvidedByUsedInInvestingActivities,,-350321000.000,,,,14965000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,-350321000.000,,,,14965000.000
NetCashProvidedByUsedInOperatingActivities,,-222535000.000,,,,249983000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,-222535000.000,,,,249983000.000
NetIncomeLoss,-704000.000,-202573000.000,84228000.000,48162000.000,88283000.000,-39098000.000
NetIncomeLossAttributableToNoncontrollingInterest,,2623000.000,-1769000.000,-2510000.000,-7483000.000,-1933000.000
NetIncomeLossIncludingPortionAttributableToNonredeemableNoncontrollingInterest,,-205196000.000,,,,-41031000.000
OperatingExpenses,704000.000,470522000.000,411346000.000,351537000.000,363495000.000,341341000.000
OperatingIncomeLoss,,-86490000.000,33388000.000,91313000.000,72506000.000,-4084000.000
OperatingLeasesRentExpenseNet,,9000000.000,8700000.000,8500000.000,7800000.000,
OtherComprehensiveIncomeAvailableforsaleSecuritiesAdjustmentNetOfTaxPortionAttributableToParent,,,,,,93000.000
OtherComprehensiveIncomeDefinedBenefitPlansAdjustmentNetOfTaxPortionAttributableToParent,,,,,,-11000.000
OtherComprehensiveIncomeDerivativesQualifyingAsHedgesNetOfTaxPortionAttributableToParent,,,,,,2252000.000
OtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,,-220000.000,218000.000,39000.000,,
OtherComprehensiveIncomeLossBeforeReclassificationsNetOfTax,,-7085000.000,,,,6497000.000
OtherComprehensiveIncomeLossDerivativesQualifyingAsHedgesNetOfTax,,-8793000.000,-5837000.000,5872000.000,,
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,,3080000.000,-2750000.000,1803000.000,,4981000.000
OtherComprehensiveIncomeLossNetOfTax,0.000,,-8497000.000,7563000.000,,7328000.000
OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent,,-7830000.000,,,,7337000.000
OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansAdjustmentNetOfTax,,1897000.000,128000.000,151000.000,,
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIForSaleOfSecuritiesNetOfTax,,-12000.000,6000.000,1000.000,,3000.000
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIForSaleOfSecuritiesTax,,-7000.000,-3000.000,0.000,,-2000.000
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIOnDerivativesNetOfTax,,-1140000.000,-1545000.000,-1528000.000,,-832000.000
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIOnDerivativesTax,,601000.000,393000.000,470000.000,,372000.000
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIPensionAndOtherPostretirementBenefitPlansNetOfTax,,-1897000.000,-128000.000,-151000.000,,11000.000
OtherComprehensiveIncomeOtherNetOfTax,,-7833000.000,,,,
OtherComprehensiveIncomeUnrealizedGainLossOnDerivativesArisingDuringPeriodNetOfTax,,-9933000.000,-7382000.000,4344000.000,,1420000.000
OtherComprehensiveIncomeUnrealizedGainLossOnDerivativesArisingDuringPeriodTax,,-5242000.000,-1880000.000,1337000.000,,-634000.000
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodNetOfTax,,-232000.000,224000.000,40000.000,,96000.000
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodTax,,-137000.000,113000.000,45000.000,,52000.000
OtherNonoperatingIncomeExpense,,350000.000,-5219000.000,-6723000.000,7601000.000,85000.000
OtherThanTemporaryImpairmentCreditLossesRecognizedInEarningsPeriodIncreaseDecrease,,0.000,5000000.000,2900000.000,4400000.000,2800000.000
PaymentsForRepurchaseOfCommonStock,,150003000.000,,,,83110000.000
PaymentsForRestructuring,,37449000.000,,,,5867000.000
PaymentsOfDebtExtinguishmentCosts,,2304000.000,,,,
PaymentsRelatedToTaxWithholdingForShareBasedCompensation,,14045000.000,,,,13754000.000
PaymentsToAcquireBusinessesNetOfCashAcquired,,340118000.000,,,,
PaymentsToAcquireIntangibleAssets,,1310000.000,,,,
PaymentsToAcquireMarketableSecurities,,4778000.000,,,,55879000.000
PaymentsToAcquirePropertyPlantAndEquipment,,9140000.000,,,,21867000.000
ProceedsFromIssuanceOfLongTermDebt,,800000000.000,,,,
ProceedsFromRepurchaseOfEquity,,-2716000.000,,,,23000.000
ProceedsFromSaleAndMaturityOfMarketableSecurities,,2093000.000,,,,91885000.000
