,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,,7217029.000,,,,7948876.000,,,,8784969.000
AccumulatedOtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,764588.000,2188248.000,1861720.000,1778003.000,2018971.000,1651656.000,1478919.000,1319462.000,709489.000,318065.000,204016.000,148843.000,134889.000,131121.000,121674.000
AdditionalPaidInCapital,,,,28001244.000,28001244.000,28001244.000,27991132.000,27990397.000,27991394.000,30605907.000,30609281.000,30611309.000,30611309.000,30909652.000,30914242.000
AdditionalPaidInCapitalCommonStock,28022921.000,28022921.000,27992485.000,,,,,,,,,,,,
Assets,512187873.000,510538584.000,494966422.000,485985795.000,471281195.000,438590185.000,418277210.000,404455989.000,380379484.000,361823219.000,355408131.000,353659529.000,364025060.000,367786789.000,367756321.000
AssetsFairValueDisclosure,,,,,,68482004.000,65692872.000,,52637518.000,52069417.000,,12190692.000,,,
AssetsFairValueDisclosureRecurring,,,,,,,,,,,,,14667139.000,16105556.000,15015656.000
AssetsSoldUnderAgreementsToRepurchaseMarketValue,,,,,,,5535000.000,,,,5505545.000,,,,7985434.000
AuctionMarketPreferredSecuritiesDividendCumulativeUndistributed,,,,,,,,,,,1882080.000,,,,
AvailableForSaleDebtSecuritiesAmortizedCostBasis,,,,,,,,,,,,,12021375.000,13524736.000,13025670.000
AvailableForSaleSecurities,,,,,,,,,50247151.000,51243713.000,12144843.000,11253414.000,12026196.000,13537545.000,13045588.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionFairValue,,,,,7892005.000,10500.000,5500.000,,7798217.000,13952525.000,1999360.000,,6629351.000,8075469.000,5719947.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThanTwelveMonthsFairValue,,,,,7885005.000,,,,,,,,,,
AvailableForSaleSecuritiesDebtMaturitiesAfterFiveThroughTenYearsAmortizedCost,,,,,12709603.000,,,,,,0.000,,2777143.000,2782832.000,2788520.000
