,2011-01-29,2011-04-30,2011-06-30,2011-10-29,2012-01-28,2012-04-28,2012-07-28,2012-10-27,2013-01-26,2013-04-27,2013-07-27,2013-10-26,2014-01-25,2014-05-03,2014-08-02,2014-11-01,2015-01-31,2015-05-02,2015-08-01,2015-10-31,2016-01-30,2016-04-30,2016-07-30,2016-10-29,2017-01-28,2017-04-29
AccountsPayableCurrent,134615000.000,138530000.000,,109471000.000,99184000.000,102699000.000,116469000.000,117350000.000,101808000.000,101266000.000,95936000.000,88218000.000,78638000.000,79952000.000,84242000.000,93705000.000,88198000.000,91900000.000,95804000.000,98143000.000,74019000.000,97498000.000,121093000.000,128685000.000,85049000.000,111980000.000
AccountsPayableRelatedPartiesCurrent,,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,
AccountsReceivableGrossCurrent,,,,255540000.000,,,,,,,,,,,,,,,,,,,,,,
AccountsReceivableNetCurrent,277478000.000,302784000.000,,249141000.000,219363000.000,217837000.000,231155000.000,233139000.000,216706000.000,239311000.000,218462000.000,249598000.000,218260000.000,193804000.000,191816000.000,224913000.000,239767000.000,185136000.000,199919000.000,235883000.000,174757000.000,204915000.000,278180000.000,284344000.000,262413000.000,260343000.000
AccountsReceivableRelatedParties,,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,
AccruedIncomeTaxesCurrent,,,,,,,,15079000.000,,,,11081000.000,,,,5632000.000,,,,7142000.000,,,,9168000.000,,
AccruedIncomeTaxesNoncurrent,63132000.000,64377000.000,,63593000.000,,,,,,,,,,,,,,,,,,,,,,
AccruedLiabilitiesCurrent,,,,94802000.000,90865000.000,95245000.000,83311000.000,91285000.000,91264000.000,85634000.000,63618000.000,80339000.000,67575000.000,64898000.000,58245000.000,84592000.000,84134000.000,82198000.000,63345000.000,77524000.000,,,,113170000.000,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,318272000.000,334669000.000,354085000.000,368743000.000,389435000.000,413727000.000,424338000.000,440615000.000,454795000.000,409426000.000,423275000.000,437961000.000,451896000.000,458308000.000,473068000.000,489159000.000,500992000.000,513320000.000,529025000.000,544165000.000,556555000.000,566403000.000,578868000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-5805000.000,-2488000.000,,-11996000.000,-16401000.000,-14831000.000,-19204000.000,-9864000.000,-10499000.000,-14208000.000,-16688000.000,-13444000.000,-15222000.000,-12798000.000,-13363000.000,-18814000.000,-24206000.000,-24308000.000,-24383000.000,-25002000.000,-28879000.000,-24121000.000,-25966000.000,-27413000.000,-28997000.000,-26147000.000
AdditionalPaidInCapital,2088640000.000,2130417000.000,,1984830000.000,2037872000.000,2051063000.000,2028305000.000,2009190000.000,2003544000.000,1998617000.000,1943043000.000,1915152000.000,1833570000.000,1836249000.000,1765589000.000,1774197000.000,1748959000.000,1698111000.000,1637580000.000,1632984000.000,1529313000.000,1519439000.000,1473159000.000,1514730000.000,1574949000.000,1601809000.000
