,2013-06-30,2013-09-30,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31
AdjustmentsNoncashItemsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivities,,,,,,,36822000.000,,,
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,366000.000,,240000.000,,,,311000.000,,,
AllocatedShareBasedCompensationExpense,366000.000,371000.000,,,,,,345000.000,356000.000,
AmortizationOfBelowMarketLease,,,47000.000,,,,0.000,,,
AmortizationOfDebtDiscountPremium,,,720000.000,,,,808000.000,,,
AmortizationOfFinancingCosts,,,626000.000,,,,734000.000,,,
AssetImpairmentCharges,,,4706000.000,0.000,0.000,,6000000.000,0.000,0.000,0.000
BusinessCombinationIntegrationRelatedCosts,1324000.000,348000.000,562000.000,419000.000,1323000.000,,578000.000,727000.000,0.000,10995000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,2722000.000,,,,15683000.000,,,
ComprehensiveIncomeNetOfTax,-10966000.000,-8360000.000,-19396000.000,-8745000.000,-6646000.000,-2374000.000,-31832000.000,-19371000.000,-14762000.000,-9608000.000
CostOfRevenue,67054000.000,64293000.000,70287000.000,75720000.000,75089000.000,71903000.000,83829000.000,83411000.000,82171000.000,79839000.000
DeferredIncomeTaxExpenseBenefit,,,-5362000.000,,,,0.000,,,
Depreciation,4409000.000,5422000.000,6593000.000,5924000.000,4931000.000,4902000.000,5135000.000,5362000.000,5591000.000,5109000.000
EffectOfExchangeRateOnCashAndCashEquivalents,,,-138000.000,,,,178000.000,,,
EffectiveIncomeTaxRateContinuingOperations,0.375,0.368,0.208,0.535,0.477,,-0.009,-0.007,-0.014,0.018
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,0.350,0.350,0.350,0.350,0.350,,0.350,0.350,0.350,-0.700
ForeignCurrencyTransactionGainLossUnrealized,-441000.000,-19000.000,-76000.000,-260000.000,-81000.000,-513000.000,-469000.000,-559000.000,-428000.000,-349000.000
GeneralAndAdministrativeExpense,12663000.000,12387000.000,11285000.000,13413000.000,14398000.000,16841000.000,16882000.000,16400000.000,16725000.000,15148000.000
GoodwillPurchaseAccountingAdjustments,,,,,2617000.000,,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,,-18907000.000,-12668000.000,,-31720000.000,-18993000.000,-14394000.000,-9472000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-17607000.000,-13208000.000,-24317000.000,-18907000.000,-12668000.000,,-31720000.000,-18993000.000,-14394000.000,-9473000.000
IncomeLossFromSubsidiariesBeforeTax,,,,0.000,0.000,,0.000,0.000,0.000,0.000
IncomeTaxExpenseBenefit,-6611000.000,-4865000.000,-5060000.000,-10107000.000,-6048000.000,-1471000.000,290000.000,131000.000,204000.000,261000.000
IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,,,,,,,,8900000.000,5500000.000,
IncomeTaxesPaid,,,,,,,176000.000,,,
IncreaseDecreaseInAccountsAndOtherReceivables,,,-16000000.000,,,,-16640000.000,,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,7239000.000,,,,5746000.000,,,
IncreaseDecreaseInAccruedIncomeTaxesPayable,,,146000.000,,,,-109000.000,,,
IncreaseDecreaseInDeferredRevenue,,,7099000.000,,,,6728000.000,,,
IncreaseDecreaseInOperatingCapital,,,,,,,-24892000.000,,,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,6028000.000,,,,4019000.000,,,
InterestExpense,20525000.000,16661000.000,16283000.000,17415000.000,,,,,,
InterestIncomeExpenseNonoperatingNet,,,,,-17663000.000,,-18472000.000,-18510000.000,-18606000.000,-18631000.000
InterestIncomeOperating,0.000,0.000,10000.000,,,,,,,
InterestPaid,,,6236000.000,,,,7149000.000,,,
LeaseAndRentalExpense,2543000.000,3100000.000,,,,,,,,
NetCashProvidedByUsedInFinancingActivities,,,-17458000.000,,,,-1753000.000,,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,-17458000.000,,,,-1753000.000,,,
NetCashProvidedByUsedInInvestingActivities,,,-10299000.000,,,,-12446000.000,,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-10299000.000,,,,-12446000.000,,,
NetCashProvidedByUsedInOperatingActivities,,,30617000.000,,,,29704000.000,,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,30617000.000,,,,29704000.000,,,
NetIncomeLoss,-10996000.000,-8343000.000,-19257000.000,-8800000.000,-6620000.000,-2345000.000,-32010000.000,-19124000.000,-14598000.000,-9734000.000
