,2012-12-31,2013-12-31,2014-12-31,2015-12-31,2016-12-31
AccretionExpense,,207611.000,622966.000,364994.000,
AdvertisingExpense,54162.000,47208.000,32628.000,42550.000,35454.000
AmortizationOfDebtDiscountPremium,,207611.000,622966.000,364994.000,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,3030000.000,,
CashAndCashEquivalentsPeriodIncreaseDecrease,-326687.000,865228.000,-280493.000,-312078.000,-274763.000
ConcentrationRiskPercentage1,,0.370,0.400,,
CostOfRevenue,,,,2734041.000,2915200.000
CostOfServices,2955574.000,3134171.000,2831576.000,,
CurrentFederalTaxExpenseBenefit,0.000,,,,
CurrentIncomeTaxExpenseBenefit,0.000,,,,
CurrentStateAndLocalTaxExpenseBenefit,0.000,,,,
DebtInstrumentConvertibleBeneficialConversionFeature,,952254.000,,,
DeferredIncomeTaxExpenseBenefit,-326618.000,-67252.000,498834.000,,
DeferredOtherTaxExpenseBenefit,,,715867.000,439022.000,141931.000
Depreciation,3420.000,427.000,87.000,65.000,36.000
DepreciationDepletionAndAmortization,3430.000,427.000,87.000,65.000,36.000
DerivativeGainLossOnDerivativeNet,,283866.000,-4081.000,377478.000,210044.000
EarningsPerShareBasicAndDiluted,-0.060,-0.002,-0.166,-0.020,-0.030
EntityWideRevenueMajorCustomerAmount,4381518.000,,,,
EntityWideRevenueMajorCustomerPercentage,0.330,,,,
FairValueAssumptionsExpectedVolatilityRate,,,,2.480,1.980
FairValueAssumptionsRiskFreeInterestRate,,,,0.011,0.009
GainLossOnDispositionOfProperty,-230.000,,,,
GeneralAndAdministrativeExpense,359498.000,614286.000,743624.000,655117.000,542592.000
GoodwillImpairmentLoss,1109852.000,,79809.000,,
GrossProfit,1425944.000,1287563.000,987253.000,1270345.000,924932.000
IncomeLossAttributableToParent,-577957.000,-19138.000,,,
IncomeLossFromContinuingOperations,-577957.000,-19138.000,-1726062.000,-249319.000,-283673.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-904575.000,-86390.000,-1227228.000,-249319.000,-283673.000
IncomeTaxExpenseBenefit,-326618.000,-67252.000,498834.000,,
IncomeTaxExpenseBenefitContinuingOperations,-326618.000,,,,
IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,,,715867.000,439022.000,141931.000
IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,-307555.000,-29373.000,-417257.000,-84768.000,-96449.000
IncomeTaxReconciliationNondeductibleExpenseOther,1020.000,-25481.000,227821.000,-327865.000,-36755.000
IncomeTaxReconciliationOtherAdjustments,,-8263.000,-260.000,605.000,
IncomeTaxReconciliationStateAndLocalIncomeTaxes,-20083.000,-4135.000,-27337.000,-26994.000,-8727.000
IncomeTaxesPaid,0.000,,,,
IncreaseDecreaseInAccountsPayable,14527.000,9831.000,-23371.000,14706.000,4989.000
IncreaseDecreaseInAccountsReceivable,193978.000,17076.000,-237970.000,214251.000,-96085.000
IncreaseDecreaseInAccruedLiabilities,68359.000,-70.000,-4409.000,94936.000,104689.000
