,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30
AdjustmentsNoncashItemsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivitiesOther,-49000000.000,,,,,,,,,,,,,,,,,,,,,,,,,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,1000000.000,2000000.000,,,,10000000.000,7000000.000,,,,,,,,,,,5000000.000,15000000.000,,,,,,,
BusinessCombinationAcquisitionRelatedCosts,,,,,,,,,,,,,,,,,,83000000.000,82000000.000,,538000000.000,3519000000.000,0.000,0.000,0.000,0.000
BusinessExitCosts1,,,,,,,,,,,,,,,,,75000000.000,2000000.000,4000000.000,-1000000.000,2000000.000,0.000,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,-368000000.000,,,,-43000000.000,,,,-455000000.000,,,,-233000000.000,,,,3000000.000,,,,-484000000.000,,,,-1902000000.000,
CommonStockDividendsPerShareCashPaid,0.090,0.090,0.090,,0.090,0.090,0.090,,0.125,0.125,0.125,,0.150,0.150,0.150,,0.180,0.180,0.180,,,0.180,0.180,,0.180,0.180
CommonStockDividendsPerShareDeclared,,,,,,,,,0.125,,,,,,,,,,,,,,,,,
ComprehensiveIncomeNetOfTax,,740000000.000,683000000.000,,634000000.000,742000000.000,601000000.000,622000000.000,-13000000.000,646000000.000,708000000.000,786000000.000,626000000.000,774000000.000,1199000000.000,810000000.000,-646000000.000,158000000.000,-207000000.000,60000000.000,-2413000000.000,-3205000000.000,7000000.000,-243000000.000,-30000000.000,30000000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,,2000000.000,2000000.000,,3000000.000,2000000.000,2000000.000,3000000.000,3000000.000,3000000.000,2000000.000,2000000.000,-6000000.000,1000000.000,2000000.000,4000000.000,2000000.000,-1000000.000,1000000.000,2000000.000,-6000000.000,3000000.000,1000000.000,-4000000.000,0.000,0.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,513000000.000,742000000.000,685000000.000,,637000000.000,744000000.000,603000000.000,625000000.000,-10000000.000,649000000.000,710000000.000,788000000.000,620000000.000,775000000.000,1201000000.000,814000000.000,-644000000.000,157000000.000,-206000000.000,62000000.000,-2419000000.000,-3202000000.000,8000000.000,-247000000.000,-30000000.000,30000000.000
