,2012-03-31,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableAndAccruedLiabilitiesCurrent,,,,,,341696.000,514926.000,458359.000,245335.000,186642.000,228457.000,255333.000,258999.000,294245.000,319406.000,417053.000,478927.000,506602.000,374657.000
AccountsPayableAndAccruedLiabilitiesFairValueDisclosure,,,,,,,,,,65135.000,,,,,,13586.000,28986.000,18586.000,13586.000
AccountsPayableInterestBearingInterestRate,,,,,8.000,,,,,,,,,,,,,,
AccountsPayableRelatedPartiesCurrent,,,,,702100.000,,840955.000,,147675.000,,,,,,,,,,
AccruedLiabilitiesCurrent,,,,,,,,,,,,,,,,,,,17140.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,4835.000,6094.000,,,,11130.000,,,,,,,,,,,,
AdditionalPaidInCapital,2295052.000,2322497.000,2929348.000,2929348.000,2939147.000,2956947.000,2956948.000,3204448.000,3934907.000,4393717.000,5214934.000,7065009.000,6341169.000,4618475.000,5330793.000,5470115.000,5753747.000,9035740.000,13694271.000
AdvancesOnInventoryPurchases,,,,,,,,,4820.000,,,,,,,,,,
AlternativeExcessNetCapital,,,,,1188422.000,1258054.000,,,,,,,,,,,,,
Assets,184004.000,176785.000,166735.000,172993.000,166694.000,164246.000,3006.000,141869.000,125973.000,150563.000,182329.000,273266.000,537042.000,480349.000,443876.000,407026.000,369459.000,710369.000,1772304.000
AssetsCurrent,9362.000,8791.000,0.000,7517.000,1355.000,166.000,185.000,111954.000,47143.000,74358.000,85008.000,150099.000,344605.000,239451.000,209069.000,161947.000,105386.000,395382.000,1420603.000
CapitalLeasesFutureMinimumPaymentsDueCurrent,,,,,,,,,,,56880.000,56880.000,56880.000,182604.000,,,,153864.000,
CapitalLeasesFutureMinimumPaymentsDueInFiveYears,,,,,,,,,,,,,,,,,,121329.000,
CapitalLeasesFutureMinimumPaymentsDueInFourYears,,,,,,,,,,,31584.000,31584.000,31584.000,48396.000,,,,180305.000,
CapitalLeasesFutureMinimumPaymentsDueInThreeYears,,,,,,,,,,,30360.000,30360.000,30360.000,147576.000,,,,166191.000,
CapitalLeasesFutureMinimumPaymentsDueInTwoYears,,,,,,,,,,,36396.000,36396.000,36396.000,153864.000,,,,261941.000,
Cash,,,,,,166.000,185.000,111954.000,29822.000,45198.000,40673.000,98257.000,302782.000,123907.000,151889.000,94485.000,41144.000,91441.000,1254772.000
CashAndCashEquivalentsAtCarryingValue,9362.000,8791.000,0.000,7517.000,1355.000,,,,29823.000,45199.000,40673.000,97583.000,302782.000,123907.000,151889.000,94485.000,41144.000,306884.000,1254772.000
ClassOfWarrantOrRightOutstanding,,,,,,,,,,,,,,,,11065540.000,11065540.000,11065540.000,11065540.000
CommonStockCapitalSharesReservedForFutureIssuance,,,,,2500000.000,2500000.000,,,,,,,,,,,,,
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
