,2014-09-30,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AmortizationOfIntangibleAssets,23000.000,15000.000,16000.000,15000.000,,74000.000,212000.000,200000.000,314000.000,400000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,2199253.000,2279458.000,,,2247827.000,,,,1748841.000
BusinessCombinationContingentConsiderationArrangementsChangeInAmountOfContingentConsiderationLiability1,,,,,,,,,,64000.000
CapitalExpendituresIncurredButNotYetPaid,,,,,,,,,,214000.000
CostOfGoodsSold,2832000.000,3237000.000,3937000.000,2933000.000,547000.000,760000.000,1745000.000,1814000.000,2561000.000,2322000.000
DeferredIncomeTaxExpenseBenefit,,,,,,,,,,25000.000
Depreciation,47000.000,68000.000,54000.000,64000.000,70000.000,70000.000,69000.000,100000.000,161000.000,100000.000
DepreciationDepletionAndAmortization,,83000.000,,,,144000.000,,,,570000.000
EarningsPerShareBasicAndDiluted,-6.940,-0.230,-0.200,-0.430,-1.750,-0.660,-0.560,-0.550,-0.430,-0.610
FairValueAdjustmentOfWarrants,,82000.000,,,,15000.000,,,,-9000.000
FairValueAssumptionsExpectedDividendRate,,,,,,,,,,0.000
GainLossOnSaleOfPropertyPlantEquipment,,,,,,-122000.000,,,,
GeneralAndAdministrativeExpense,2634000.000,3721000.000,3943000.000,4140000.000,6934000.000,5286000.000,5357000.000,7302000.000,5632000.000,6436000.000
GoodwillAcquiredDuringPeriod,,,,,,3273000.000,,,,
GrossProfit,7838000.000,9197000.000,10269000.000,6996000.000,990000.000,711000.000,4499000.000,4717000.000,3927000.000,5167000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-1452000.000,-3384000.000,-2992000.000,-6604000.000,-28250000.000,-11937000.000,-10193000.000,-9915000.000,-8060000.000,-11397000.000
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,-6.940,-0.230,-0.200,-0.430,-1.750,-0.660,-0.560,-0.550,-0.430,-0.610
IncomeTaxExpenseBenefit,,,,,,,,48000.000,,25000.000
IncreaseDecreaseInAccountsPayable,,-913000.000,,,,-622000.000,,,,-856000.000
IncreaseDecreaseInAccountsReceivable,,1691000.000,,,,-1236000.000,,,,-365000.000
IncreaseDecreaseInAccruedLiabilitiesAndOtherOperatingLiabilities,,-382000.000,,,,-1236000.000,,,,3040000.000
IncreaseDecreaseInCustomerDeposits,,681000.000,,,,-1317000.000,,,,335000.000
IncreaseDecreaseInInventories,,-585000.000,,,,-279000.000,,,,-1178000.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,126000.000,,,,399000.000,,,,1420000.000
InterestExpense,665000.000,668000.000,671000.000,1608000.000,150000.000,1000.000,12000.000,105000.000,-20000.000,9000.000
InterestIncomeOther,,,7000.000,12000.000,,,,,,
InterestPaid,,525000.000,,,,,,,,
InventoryWriteDown,,21000.000,,,,263000.000,,,,107000.000
InvestmentIncomeInterest,,,,,,15000.000,16000.000,16000.000,16000.000,22000.000
LiabilitiesAssumed1,,,,,,550000.000,,,,
LossContingencyAccrualCarryingValuePeriodIncreaseDecrease,,,,,,,,,,-10900000.000
LossContingencyRelatedReceivableCarryingValuePeriodIncreaseDecrease,,,,,,,,,,9301000.000
NetCashProvidedByUsedInContinuingOperations,,-3143000.000,,,,-19308000.000,,,,-8455000.000
NetCashProvidedByUsedInFinancingActivities,,-33000.000,,,,454000.000,,,,686000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,-33000.000,,,,454000.000,,,,686000.000
NetCashProvidedByUsedInInvestingActivities,,-137000.000,,,,-7365000.000,,,,-952000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,-137000.000,,,,-7365000.000,,,,-952000.000
NetCashProvidedByUsedInOperatingActivities,,-2973000.000,,,,-12397000.000,,,,-8189000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,-2973000.000,,,,-12397000.000,,,,-8189000.000
NetIncomeLoss,-1452000.000,-3384000.000,-2992000.000,-6604000.000,-28250000.000,-11937000.000,-10193000.000,-9963000.000,-8073000.000,-11422000.000
