,2011-11-30,2012-02-29,2012-05-31,2012-08-31,2012-11-30,2013-02-28,2013-05-31,2013-08-31,2014-02-28,2014-05-31,2014-08-31,2014-11-30,2015-02-28,2015-05-31,2015-08-31,2015-11-30,2016-02-29,2016-05-31,2016-08-31
AccountsNotesAndLoansReceivableNetCurrent,,,,,,,,,,,,7850.000,7850.000,7850.000,7850.000,7850.000,7850.000,,
AccountsPayableAndAccruedLiabilities,135488.000,142103.000,158630.000,141872.000,188414.000,233759.000,302381.000,340423.000,398293.000,,,,,,,,,,
AccountsPayableAndAccruedLiabilitiesCurrent,,,,,,,,,,404726.000,492938.000,373240.000,380123.000,236620.000,245050.000,244295.000,251712.000,261750.000,254001.000
AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,,,,,,,,,,404726.000,492938.000,373240.000,,,,,,,
AccountsPayableAndOtherAccruedLiabilitiesCurrent,,,,,,,,,,,,,1713.000,-2861.000,-1789.000,721.000,-1015.000,-810.000,-4036.000
AccountsReceivableNet,,,,,22200.000,26629.000,50933.000,53145.000,62291.000,59651.000,155536.000,,,,,,,,
AccountsReceivableNetCurrent,,,,,,,,,,,,48212.000,48212.000,48212.000,48212.000,48212.000,48212.000,,
AccruedIncomeTaxesCurrent,,,,,,,,,,,,,48000.000,48000.000,48000.000,48000.000,48000.000,48000.000,48000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,,,,,15615.000,,,,,,,,,
AdditionalPaidInCapital,318870.000,318870.000,190749.000,190749.000,190749.000,190749.000,190749.000,190749.000,190749.000,190749.000,190749.000,190749.000,190749.000,397025.000,578775.000,578775.000,578775.000,578775.000,847633.000
AllowanceForDoubtfulAccountsReceivableCurrent,,,,,,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Assets,33316.000,30706.000,25108.000,57404.000,62603.000,49822.000,67622.000,67761.000,88508.000,77767.000,169786.000,62414.000,67388.000,63473.000,72391.000,70740.000,64265.000,62717.000,79292.000
AssetsCurrent,31727.000,29402.000,24002.000,56496.000,61893.000,49310.000,67308.000,67563.000,88459.000,77767.000,169786.000,62414.000,67388.000,63473.000,72391.000,70740.000,64265.000,14505.000,31080.000
CashAndCashEquivalentsAtCarryingValue,12486.000,14203.000,-1803.000,41298.000,25588.000,8576.000,2270.000,313.000,12063.000,4011.000,145.000,97.000,5071.000,1156.000,10074.000,8423.000,1948.000,400.000,16975.000
CashEquivalentsAtCarryingValue,,14203.000,8804.000,41298.000,25588.000,8576.000,2270.000,313.000,12063.000,,,,,,,,,,
CommonStockParOrStatedValuePerShare,,,,,,,,,,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,,,,,,,,,,225000000.000,225000000.000,225000000.000,225000000.000,225000000.000,225000000.000,225000000.000,225000000.000,225000000.000,225000000.000
CommonStockSharesIssued,,,,,,,,,,206551422.000,206551422.000,206551422.000,206551422.000,275784.000,33525784.000,33525784.000,33525784.000,33525784.000,130740184.000
CommonStockSharesOutstanding,68830474.000,68830474.000,,206551422.000,,,,,,206551422.000,206551422.000,206551422.000,206551422.000,275784.000,33525784.000,33525784.000,33525784.000,33525784.000,130740184.000
CommonStockValue,68830.000,68830.000,206551.000,206551.000,206551.000,206551.000,206551.000,206551.000,206551.000,206551.000,206551.000,206551.000,206551.000,275.000,33525.000,33525.000,33525.000,33525.000,130740.000
ConvertibleDebt,7000.000,7000.000,7000.000,7000.000,7000.000,7000.000,7000.000,7000.000,7000.000,7000.000,7000.000,7000.000,7000.000,7000.000,7000.000,7000.000,7000.000,7000.000,7000.000
ConvertibleDebtCurrent,,,,,,,,,636546.000,,7000.000,7000.000,7000.000,7000.000,7000.000,7000.000,7000.000,7000.000,7000.000
ConvertibleNotesPayableCurrent,,,,,,,,,,636546.000,636546.000,662936.000,662936.000,812936.000,620396.000,635396.000,635396.000,637230.000,374230.000
