,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,0.000,,1290.000,2955.000,6397.000,6467.000,4237.000,5987.000,6337.000,3785.000,5137.000,1752.000,1750.000,,46.000,,,,,,600.000,135.000
AccruedLiabilities,5501.000,4465.000,3275.000,4860.000,2220.000,2230.000,2150.000,,2505.000,2300.000,,,,,,,,,,,,
AccruedLiabilitiesCurrent,,,,,,,,5255.000,,,2800.000,2300.000,2250.000,500.000,,,,,,,,
AccruedLiabilitiesCurrentAndNoncurrent,,,,,,,,,,,8700.000,9453.000,10276.000,11100.000,12016.000,0.000,11631.000,-25000.000,15911.000,16968.000,16968.000,19209.000
AdditionalPaidInCapital,49650.000,49650.000,49650.000,49650.000,74650.000,74650.000,74650.000,74650.000,74650.000,74650.000,74650.000,74650.000,74650.000,74650.000,74650.000,74650.000,74650.000,49150.000,49150.000,49150.000,49150.000,49150.000
AssetsCurrent,0.000,6147.000,2132.000,1812.000,1042.000,638.000,518.000,518.000,473.000,1023.000,,,50.000,3578.000,33.000,,,,,,,
BankOverdrafts,20.000,,,,,,,,,,,,,,,,,,,,,
Cash,0.000,6147.000,2132.000,1812.000,1042.000,638.000,518.000,518.000,473.000,473.000,,,50.000,78.000,33.000,,,,,,,
CashAndCashEquivalentsAtCarryingValue,,,,,,,,,,,,,50.000,78.000,33.000,,,,,,,
CommonStockNoParValue,,,,,,,,,,0.001,,,,,,,,,,,,
CommonStockOtherSharesOutstanding,,,,47100.000,,,,,,,,,,,,,,,,,,
CommonStockParOrStatedValuePerShare,,,,,,,,0.001,0.001,,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,,,,,,,,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000
CommonStockSharesIssued,,,,,,,,47100060.000,47100060.000,47100060.000,47100060.000,47100060.000,47100060.000,47100060.000,47100060.000,47100060.000,47100060.000,30100060.000,30100060.000,30100060.000,30100060.000,30100060.000
CommonStockSharesOutstanding,,,,,,,,47100060.000,47100060.000,47100060.000,47100060.000,47100060.000,47100060.000,47100060.000,47100060.000,47100060.000,47100060.000,30100060.000,30100060.000,30100060.000,30100060.000,30100060.000
