,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31
AccountsPayableCurrent,1187000.000,803000.000,767000.000,1028000.000,1729000.000,1501000.000,1448000.000,923000.000
AccountsReceivableNetCurrent,7158000.000,8007000.000,8163000.000,8042000.000,8053000.000,8489000.000,10223000.000,8216000.000
AccruedLiabilitiesCurrent,3451000.000,3742000.000,3445000.000,3509000.000,4037000.000,4788000.000,4464000.000,4116000.000
AccruedPayrollTaxesCurrent,,,,,1208000.000,1602000.000,1353000.000,1142000.000
AccruedProfessionalFeesCurrent,,,,,605000.000,728000.000,540000.000,438000.000
AccruedUtilitiesCurrent,,,,,567000.000,628000.000,812000.000,700000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,,13975000.000,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-72000.000,-72000.000,-72000.000,-72000.000,-72000.000,-72000.000,-72000.000,-72000.000
AdditionalPaidInCapitalCommonStock,70106000.000,70386000.000,70681000.000,70993000.000,71305000.000,71585000.000,71923000.000,72221000.000
AllowanceForDoubtfulAccountsReceivable,,,,,,,91000.000,
AllowanceForDoubtfulAccountsReceivableCurrent,157000.000,156000.000,166000.000,166000.000,164000.000,101000.000,91000.000,89000.000
Assets,46313000.000,45998000.000,46785000.000,47002000.000,46331000.000,46176000.000,38332000.000,36471000.000
AssetsCurrent,37350000.000,37339000.000,38264000.000,34133000.000,34010000.000,34263000.000,26859000.000,25520000.000
AvailableForSaleSecuritiesGrossUnrealizedGainLoss,,,,,,,0.000,
BusinessAcquisitionContingentConsiderationPotentialCashPayment,,,,,,,1400000.000,
BusinessAcquisitionCostOfAcquiredEntityCashPaid,,,,,3773000.000,3773000.000,,
BusinessAcquisitionPurchasePriceAllocationAssetsAcquired,,,,,5209000.000,5209000.000,,
BusinessAcquisitionPurchasePriceAllocationAssetsAcquiredLiabilitiesAssumedNet,,,,,-1436000.000,-1436000.000,,
BusinessAcquisitionPurchasePriceAllocationCurrentAssets,,,,,590000.000,590000.000,,
BusinessAcquisitionPurchasePriceAllocationDeferredTaxAssetsNoncurrent,,,,,957000.000,-957000.000,,
BusinessAcquisitionPurchasePriceAllocationGoodwillAmount,,,,,2081000.000,2081000.000,,
BusinessAcquisitionPurchasePriceAllocationLiabilitiesAssumed,,,,,479000.000,479000.000,,
BusinessAcquisitionPurchasePriceAllocationPropertyPlantAndEquipment,,,,,38000.000,38000.000,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedNet,,,,,3773000.000,3773000.000,,
CashAndCashEquivalentsAtCarryingValue,28342000.000,20232000.000,17706000.000,15849000.000,16979000.000,16270000.000,10119000.000,14768000.000
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000
CommonStockSharesIssued,16645809.000,16656731.000,16666206.000,16752399.000,16807874.000,16822348.000,16972025.000,16980707.000
CommonStockSharesOutstanding,16450424.000,16448752.000,16410427.000,16407920.000,16421280.000,16364494.000,16498357.000,16507039.000
CommonStockValue,17000.000,17000.000,17000.000,17000.000,17000.000,17000.000,17000.000,18000.000
DeferredIncomeTaxLiabilities,,,,,,,982000.000,
DeferredTaxAssetsDeferredIncome,,,,,,,52000.000,
DeferredTaxAssetsGross,,,,,,,12813000.000,
DeferredTaxAssetsInProcessResearchAndDevelopment,,,,,,,1784000.000,
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,,9918000.000,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsEmployeeCompensation,,,,,,,557000.000,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAccruedLiabilities,,,,,,,317000.000,
DeferredTaxLiabilitiesGoodwillAndIntangibleAssets,,,,,,,982000.000,
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognized,,,,,1400000.000,1300000.000,,1400000.000
EscrowDeposit,,,,,750000.000,750000.000,750000.000,750000.000
FiniteLivedIntangibleAssetsAccumulatedAmortization,,,,,2086000.000,2515000.000,2944000.000,3373000.000
FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths,,,,,695000.000,695000.000,1570000.000,
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,,,,,139000.000,139000.000,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,,,,,833000.000,833000.000,139000.000,
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,,,,,833000.000,833000.000,1055000.000,
FiniteLivedIntangibleAssetsGross,,,,,5708000.000,5708000.000,5708000.000,5708000.000
FiniteLivedIntangibleAssetsNet,,,,,4536000.000,2500000.000,2764000.000,
Goodwill,3800000.000,4016000.000,4286000.000,6594000.000,6594000.000,6594000.000,6594000.000,6594000.000
GoodwillGross,,,,,,,6963000.000,
GoodwillImpairedAccumulatedImpairmentLoss,,,,,,,369000.000,
IntangibleAssetsNetExcludingGoodwill,2725000.000,2374000.000,2036000.000,4129000.000,3622000.000,3193000.000,2764000.000,2335000.000
IntangibleAssetsNetIncludingGoodwill,,,,,3622000.000,3193000.000,2764000.000,
LettersOfCreditOutstandingAmount,,,,,,,426000.000,
Liabilities,6173000.000,5805000.000,6016000.000,6417000.000,7079000.000,7332000.000,6961000.000,6197000.000
LiabilitiesAndStockholdersEquity,46313000.000,45998000.000,46785000.000,47002000.000,46331000.000,46176000.000,38332000.000,36471000.000
LiabilitiesCurrent,4638000.000,4545000.000,4773000.000,5067000.000,5977000.000,6689000.000,6329000.000,5474000.000
LiabilityForUncertainTaxPositionsNoncurrent,,,,,,,0.000,
LineOfCreditFacilityAmountOutstanding,,,,,,,0.000,
LineOfCreditFacilityMaximumBorrowingCapacity,,,,,,,1500000.000,
MoneyMarketFundsAtCarryingValue,,,,,,,8900000.000,
OperatingLeasesFutureMinimumPaymentsDue,,,,,,,1855000.000,
OperatingLeasesFutureMinimumPaymentsDueCurrent,,,,,,,1355000.000,
OperatingLeasesFutureMinimumPaymentsDueInThreeYears,,,,,,,110000.000,
OperatingLeasesFutureMinimumPaymentsDueInTwoYears,,,,,,,390000.000,
OtherAccruedLiabilitiesCurrent,,,,,1234000.000,1354000.000,1231000.000,1307000.000
OtherAssetsNoncurrent,165000.000,148000.000,118000.000,133000.000,114000.000,114000.000,89000.000,78000.000
OtherLiabilitiesCurrent,,,561000.000,530000.000,211000.000,400000.000,417000.000,435000.000
OtherLiabilitiesNoncurrent,1535000.000,1260000.000,277000.000,343000.000,223000.000,130000.000,97000.000,165000.000
PrepaidExpenseAndOtherAssetsCurrent,1850000.000,1669000.000,1419000.000,1488000.000,1738000.000,1714000.000,1621000.000,1138000.000
PropertyPlantAndEquipmentGross,,,,,,,16001000.000,
PropertyPlantAndEquipmentNet,2273000.000,2121000.000,2081000.000,2013000.000,1991000.000,2012000.000,2026000.000,1944000.000
RetainedEarningsAccumulatedDeficit,-29779000.000,-29975000.000,-29584000.000,-29831000.000,-31363000.000,-31876000.000,-39664000.000,-41060000.000
SalesAndExciseTaxPayableCurrent,,,,,423000.000,476000.000,528000.000,529000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableNumber,,,,,,,2578889.000,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableWeightedAverageExercisePrice,,,,,,,2.640,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingIntrinsicValue,,,,,,,2225000.000,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingNumber,,,,,,,3470329.000,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingWeightedAverageExercisePrice,,,,,,,2.640,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestExercisableWeightedAverageExercisePrice,,,,,,,2.640,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestOutstandingNumber,,,,,,,3349742.000,
SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsExercisableIntrinsicValue1,,,,,,,1939000.000,
ShortTermInvestments,,7431000.000,10976000.000,8754000.000,7240000.000,7790000.000,4896000.000,1398000.000
StockholdersEquity,40140000.000,40193000.000,40769000.000,40585000.000,39252000.000,38844000.000,31371000.000,30274000.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,40140000.000,40193000.000,40769000.000,40585000.000,39252000.000,38844000.000,31371000.000,30274000.000
TreasuryStockShares,195385.000,207979.000,255779.000,344479.000,386594.000,457854.000,473668.000,473668.000
TreasuryStockValue,132000.000,163000.000,273000.000,522000.000,635000.000,810000.000,833000.000,833000.000
ValuationAllowanceAmount,,,,,,,11831000.000,
