,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30
AccountsPayableAndAccruedLiabilitiesCurrent,252319.000,288691.000,170449.000,315944.000,306394.000,244695.000,603629.000,545490.000,351558.000,372761.000,811404.000,816920.000,1412642.000,1671534.000
AccountsPayableRelatedPartiesCurrentAndNoncurrent,,,,,55000.000,72533.000,,4200.000,,,,40208.000,65917.000,108083.000
AdditionalPaidInCapital,2763216.000,4629491.000,5392818.000,5807637.000,9030626.000,9914818.000,16003872.000,16895592.000,18658516.000,19369906.000,19522643.000,20708857.000,22953135.000,23591075.000
Assets,161647.000,705598.000,632976.000,288544.000,465803.000,439365.000,2793959.000,2124920.000,1218813.000,907825.000,308830.000,1224569.000,367329.000,581186.000
AssetsCurrent,156296.000,700922.000,628976.000,283220.000,436705.000,409433.000,2761668.000,2093820.000,1194137.000,884045.000,288648.000,1205330.000,350902.000,565795.000
Cash,140721.000,686783.000,616067.000,276007.000,412605.000,386787.000,2744046.000,2082400.000,1173747.000,860160.000,266210.000,1143189.000,319779.000,326219.000
CashAndCashEquivalentsAtCarryingValue,140721.000,686783.000,616067.000,276007.000,412605.000,386787.000,2744046.000,2082400.000,1173747.000,860160.000,266210.000,1143189.000,319779.000,326219.000
ClassOfWarrantOrRightExercisePriceOfWarrantsOrRights,,,,,,,,,,,0.755,,,
ClassOfWarrantOrRightNumberOfSecuritiesCalledByWarrantsOrRights,,,,,6249720.000,,560713.000,,,,240001.000,,,
ClassOfWarrantOrRightOutstanding,,,,,,,,8355437.000,,,8539367.000,,,
CommitmentsAndContingencies,,0.000,0.000,,,,,,,,,,,
CommonStockCapitalSharesReservedForFutureIssuance,,,,,,,,,,,3000000.000,,83824.000,239720.000
CommonStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CommonStockSharesAuthorized,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000
CommonStockSharesOutstanding,24392292.000,27547211.000,28390260.000,28450260.000,28730321.000,29345056.000,37223640.000,38082875.000,40784018.000,41584020.000,41584020.000,4313786.000,4770207.000,4809139.000
CommonStockSharesSubscriptions,,,,,,,,,,,,2152735.000,,
