,2012-09-30,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AllocatedShareBasedCompensationExpense,,,,,,,,,,,,,,,,,,3603.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,-782.000,,,,,,,,24393.000,,,,-5084.000,,,,12102.000
ChangeInUnrealizedGainLossOnFairValueHedgingInstruments1,,,,,,-10051.000,,,,25456.000,,,,,,,,313419.000
ConversionOfStockSharesConverted1,,,,,,,,,,,,,,,,,,1822707.000
DepreciationAmortizationAndAccretionNet,,194.000,,,,194.000,,,,184.000,,,,,,,,
DepreciationAndAmortization,152.000,194.000,194.000,194.000,195.000,194.000,194.000,194.000,194.000,184.000,185.000,44.000,41.000,,,,,
DepreciationExpenseOnReclassifiedAssets,,194.000,388.000,,,,,,,184.000,,44.000,,0.000,,,,
DerivativeLossOnDerivative,,,,,,,,,,,,,,,,,,199919.000
EarningsPerShareBasicAndDiluted,-0.010,-0.010,-0.020,0.010,0.000,-0.010,-0.010,-0.000,0.000,-0.003,-0.000,-0.000,-0.007,-0.003,-0.002,-0.003,-0.002,-0.007
FairValueAssumptionsExpectedDividendRate,,0.000,,,,0.000,,,,0.000,,,,0.000,,,,0.000
FairValueAssumptionsRiskFreeInterestRate,,0.001,,,,0.001,,,,0.002,,,,,,,,
GainLossOnNonRecourseDebt,,5571.000,,81307.000,,,,,,,,,,,,,,
GainLossOnSaleOfDebtInvestments,,-5571.000,,,,,,,,,,,,,,,,
GeneralAndAdministrativeExpense,138199.000,233641.000,148897.000,117832.000,283478.000,138626.000,156285.000,95070.000,115571.000,85271.000,103960.000,127363.000,130389.000,98011.000,111852.000,80768.000,105512.000,133353.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-197272.000,-441380.000,-605774.000,197188.000,86759.000,-201389.000,-209500.000,-131917.000,-206123.000,-119163.000,-168264.000,-92621.000,-316698.000,-166223.000,-150297.000,-216355.000,-66357.000,-488799.000
IncreaseDecreaseInAccountsPayable,,,,,,162737.000,,,,33439.000,,,,61713.000,,,,2415.000
IncreaseDecreaseInAccountsPayableRelatedParties,,,,,,,,,,29500.000,,,,27500.000,,,,55045.000
IncreaseDecreaseInAccruedLiabilities,,,,,,,,,,38052.000,,,,36432.000,,,,29004.000
IncreaseDecreaseInAccruedTaxesPayable,,14757.000,,,,,,,,,,,,,,,,
IncreaseDecreaseInNotesPayableCurrent,,77103.000,,,,10664.000,,,,-21250.000,,,,6250.000,,,,-3500.000
IncreaseDecreaseInOtherAccountsPayable,,,,,,,,,,-934.000,,,,24445.000,,,,26534.000
IncreaseDecreaseInPrepaidExpense,,,,,,,,,,,,,,,,,,-5964.000
InterestExpense,38217.000,77103.000,56389.000,19501.000,-58832.000,10664.000,9001.000,7751.000,5580.000,3750.000,7500.000,6250.000,6250.000,6250.000,,,,-3500.000
InterestExpenseBorrowings,,38095.000,,,,41854.000,,,,43141.000,,,,28490.000,,,,23568.000
InterestIncomeExpenseNet,-20704.000,-40400.000,-25657.000,-25014.000,-79357.000,-41854.000,-45811.000,-48037.000,-52344.000,-55414.000,-57104.000,-66964.000,-72018.000,-64212.000,-38445.000,-49193.000,-66489.000,-45527.000
InterestPaid,,,,,,3750.000,,,,6075.000,,,,,,,,
LeaseAndRentalExpense,,,,,,,,,,,,,,13105.000,,,,12300.000
NetCashProvidedByUsedInFinancingActivities,,135272.000,,,,17743.000,,,,45370.000,,,,30277.000,,,,65000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,135272.000,,,,17743.000,,,,45370.000,,,,30277.000,,,,65000.000
NetCashProvidedByUsedInInvestingActivities,,-511.000,,,,,,,,,,,,,,,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,-511.000,,,,,,,,,,,,,,,,
NetCashProvidedByUsedInOperatingActivities,,-135543.000,,,,-17743.000,,,,-20977.000,,,,-35361.000,,,,-52898.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,-135543.000,,,,-17743.000,,,,-20977.000,,,,-35361.000,,,,-52898.000
NetIncomeLoss,-194586.000,-441380.000,-605774.000,197188.000,91550.000,-200195.000,-208327.000,,,-118229.000,-167331.000,-90995.000,-315179.000,-165152.000,-149245.000,-215431.000,-65302.000,-487834.000
NetIncomeLossAttributableToNoncontrollingInterest,-2686.000,-2905.000,-2280.000,-618.000,1012.000,-1194.000,-1173.000,-1021.000,-979.000,-934.000,-933.000,-1626.000,-1519.000,-1071.000,-1052.000,-924.000,-1055.000,-965.000
NonoperatingIncomeExpense,-58921.000,-207545.000,-456683.000,315214.000,370432.000,-62569.000,-53021.000,-36653.000,-90358.000,-33708.000,-64119.000,34786.000,-186268.000,-68212.000,-38445.000,-135587.000,39155.000,-355446.000
OperatingExpenses,138351.000,233835.000,149091.000,118026.000,283673.000,138820.000,156479.000,95264.000,115765.000,85455.000,104145.000,127407.000,130430.000,98011.000,111852.000,80768.000,105512.000,133353.000
OperatingIncomeLoss,-138351.000,-233835.000,-149091.000,-118026.000,-283673.000,-138820.000,-156479.000,-95264.000,-115765.000,-85455.000,-104145.000,-127407.000,-130430.000,-98011.000,-111852.000,-80768.000,-105512.000,-133353.000
OtherIncome,,,,,,1194.000,,,,,,,,,,,,
PaymentsToAcquireIntangibleAssets,,511.000,,,,,,,,,,,,,,,,
ProceedsFromIssuanceOfPreferredStockAndPreferenceStock,,,,,,,,,,,,,,,,,,25000.000
ProceedsFromNotesPayable,,167272.000,,,,42743.000,,,,52475.000,,,,30277.000,,,,40000.000
ProfitLoss,-197272.000,-438475.000,-603494.000,197806.000,80956.000,-201389.000,-209500.000,-131917.000,-206123.000,-119163.000,-168264.000,-92621.000,-316698.000,-166223.000,-150297.000,-216355.000,-66357.000,-488799.000
RepaymentsOfNotesPayable,,32000.000,,,,25000.000,,,,7105.000,,,,,,,,
ShareBasedCompensation,,,,,,,,,,43717.000,,,,,,,,
StockOptionPlanExpense,,,80953.000,40377.000,,,,,,,,,,,,,,17983.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,,,,,36539241.000,41884034.000,,,58655062.000,59696720.000,,,,67751068.000,,
