,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30
AccountsPayableAndAccruedLiabilitiesCurrent,,,126983.000,68174.000,122886.000,160470.000,216196.000,208760.000,102073.000,118461.000,156737.000,231480.000,279348.000,258786.000,255269.000,274760.000
AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,,274255.000,,,,,,,,,,,,,,
AccountsPayableCurrent,17152.000,,,,,,,,,,,,,,,
AccountsPayableRelatedPartiesCurrent,953.000,,,,,,,,,67500.000,19000.000,95000.000,137500.000,140412.000,140412.000,140412.000
AccountsReceivableNetCurrent,,3927.000,,31514.000,,,,,,,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,70924.000,274008.000,456251.000,574618.000,584578.000,645415.000,731280.000,834336.000,621454.000,802070.000,818040.000,834434.000,894028.000,1290353.000
AdditionalPaidInCapital,,,,,1845081.000,1864081.000,2073338.000,2387813.000,2419384.000,2469227.000,2514227.000,2559137.000,2559137.000,2559137.000,2709137.000,2709137.000
AdditionalPaidInCapitalCommonStock,903317.000,790211.000,1340724.000,1839891.000,,,,,,,,,,,,
AssetRetirementObligation,,,,,,158976.000,139023.000,,,112652.000,,,,,,
AssetRetirementObligationsNoncurrent,61037.000,62410.000,121848.000,138766.000,154866.000,158976.000,139023.000,143133.000,147243.000,151353.000,145421.000,153642.000,157752.000,157752.000,157752.000,157752.000
Assets,759692.000,1055461.000,1167131.000,1426044.000,1166209.000,1011707.000,975297.000,1013731.000,824821.000,725511.000,589449.000,490993.000,474290.000,671322.000,563413.000,153742.000
AssetsCurrent,443854.000,107867.000,92751.000,399157.000,2639.000,2426.000,106823.000,125988.000,6420.000,6749.000,28987.000,3772.000,1977.000,15403.000,17088.000,3742.000
CapitalizedCostsAccumulatedDepreciationDepletionAmortizationAndValuationAllowanceForRelatingToOilAndGasProducingActivities,,,,,,574618.000,,,,798673.000,,,818040.000,,,
CapitalizedCostsAssetRetirementCosts,,,,,,136715.000,,,,112652.000,,,103597.000,,,
CapitalizedCostsMineralInterestsInProvedProperties,,,,,,,,,928448.000,,,,,,,
CapitalizedCostsMineralInterestsInUnprovedProperties,,,,,,,,,394786.000,,,,,,,
CapitalizedCostsOilAndGasProducingActivitiesGross,,,,,,1597849.000,,,,1542985.000,,,1272329.000,,,
CapitalizedCostsOilAndGasProducingActivitiesNet,,,,,,1023231.000,,,,744312.000,,,454289.000,,,
CapitalizedCostsProvedProperties,,,,,,967512.000,,,,1058517.000,606549.000,625335.000,626397.000,626397.000,626397.000,626397.000
CapitalizedCostsSupportEquipmentAndFacilities,,,,,254287.000,256254.000,217626.000,224307.000,226447.000,229864.000,180219.000,267631.000,267631.000,267631.000,267631.000,267631.000
CapitalizedCostsUnprovedProperties,,,,,,340097.000,,,,264717.000,395148.000,396325.000,396325.000,596325.000,546325.000,546325.000
CapitalizedCostsWellsAndRelatedEquipmentAndFacilities,,,,,,1461134.000,,,,1430333.000,,,1168732.000,,,
Cash,416654.000,76560.000,,,,,,,,,,,,,,
CashAndCashEquivalentsAtCarryingValue,416654.000,76560.000,91551.000,345743.000,239.000,1026.000,5423.000,3088.000,118.000,2035.000,25826.000,2372.000,5.000,13395.000,15080.000,1734.000
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockShareSubscribedButUnissuedSubscriptionsReceivable,,,,,,,,15000.000,,,,,,,,
CommonStockSharesAuthorized,100000000.000,2000000000.000,2000000000.000,2000000000.000,198000000.000,198000000.000,198000000.000,198000000.000,100000000.000,100000000.000,100000000.000,100000000.000,198000000.000,198000000.000,198000000.000,198000000.000
CommonStockSharesIssued,7932955.000,159019100.000,161325766.000,162159099.000,81229099.000,62229100.000,62615670.000,63140670.000,31570335.000,31726585.000,31726585.000,317266.000,317266.000,6820572.000,6820572.000,6820572.000
CommonStockSharesOutstanding,7932955.000,,161325766.000,162159099.000,81229099.000,62229100.000,62615670.000,63140670.000,31570335.000,31726585.000,31726585.000,317266.000,317266.000,6820572.000,6820572.000,6820572.000
CommonStockValue,7933.000,159019.000,161326.000,162159.000,81229.000,62229.000,62616.000,63141.000,31570.000,31727.000,31727.000,317.000,317.000,6817.000,6817.000,6817.000
ConvertibleNotesPayableCurrent,,100000.000,30673.000,54039.000,100000.000,100000.000,,,,,,,,150000.000,150000.000,150000.000
DebtInstrumentInterestRateAtPeriodEnd,,,,,0.150,0.150,,,,,,,,,,
DebtInstrumentUnamortizedDiscount,,,,,,0.000,,,,,,,,,,
DeferredTaxAssetsGross,,,,,,410708.000,,,,670368.000,,,77230.000,,,
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,-246881.000,,,,,,,,,,
DeferredTaxAssetsOperatingLossCarryforwardsSubjectToExpiration,,,,,,491044.000,,,,747599.000,,,940891.000,,,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost,,,,,,1768.000,,,,,,,,,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsImpairmentLosses,,,,,,4742.000,,,,,,,,,,
DeferredTaxAssetsValuationAllowance,,,,,,-410708.000,,,,670368.000,,,867893.000,,,
DepositAssets,,,1200.000,1400.000,1400.000,1400.000,1400.000,1400.000,1400.000,1400.000,1400.000,,,,,
DepositsAssetsCurrent,1200.000,1200.000,,,,,,,,,,1400.000,1400.000,1400.000,1400.000,1400.000
DerivativeLiabilities,,,,,93976.000,93976.000,,,,,,,,,,
DerivativeLiabilitiesCurrent,,93428.000,103581.000,91619.000,11208.000,11136.000,,,,,,,,,,
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,230700.000,423985.000,718127.000,928727.000,,,,,,,,,,,,
DueFromRelatedPartiesCurrent,,,,,,,,,,,,,572.000,608.000,608.000,608.000
DueToRelatedPartiesCurrent,,123.000,123.000,123.000,5123.000,,,,,,,,,,,
DueToRelatedPartiesCurrentAndNoncurrent,,,,,5123.000,18123.000,,,,,,,,,,
FutureNetCashFlowsRelatingToProvedOilAndGasReservesCashInflows,,,,,,,,,,,,,1550926.000,,,
FutureNetCashFlowsRelatingToProvedOilAndGasReservesDevelopmentCosts,,,,,,,,,,,,,853607.000,,,
FutureNetCashFlowsRelatingToProvedOilAndGasReservesIncomeTaxExpense,,,,,,,,,,,,,28981.000,,,
FutureNetCashFlowsRelatingToProvedOilAndGasReservesNetCashFlows,,,,,,,,,,,,,668337.000,,,
FutureNetCashFlowsRelatingToProvedOilAndGasReservesTenPercentAnnualDiscountForEstimatedTimingOfCashFlows,,,,,,,,,,,,,378566.000,,,
InterestPayableCurrentAndNoncurrent,,,,,5182.000,8963.000,,,,,,,,,,
Liabilities,79142.000,530216.000,383208.000,352721.000,394083.000,448705.000,355342.000,352016.000,260984.000,342437.000,326281.000,485245.000,594723.000,844573.000,866056.000,885547.000
LiabilitiesAndStockholdersEquity,759692.000,1055461.000,1167131.000,1426044.000,1166209.000,1011707.000,975297.000,1013731.000,824821.000,725511.000,589449.000,490993.000,474290.000,671322.000,563413.000,153742.000
LiabilitiesCurrent,18105.000,462906.000,261360.000,213955.000,239217.000,289729.000,216319.000,208883.000,113741.000,191084.000,180860.000,331603.000,436971.000,686821.000,708304.000,727795.000
MachineryAndEquipmentGross,111000.000,159546.000,163968.000,163968.000,,,,,,,,,,,,
NotesPayableCurrent,,,,,,18123.000,123.000,123.000,5123.000,5000.000,5000.000,5123.000,,117500.000,142500.000,142500.000
NotesPayableRelatedPartiesClassifiedCurrent,,,,,,,,,6545.000,123.000,123.000,,20123.000,20123.000,20123.000,20123.000
OilAndGasPropertyFullCostMethodGross,,,981336.000,1136927.000,1365534.000,1327645.000,1235426.000,1308851.000,,,,,,,,
OilAndGasPropertyFullCostMethodNet,204838.000,788048.000,,,,811333.000,,,,,,487221.000,472313.000,655919.000,546325.000,150000.000
OperatingLeasesFutureMinimumPaymentsDueCurrent,,,,,,500.000,,,,,,,,,,
OperatingLossCarryforwards,,,,,,491044.000,,,,,,,940891.000,,,
OtherReceivables,,,,,,,100000.000,100000.000,,,,,,,,
PreferredStockParOrStatedValuePerShare,,,,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100
PreferredStockSharesAuthorized,,,,2000000.000,2000000.000,2000000.000,2000000.000,2000000.000,2000000.000,2000000.000,2000000.000,2000000.000,2000000.000,2000000.000,2000000.000,2000000.000
PreferredStockSharesIssued,,,,0.000,809400.000,809400.000,809400.000,809400.000,809400.000,809400.000,859400.000,874400.000,874400.000,809400.000,809400.000,809400.000
PreferredStockSharesOutstanding,,,,0.000,809400.000,809400.000,809400.000,809400.000,809400.000,809400.000,859400.000,874400.000,874400.000,809400.000,809400.000,809400.000
PreferredStockValue,,,,,80940.000,80940.000,80940.000,80940.000,80940.000,80940.000,85940.000,87440.000,87440.000,80940.000,80940.000,80940.000
PrepaidExpenseCurrent,26000.000,26180.000,,20500.000,1000.000,,,21500.000,4902.000,3314.000,1761.000,,,,,
PropertyPlantAndEquipmentGross,,,1145304.000,1300895.000,1619821.000,1583899.000,1453052.000,1533158.000,1549681.000,1553098.000,1181916.000,1289291.000,1290353.000,1490353.000,1440353.000,1440353.000
PropertyPlantAndEquipmentNet,,,1074380.000,1026887.000,1163570.000,1009281.000,868474.000,887743.000,818401.000,718762.000,560462.000,,,,,
RetainedEarningsAccumulatedDeficit,,,,,-1235124.000,-1444248.000,-1596939.000,-1855179.000,-1968057.000,-2198820.000,-2368726.000,-2641146.000,-2767327.000,-2820145.000,-3099537.000,-3528699.000
ServicingLiabilityAtFairValueAmount,,,,,,158976.000,,,,,,,,,,
StandardizedMeasureOfDiscountedFutureNetCashFlowsRelatingToProvedOilAndGasReserves,,,,,,738314.000,,,,946181.000,,,289772.000,,,
StockholdersEquity,,525245.000,783923.000,1073323.000,772126.000,563002.000,619955.000,661715.000,563837.000,383074.000,263168.000,5748.000,-120433.000,-173251.000,-302643.000,-731805.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,680550.000,525245.000,783923.000,1073323.000,772126.000,563002.000,619955.000,661715.000,563837.000,383074.000,263168.000,5748.000,-120433.000,-173251.000,-302643.000,-731805.000
