,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30
AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,8816000.000,9724000.000,9769000.000,9895000.000,11555000.000,10497000.000,10453000.000,10081000.000,9599000.000,11181000.000
AccruedInvestmentIncomeReceivable,3164000.000,3030000.000,2945000.000,2809000.000,2717000.000,2742000.000,2631000.000,2449000.000,2576000.000,2471000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,,14308000.000,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-13000.000,-10000.000,-13000.000,-86000.000,36000.000,138000.000,100000.000,-6000.000,-1183000.000,-871000.000
AdditionalPaidInCapitalCommonStock,60459000.000,60494000.000,60528000.000,60922000.000,60954000.000,60982000.000,63310000.000,63913000.000,63976000.000,64095000.000
AdvancePaymentsByBorrowersForTaxesAndInsurance,488000.000,1393000.000,2100000.000,1381000.000,869000.000,1553000.000,2635000.000,1848000.000,833000.000,1718000.000
AllowanceForDoubtfulAccountsReceivableCurrent,,,,,0.000,0.000,0.000,0.000,0.000,0.000
Assets,767526000.000,793606000.000,767018000.000,786167000.000,766916000.000,754242000.000,764259000.000,763362000.000,756779000.000,760599000.000
AvailableForSaleSecurities,10921000.000,10996000.000,17845000.000,59828000.000,72430000.000,79709000.000,85298000.000,38590000.000,102737000.000,101211000.000
AvailableForSaleSecuritiesAmortizedCost,,,,,72375000.000,79499000.000,85146000.000,,104530000.000,102532000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThanTwelveMonthsFairValue,,,,,16482000.000,2993000.000,2995000.000,,102623000.000,901145000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionTwelveMonthsOrLongerFairValue,,,,,44000.000,44000.000,0.000,,0.000,0.000
AvailableForSaleSecuritiesDebtMaturitiesAfterFiveThroughTenYearsAmortizedCost,,,,,0.000,0.000,0.000,,5999000.000,5999000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterFiveThroughTenYearsFairValue,,,,,0.000,0.000,0.000,,5772000.000,5803000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterOneThroughFiveYearsAmortizedCost,,,,,68458000.000,71671000.000,77457000.000,,98420000.000,96424000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterOneThroughFiveYearsFairValue,,,,,68529000.000,71891000.000,77571000.000,,96851000.000,95297000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterTenYearsAmortizedCost,,,,,0.000,0.000,0.000,,0.000,0.000
AvailableForSaleSecuritiesDebtMaturitiesAfterTenYearsFairValue,,,,,0.000,0.000,0.000,,0.000,0.000
AvailableForSaleSecuritiesDebtMaturitiesAmortizedCost,,,,,70958000.000,78169000.000,83956000.000,,,
AvailableForSaleSecuritiesDebtMaturitiesWithinOneYearAmortizedCost,,,,,2500000.000,6498000.000,6499000.000,,0.000,0.000
AvailableForSaleSecuritiesDebtMaturitiesWithinOneYearFairValue,,,,,2499000.000,6499000.000,6500000.000,,0.000,0.000
AvailableForSaleSecuritiesDebtSecurities,,,,,71028000.000,78390000.000,84071000.000,,,
AvailableForSaleSecuritiesGrossUnrealizedLosses1,,,,,68000.000,61000.000,3000.000,,,
AvailableforsaleSecuritiesContinuousUnrealizedLossPosition12MonthsOrLongerAggregateLosses2,,,,,56000.000,56000.000,0.000,,,
AvailableforsaleSecuritiesContinuousUnrealizedLossPositionLessThan12MonthsAggregateLosses2,,,,,12000.000,5000.000,3000.000,,,
AvailableforsaleSecuritiesGrossUnrealizedGain,,,,,123000.000,271000.000,155000.000,,,
Capital,,,,,,,71190000.000,,,
CapitalRequiredForCapitalAdequacyToRiskWeightedAssets,,,,,,,0.080,,,
CapitalRequiredToBeWellCapitalizedToRiskWeightedAssets,,,,,,,0.100,,,
CapitalToRiskWeightedAssets,,,,,,,0.130,,,
CashAndCashEquivalentsAtCarryingValue,42382000.000,69707000.000,38374000.000,40431000.000,28160000.000,26920000.000,58379000.000,118212000.000,27125000.000,17185000.000
CashAndDueFromBanks,13074000.000,14764000.000,16420000.000,15803000.000,15460000.000,14462000.000,13815000.000,13982000.000,14796000.000,15022000.000
CashSurrenderValueOfLifeInsurance,19739000.000,19718000.000,19893000.000,20067000.000,20228000.000,20397000.000,20585000.000,20744000.000,20905000.000,21066000.000
ClassOfWarrantOrRightOutstanding,,,,,,,2857107.000,2676570.000,2656205.000,2601468.000
CommitmentsAndContingencies,,,,,,0.000,0.000,0.000,0.000,0.000
CommonStockParOrStatedValuePerShare,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
CommonStockSharesAuthorized,29900000.000,29900000.000,29900000.000,29900000.000,29900000.000,29900000.000,29900000.000,29900000.000,29900000.000,29900000.000
CommonStockSharesIssued,8884508.000,8884508.000,8884508.000,9147000.000,9147000.000,9144477.000,14911949.000,15208201.000,15227995.000,15282352.000
CommonStockSharesOutstanding,,,,,,,,,13549082000.000,13603438.000
CommonStockValue,8885000.000,8885000.000,8885000.000,9147000.000,9147000.000,9144000.000,14912000.000,15208000.000,15228000.000,15282000.000
DebtInstrumentInterestRateEffectivePercentage,,,,,,,0.017,,,
DeferredCompensationEquity,47000.000,39000.000,31000.000,523000.000,492000.000,457000.000,405000.000,623000.000,448000.000,290000.000
DeferredIncomeTaxLiabilities,,,,,,,4487000.000,,4267000.000,5161000.000
DeferredTaxAssetsCapitalLossCarryforwards,,,,,,,1341000.000,,1396000.000,2080000.000
DeferredTaxAssetsGross,,,,,,,10355000.000,,10802000.000,11364000.000
DeferredTaxAssetsLiabilitiesNet,,,,,,7200000.000,,,,
DeferredTaxAssetsOther,,,,,,,1357000.000,,1197000.000,1281000.000
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefits,,,,,,,1046000.000,,1345000.000,1421000.000
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsProvisionForLoanLosses,,,,,,,4130000.000,,3589000.000,3288000.000
DeferredTaxAssetsUnrealizedLossesOnAvailableforSaleSecuritiesGross,,,,,,,0.000,,610000.000,449000.000
DeferredTaxAssetsValuationAllowance,,,,,,,5868000.000,,0.000,0.000
DeferredTaxLiabilities,,,,,,,0.000,,6535000.000,-6203000.000
DeferredTaxLiabilitiesDeferredExpenseDeferredFinancingCosts,,,,,,,708000.000,,684000.000,673000.000
DeferredTaxLiabilitiesMortgageServicingRights,,,,,,,1103000.000,,948000.000,1396000.000
DeferredTaxLiabilitiesPrepaidExpenses,,,,,,,-140000.000,,140000.000,618000.000
DefinedBenefitPlanExpectedFutureBenefitPaymentsFiveFiscalYearsThereafter,,,,,,,5590000.000,,,
DefinedBenefitPlanExpectedFutureBenefitPaymentsNextTwelveMonths,,,,,,,227000.000,,,
DefinedBenefitPlanExpectedFutureBenefitPaymentsRemainderOfFiscalYear,,,,,,,151000.000,,,
DefinedBenefitPlanExpectedFutureBenefitPaymentsYearFive,,,,,,,216000.000,,,
DefinedBenefitPlanExpectedFutureBenefitPaymentsYearFour,,,,,,,216000.000,,,
DefinedBenefitPlanExpectedFutureBenefitPaymentsYearThree,,,,,,,222000.000,,,
DefinedBenefitPlanExpectedFutureBenefitPaymentsYearTwo,,,,,,,223000.000,,,
Deposits,631647000.000,624327000.000,629259000.000,650853000.000,638516000.000,630304000.000,627224000.000,626741000.000,614623000.000,609012000.000
DepositsMoneyMarketDeposits,,,,,,,121437000.000,,,
DepositsNegotiableOrderOfWithdrawalNOW,,,,,,,70472000.000,,,
DepositsSavingsDeposits,,,,,,,54726000.000,,,
EmployeeRelatedLiabilitiesCurrentAndNoncurrent,,,,,,,4100000.000,,,
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognizedShareBasedAwardsOtherThanOptions,,,,,458000.000,422000.000,370000.000,140000.000,107000.000,77000.000
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognizedStockOptions,,,,,,,170000.000,,,
FederalFundsSold,,,,,,,,98620000.000,6856000.000,
FederalHomeLoanBankAdvancesGeneralDebtObligationsDisclosuresWeightedAverageInterestRate,,,,,,,0.035,,,
FederalHomeLoanBankAdvancesLongTerm,68765000.000,101186000.000,63604000.000,63519000.000,58445000.000,53371000.000,53297000.000,53218000.000,53148000.000,59477000.000
FederalHomeLoanBankAdvancesMaturitiesSummary,,,,,,,53297000.000,,,
FederalHomeLoanBankAdvancesMaturitiesSummaryDueAfterFiveYearsOfBalanceSheetDate,,,,,,,968000.000,,,
FederalHomeLoanBankAdvancesMaturitiesSummaryDueFromFourToFiveYearsOfBalanceSheetDate,,,,,,,5000000.000,,,
FederalHomeLoanBankAdvancesMaturitiesSummaryDueFromOneToTwoYearsOfBalanceSheetDate,,,,,,,5090000.000,,,
FederalHomeLoanBankAdvancesMaturitiesSummaryDueFromThreeToFourYearsOfBalanceSheetDate,,,,,,,0.000,,,
FederalHomeLoanBankAdvancesMaturitiesSummaryDueFromTwoToThreeYearsOfBalanceSheetDate,,,,,,,42209000.000,,,
FederalHomeLoanBankAdvancesMaturitiesSummaryDueWithinOneYearOfBalanceSheetDate,,,,,,,30000.000,,,
FederalHomeLoanBankStock,9888000.000,9888000.000,9888000.000,9888000.000,9888000.000,9888000.000,9888000.000,9888000.000,9888000.000,9888000.000
FinancialInstrumentsOwnedAndPledgedAsCollateralAmountEligibleToBeRepledgedByCounterparty,,,,,10000000.000,10000000.000,10000000.000,,11000000.000,11400000.000
FinancingReceivableAllowanceForCreditLosses,,,,,14185000.000,14508000.000,12147000.000,11532000.000,10556000.000,9671000.000
FinancingReceivableAllowanceForCreditLossesCollectivelyEvaluatedForImpairment,,,,,12652000.000,12809000.000,10729000.000,10241000.000,9101000.000,7956000.000
FinancingReceivableAllowanceForCreditLossesIndividuallyEvaluatedForImpairment1,,,,,1533000.000,1699000.000,1418000.000,1291000.000,1455000.000,1715000.000
FinancingReceivableRecordedInvestment30To59DaysPastDue,,,,,3904000.000,2864000.000,5217000.000,3772000.000,4013000.000,3585000.000
FinancingReceivableRecordedInvestment60To89DaysPastDue,,,,,2207000.000,2202000.000,2120000.000,691000.000,943000.000,1182000.000
