,2016-03-31,2017-03-31
CostOfGoodsSold,521.000,152.000
EarningsPerShareBasicAndDiluted,-0.000,-0.000
GeneralAndAdministrativeExpense,,7194.000
GrossProfit,2339.000,3148.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-1069.000,
NetIncomeLoss,-1069.000,-4046.000
OperatingExpenses,3408.000,-7194.000
ProfitLoss,,-4046.000
PropertyPlantAndEquipmentTransfersAndChanges,-261.000,
Revenues,2860.000,3300.000
SalesRevenueNet,2860.000,3300.000
SellingGeneralAndAdministrativeExpense,3408.000,
WeightedAverageNumberOfDilutedSharesOutstanding,,2120000.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,2004615.000,
