,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30
AccountsPayableTradeCurrent,7767613.000,4813192.000,4573002.000,5998148.000,8787722.000,7424179.000
AccountsReceivableNetCurrent,5540517.000,6052890.000,7186377.000,5045289.000,12297220.000,7789709.000
AccruedLiabilitiesCurrent,,,,,9331538.000,3311676.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,374615.000,397415.000,389134.000,396156.000,379515.000,365667.000
AdditionalPaidInCapitalCommonStock,4113055.000,4113055.000,4113055.000,4113055.000,4113055.000,4113055.000
Assets,67658987.000,64388359.000,78046861.000,79367945.000,87834659.000,84368634.000
AssetsCurrent,62054189.000,58227657.000,71315131.000,72850745.000,82231939.000,79231966.000
AssetsNet,,,,,87834659.000,84368634.000
CapitalLeasesFutureMinimumPaymentsDueCurrent,,,,,,19203.000
CashAndCashEquivalentsAtCarryingValue,4328737.000,650214.000,6854225.000,2330295.000,4061361.000,5625888.000
CommonStockParOrStatedValuePerShare,0.005,0.005,0.005,0.005,0.005,0.005
CommonStockSharesAuthorized,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000
CommonStockSharesIssued,24534492.000,24534492.000,24534492.000,24534492.000,24534492.000,24534492.000
CommonStockSharesOutstanding,24534492.000,24534492.000,24534492.000,24534492.000,24534492.000,24534492.000
CommonStockValue,122672.000,122672.000,122672.000,122672.000,122672.000,122672.000
DueFromAffiliateCurrent,12993780.000,11550881.000,10741260.000,12435011.000,11273073.000,12908355.000
DueToAffiliateCurrent,4362666.000,3884620.000,3891848.000,4414945.000,3899247.000,6915552.000
Goodwill,39562.000,39511.000,39634.000,39656.000,39693.000,39707.000
InventoryNet,23661467.000,25138626.000,27118613.000,35545352.000,35638906.000,37617464.000
Liabilities,60416763.000,58235075.000,71272860.000,73744014.000,80026443.000,76571866.000
LiabilitiesAndStockholdersEquity,67658987.000,64388359.000,78046861.000,79367945.000,87834659.000,84368634.000
LiabilitiesCurrent,60278451.000,58235075.000,71272860.000,73744014.000,79968855.000,76519059.000
LinesOfCreditCurrent,0.000,0.000,0.000,,,
LoansPayableToBank,,,,,36475797.000,
LongTermDebtCurrent,,,,,36475797.000,34794031.000
LongTermDebtNoncurrent,138312.000,0.000,0.000,,57588.000,
LongTermLoansFromBank,,,,,57588.000,
MinorityInterest,8109786.000,7615930.000,8065341.000,7510646.000,8639382.000,8648984.000
OperatingLeasesFutureMinimumPaymentsReceivable,,,,,17320025.000,19674314.000
OperatingLeasesFutureMinimumPaymentsReceivableCurrent,,,,,2823269.000,1447141.000
OperatingLeasesFutureMinimumPaymentsReceivableInFiveYears,,,,,2146400.000,2731754.000
OperatingLeasesFutureMinimumPaymentsReceivableInFourYears,,,,,2739386.000,3649071.000
OperatingLeasesFutureMinimumPaymentsReceivableInThreeYears,,,,,2985081.000,3971792.000
OperatingLeasesFutureMinimumPaymentsReceivableInTwoYears,,,,,3865689.000,4499942.000
OperatingLeasesFutureMinimumPaymentsReceivableThereafter,,,,,2760200.000,3374614.000
OtherAssetsCurrent,7464224.000,5877089.000,8600437.000,7356441.000,9048859.000,5355144.000
OtherLiabilitiesCurrent,5377194.000,3302396.000,10394463.000,6142641.000,11933519.000,8232295.000
PrepaidExpenseCurrent,698687.000,579522.000,1804203.000,1457802.000,822363.000,822324.000
PropertyPlantAndEquipmentNet,5565236.000,6121191.000,6692096.000,6477544.000,5563027.000,5096961.000
RestrictedCashAndCashEquivalentsAtCarryingValue,7366777.000,8378435.000,9010016.000,8680555.000,9090157.000,9113082.000
RetainedEarningsAccumulatedDeficit,-5477904.000,-6095788.000,-5916201.000,-6518598.000,-5446408.000,-5453610.000
ShortTermBorrowings,16894337.000,21324028.000,26994853.000,31324627.000,36418209.000,34722021.000
StockholdersEquity,-867562.000,-1462646.000,-1291340.000,-1886715.000,-831166.000,-852216.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,7242224.000,6153284.000,6774001.000,5623931.000,7808216.000,7796768.000
