,2013-06-30,2013-09-30,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccretionAmortizationOfDiscountsAndPremiumsInvestments,,,-414000.000,,,,-486000.000,,,,-631000.000,,,,-208000.000
AllocatedShareBasedCompensationExpense,,2639696.000,3705000.000,4278000.000,4621000.000,6706000.000,9748000.000,8328000.000,8054000.000,7849000.000,8915000.000,8736000.000,8959000.000,8399000.000,9029000.000
AmortizationOfFinancingCosts,,,,,,,,,,,72000.000,,,,80000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,3882286.000,,,,4992803.000,,,,6488359.000,,,,7573884.000
BasicEarningsPerShareProForma,-5.510,,,,,,,,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,,,,,,,,,-17857000.000,,,,-4215000.000
ComprehensiveIncomeNetOfTax,-14587350.000,-4456194.000,-14088000.000,-25094000.000,-27441000.000,-27937000.000,-37914000.000,-38120000.000,-43855000.000,-51021000.000,-38949000.000,-39113000.000,-35296000.000,-29037000.000,-28448000.000
CostOfGoodsSold,,,,,,,,,,,,,,,39000.000
Depreciation,,,588000.000,,,,634000.000,,,,849000.000,,,,612000.000
DilutedEarningsPerShareProForma,-5.510,,,,,,,,,,,,,,
EarningsPerShareBasic,-5.510,-0.190,,,,,,,,,,,,,
EarningsPerShareBasicAndDiluted,,-0.190,-0.580,-0.860,-0.930,,-1.150,-1.140,-1.270,-1.510,-1.220,-1.140,-1.030,-0.780,-0.850
EarningsPerShareDiluted,-5.510,-0.190,,,,,,,,,,,,,
EffectOfExchangeRateOnCash,,,,,,,-124000.000,,,,,,,,
EffectOfExchangeRateOnCashContinuingOperations,,,,,,,,,,,1579000.000,,,,-394000.000
FairValueAdjustmentOfWarrants,,,55000.000,,,,41000.000,,,,-47000.000,,,,0.000
ForeignCurrencyTransactionGainLossUnrealized,,,,,,,,,,,,,,,-820000.000
GainsLossesOnExtinguishmentOfDebt,,-129963.000,,,,,,,,,,,,,
GeneralAndAdministrativeExpense,6595057.000,6678992.000,7540000.000,8733000.000,10530000.000,18017000.000,17615000.000,17210000.000,21368000.000,25887000.000,25938000.000,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,,,,,,-38216000.000,-43135000.000,,-41119000.000,-39007000.000,-34983000.000,-26432000.000,-28892000.000
IncomeTaxExpenseBenefit,,,,,,,,145000.000,88000.000,,114000.000,-93000.000,184000.000,364000.000,165000.000
IncomeTaxesPaidNet,,,,,,,,,,,225000.000,,,,28000.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,-3472000.000,,,,-5589000.000,,,,-2452000.000,,,,-3923000.000
IncreaseDecreaseInDeferredRevenue,,,-386000.000,,,,-2981000.000,,,,243000.000,,,,582000.000
IncreaseDecreaseInDepositOtherAssets,,,-17000.000,,,,-138000.000,,,,12000.000,,,,226000.000
IncreaseDecreaseInInventories,,,,,,,,,,,,,,,1350000.000
IncreaseDecreaseInOtherNoncurrentLiabilities,,,-23000.000,,,,-23000.000,,,,-23000.000,,,,
IncreaseDecreaseInOtherOperatingLiabilities,,,,,,,,,,,,,,,-624000.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,358000.000,,,,2231000.000,,,,-702000.000,,,,-93000.000
IncreaseDecreaseInReceivables,,,-120000.000,,,,-1267000.000,,,,10678000.000,,,,6746000.000
