,2013-05-31,2013-08-31,2013-11-30,2014-02-28,2014-05-31,2014-08-31,2014-11-30,2015-02-28,2015-05-31,2015-08-31,2015-11-30,2016-02-29,2016-05-31,2016-08-31,2016-11-30,2017-02-28,2017-05-31
AccountsPayableAndAccruedLiabilitiesCurrent,1333.000,4128.000,4517.000,,1377.000,2417.000,1131.000,5131.000,4307.000,2308.000,5538.000,3573.000,12449.000,14662.000,6737.000,14312.000,14588.000
AccountsPayableAndOtherAccruedLiabilitiesCurrent,,,,7787.000,,,,,,,,,,,,,
AdditionalPaidInCapital,,,24545.000,24545.000,24545.000,24545.000,24545.000,24545.000,24545.000,24545.000,24545.000,,,,,,
AdditionalPaidInCapitalCommonStock,,,,,,,,,,,,24545.000,24545.000,24545.000,24545.000,24545.000,24545.000
Assets,8072.000,4746.000,5027.000,2524.000,12271.000,9536.000,4746.000,3750.000,128.000,169.000,5134.000,1545.000,1531.000,10185.000,595.000,516.000,2890.000
Cash,8072.000,3591.000,3003.000,1512.000,,,4746.000,3750.000,128.000,169.000,5134.000,1545.000,1531.000,10185.000,595.000,516.000,2890.000
CashAndCashEquivalentsAtCarryingValue,,,3003.000,1512.000,12271.000,9536.000,4746.000,3750.000,128.000,169.000,5134.000,1545.000,,,,,
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000
CommonStockSharesIssued,17000000.000,17000000.000,17454545.000,17454545.000,17454545.000,17454545.000,17454545.000,17454545.000,17454545.000,17454545.000,17454545.000,17454545.000,17454545.000,17454545.000,17454545.000,17454545.000,17454545.000
CommonStockSharesOutstanding,17000000.000,17000000.000,17454545.000,17454545.000,17454545.000,17454545.000,17454545.000,17454545.000,17454545.000,17454545.000,17454545.000,17454545.000,17454545.000,17454545.000,17454545.000,17454545.000,17454545.000
CommonStockValue,17000.000,17000.000,17455.000,17455.000,17455.000,17455.000,17455.000,17455.000,17455.000,17455.000,17455.000,17455.000,17455.000,17455.000,17455.000,17455.000,17455.000
ConvertibleDebtCurrent,10000.000,,,,,10000.000,10000.000,10000.000,10000.000,10000.000,10000.000,,,,,,
ConvertibleNotesPayable,,,,,,,,,,,45000.000,,,,,,
ConvertibleNotesPayableCurrent,10000.000,,,,,10000.000,10000.000,10000.000,10000.000,10000.000,10000.000,,,,,,
DebtInstrumentConvertibleConversionPrice1,,,,,,,,,,,,0.055,0.055,0.055,0.055,0.055,
DeferredTaxAssetsGross,,,,,,,,,,,34901.000,,,,39600.000,,
DeferredTaxAssetsLiabilitiesNet,,,0.000,,,,0.000,,,,,,,,,,
DeferredTaxAssetsNet,,,,,,,,,,,0.000,,,,,,
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,,27435.000,,,,97404.000,,,,113142.000,,
DeferredTaxAssetsValuationAllowance,,,-21521.000,,,,-27435.000,,,,34901.000,,,,39600.000,,
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,-30261.000,-36382.000,-61490.000,-67263.000,-71106.000,-74881.000,,-83381.000,-86179.000,,,,,,,,
LiabilitiesAndStockholdersEquity,8072.000,4746.000,5027.000,2524.000,12271.000,9536.000,4746.000,3750.000,128.000,169.000,5134.000,1545.000,1531.000,10185.000,595.000,516.000,2890.000
LiabilitiesCurrent,21333.000,24128.000,24517.000,27787.000,41377.000,42417.000,41131.000,45131.000,44307.000,52308.000,60538.000,58573.000,67449.000,79662.000,71737.000,79312.000,84588.000
NotesPayable,,,,,,,,,,30000.000,,,,,,,
NotesPayableCurrent,20000.000,,,,,40000.000,40000.000,40000.000,,,,35000.000,35000.000,45000.000,45000.000,45000.000,50000.000
NotesPayableRelatedPartiesClassifiedCurrent,20000.000,20000.000,20000.000,20000.000,40000.000,40000.000,40000.000,40000.000,40000.000,20000.000,10000.000,20000.000,20000.000,20000.000,20000.000,20000.000,20000.000
OperatingLossCarryforwards,,,21521.000,,,,,,,,,,,,,,
PrepaidExpenseCurrent,,1155.000,2024.000,1012.000,0.000,0.000,0.000,,,,,,,,,,
RetainedEarningsAccumulatedDeficit,30261.000,,61490.000,,,74881.000,-78385.000,83381.000,,,-97404.000,-99028.000,-107918.000,-111477.000,-113142.000,-120796.000,-123698.000
SharesIssuedPricePerShare,,,,,,,,,,,,0.055,0.055,0.055,0.055,0.055,
SharesOutstanding,-13261.000,-19382.000,-19490.000,-25263.000,-29106.000,-32881.000,,-41381.000,,-4881.000,,,,,,,
StockholdersEquity,-13261.000,-19382.000,-19490.000,-25263.000,-29106.000,-32881.000,-36385.000,-41381.000,-44179.000,-52139.000,-55404.000,-57028.000,-65918.000,-69477.000,-71142.000,-78796.000,-81698.000
