,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31
AllocatedShareBasedCompensationExpense,,2775000.000,2771000.000,,3641000.000
AmortizationOfIntangibleAssets,,306000.000,269000.000,,1651000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,5541443000.000,5277401000.000,,5547700.000
CapitalExpendituresIncurredButNotYetPaid,-657000.000,,,,-1582000.000
CapitalLeaseObligationsIncurred,239000.000,,,,245000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,150830000.000,,,,-14887000.000
ComprehensiveIncomeNetOfTax,-4425000.000,-3222000.000,-363000.000,-13019000.000,-11973000.000
ConcentrationRiskPercentage1,,,,,0.190
CostOfGoodsSoldSubscription,12710000.000,12720000.000,13492000.000,17848000.000,18503000.000
CostOfRevenue,23841000.000,23808000.000,24727000.000,31224000.000,32220000.000
CostOfServices,11131000.000,11088000.000,11235000.000,13376000.000,13717000.000
Depreciation,,4978000.000,5347000.000,,6176000.000
DepreciationDepletionAndAmortization,5215000.000,,,,7827000.000
EarningsPerShareBasicAndDiluted,-0.320,-0.040,,,-0.170
EffectOfExchangeRateOnCashAndCashEquivalents,-34000.000,,,,-288000.000
FiniteLivedIntangibleAssetsAcquired,,,,,-2000.000
GeneralAndAdministrativeExpense,8270000.000,8976000.000,10189000.000,12290000.000,12105000.000
GoodwillAcquiredDuringPeriod,,,,,0.000
GoodwillAllocationAdjustment,,,,,215000.000
GrossProfit,40216000.000,45510000.000,49928000.000,53018000.000,56663000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-4683000.000,-2602000.000,-721000.000,-12952000.000,
IncomeTaxExpenseBenefit,,0.000,0.000,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,-889000.000,,,,-1080000.000
IncreaseDecreaseInAccountsReceivable,-1388000.000,,,,802000.000
IncreaseDecreaseInDeferredRevenue,4143000.000,,,,2220000.000
IncreaseDecreaseInEmployeeRelatedLiabilities,-4268000.000,,,,-2729000.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,-671000.000,,,,1455000.000
InterestPaidNet,282000.000,,,,0.000
NetCashProvidedByUsedInFinancingActivities,152859000.000,,,,2788000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,152859000.000,,,,2788000.000
NetCashProvidedByUsedInInvestingActivities,-5607000.000,,,,-14008000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-5607000.000,,,,-14008000.000
NetCashProvidedByUsedInOperatingActivities,3612000.000,,,,-3379000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,3612000.000,,,,-3379000.000
NetIncomeLoss,-4683000.000,-2602000.000,-721000.000,-12952000.000,-11604000.000
OperatingExpenses,44645000.000,48014000.000,50649000.000,65751000.000,68364000.000
OperatingIncomeLoss,-4429000.000,-2504000.000,-721000.000,-12733000.000,-11701000.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease,258000.000,-620000.000,358000.000,,
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,,,,,-388000.000
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodNetOfTax,,,,,19000.000
