,2015-04-30,2015-07-31,2015-10-31,2016-01-31,2016-04-30,2016-07-31,2016-10-31,2017-01-31,2017-04-30
AccountsPayableCurrent,161300000.000,153300000.000,142400000.000,145900000.000,143400000.000,163500000.000,158000000.000,166000000.000,182200000.000
AccountsReceivableNetCurrent,305700000.000,286900000.000,269300000.000,259600000.000,267800000.000,289000000.000,294000000.000,261300000.000,306600000.000
AccruedIncomeTaxesCurrent,20100000.000,19100000.000,19300000.000,11400000.000,10100000.000,4100000.000,4300000.000,10300000.000,11600000.000
AccruedLiabilitiesCurrent,127500000.000,107700000.000,129600000.000,115300000.000,112200000.000,82200000.000,109300000.000,91100000.000,106100000.000
AccruedLiabilitiesForCommissionsExpenseAndTaxes,,,,6200000.000,4700000.000,6100000.000,7500000.000,8700000.000,6200000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,80500000.000,95800000.000,106400000.000,109300000.000,121600000.000,129200000.000,140300000.000,149400000.000,160600000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-55900000.000,-61700000.000,-62100000.000,-74200000.000,-53200000.000,-68900000.000,-79700000.000,-83500000.000,-78700000.000
AdditionalPaidInCapital,2649600000.000,2653800000.000,2659100000.000,2662400000.000,2667300000.000,2673100000.000,2678100000.000,2686500000.000,2691900000.000
AllowanceForDoubtfulAccountsReceivableCurrent,8900000.000,8800000.000,8900000.000,11300000.000,11000000.000,11400000.000,11200000.000,13500000.000,11300000.000
Assets,4275900000.000,4266600000.000,3751600000.000,3691000000.000,3720700000.000,3704800000.000,3728600000.000,3698300000.000,3748300000.000
AssetsCurrent,2141200000.000,2123500000.000,2113000000.000,2022800000.000,2040300000.000,1941000000.000,1988500000.000,1959600000.000,2012700000.000
AssetsFairValueDisclosure,,,164800000.000,,,,,,
CashAndCashEquivalentsAtCarryingValue,429100000.000,418300000.000,449000000.000,427800000.000,449000000.000,250400000.000,297700000.000,277300000.000,269100000.000
CommonStockParOrStatedValuePerShare,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010
CommonStockSharesAuthorized,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000
CommonStockSharesIssued,52700000.000,52800000.000,52800000.000,53300000.000,53200000.000,53300000.000,53300000.000,53500000.000,53500000.000
CommonStockValue,500000.000,500000.000,500000.000,500000.000,500000.000,500000.000,500000.000,500000.000,500000.000
DeferredIncomeTaxLiabilities,,,,21600000.000,,,,38100000.000,
DeferredTaxAssetsGoodwillAndIntangibleAssets,,,,84200000.000,,,,44200000.000,
DeferredTaxAssetsGross,,,,190700000.000,,,,197900000.000,
DeferredTaxAssetsInventory,,,,10700000.000,,,,14900000.000,
DeferredTaxAssetsLiabilitiesNet,,,,147200000.000,,,,142000000.000,
DeferredTaxAssetsLiabilitiesNetNoncurrent,,,115400000.000,163400000.000,159600000.000,153000000.000,147000000.000,147000000.000,146500000.000
DeferredTaxAssetsNetCurrent,39100000.000,40800000.000,44200000.000,,,,,,
DeferredTaxAssetsOperatingLossCarryforwards,,,,59500000.000,,,,81200000.000,
DeferredTaxAssetsTaxCreditCarryforwardsOther,,,,5200000.000,,,,19900000.000,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAccruedLiabilities,,,,15700000.000,,,,12900000.000,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsReserves,,,,15400000.000,,,,24800000.000,
DeferredTaxAssetsValuationAllowance,,,,21900000.000,,,,17800000.000,
